FIRST_LINE,INFECTION_DURATION_MULTIPLY_FACTOR,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y
0,0.7,0.5,1.928767123,5.35890411,7.98630137
0,0.7,0.5,2.367123288,6.838356164,9.871232877
0,0.7,0.5,1.838356164,6.035616438,8.487671233
0,0.7,0.5,1.317808219,5.315068493,7.931506849
0,0.7,0.5,1.665753425,6.249315068,8.306849315
0,0.7,0.5,2.164383562,6.621917808,9.115068493
0,0.7,0.5,1.77260274,5.901369863,8.668493151
0,0.7,0.5,1.419178082,5.545205479,7.876712329
0,0.7,0.5,1.394520548,5.704109589,8.18630137
0,0.8,0,5.084931507,10.94520548,13.75068493
0,0.8,0,10.71232877,16.62739726,19.54520548
0,0.8,0,6.254794521,12.86575342,15.35068493
0,0.8,0,8.093150685,17.24657534,19.9369863
0,0.8,0,6.794520548,11.88219178,14.25753425
0,0.8,0,9.208219178,15.25479452,17.6109589
0,0.8,0,8.084931507,14.51506849,17.23561644
0,0.8,0,5.002739726,10.23835616,12.93424658
0,0.8,0,10.26575342,17.33150685,19.89041096
0,0.8,0,8.002739726,14.07671233,16.79726027
0,0.8,0,5.175342466,12.4,14.74520548
0,0.8,0,8.534246575,15.64931507,18.48767123
0,0.8,0,8.164383562,14.8739726,17.15342466
0,0.8,0,7.698630137,14.45205479,16.85479452
0,0.8,0,10.14794521,14.79178082,17.46027397
0,0.8,0,9.01369863,15.57808219,18.39452055
0,0.8,0,16.34246575,24.12328767,26.61917808
0,0.8,0,8.419178082,13.85205479,16.33150685
0,0.8,0,10.67123288,15.92054795,18.23835616
0,0.8,0,7.424657534,14.31780822,16.76986301
0,0.8,0,14.86027397,19.85205479,22.62465753
0,0.8,0,7.879452055,13.67123288,16.41643836
0,0.8,0,8.317808219,16.97260274,19.47671233
0,0.8,0,4.904109589,11.13424658,13.66849315
0,0.8,0,6.578082192,12.88767123,15.48219178
0,0.8,0,13.43013699,19.33424658,22.0630137
0,0.8,0,8.104109589,12.31232877,15.07945205
0,0.8,0,8.953424658,16.83287671,19.33424658
0,0.8,0,15.3369863,20.7890411,23.23835616
0,0.8,0,10.75616438,17.10958904,19.64931507
0,0.8,0,16.64383562,24.96438356,27.48493151
0,0.8,0,6.257534247,11.89589041,14.27945205
0,0.8,0,14.24931507,22.52876712,25.49589041
0,0.8,0,15.31506849,19.91780822,22.31780822
0,0.8,0,11.15342466,17.14246575,20.34246575
0,0.8,0,13.79726027,19.74520548,22.73424658
0,0.8,0,13.79452055,20.69041096,23.29863014
0,0.8,0,14.30684932,20.15890411,23.23287671
0,0.8,0,10.20821918,16.34246575,18.96986301
0,0.8,0,8.939726027,14.09315068,17.30958904
0,0.8,0,7.090410959,14.29589041,17.36986301
0,0.8,0,8.843835616,18.35890411,21.16164384
0,0.8,0,6.657534247,13.33424658,15.74246575
0,0.8,0,11.51780822,17.06575342,19.65205479
0,0.8,0,10.23561644,16.05479452,19.24109589
0,0.8,0,7.542465753,12.37808219,15.13972603
0,0.8,0,8.906849315,17.25753425,20.2109589
0,0.8,0,13.99726027,20.51506849,23.45479452
0,0.8,0,9.021917808,16.99726027,19.72054795
0,0.8,0,6.298630137,11.07671233,13.81917808
0,0.8,0.01,7.873972603,12.30136986,14.8
0,0.8,0.01,13.72876712,22.42191781,24.78356164
0,0.8,0.01,6.02739726,11.46849315,14.18082192
0,0.8,0.01,5.939726027,9.764383562,12.03287671
0,0.8,0.01,10.16438356,16.0739726,18.5369863
0,0.8,0.01,5.145205479,11.98630137,15.08219178
0,0.8,0.01,7.37260274,13.75616438,16.71780822
0,0.8,0.01,6.969863014,11.93150685,14.32328767
0,0.8,0.01,12.6109589,17.51232877,19.74246575
0,0.8,0.01,8.509589041,15.26027397,17.63287671
0,0.8,0.01,9.052054795,13.86849315,16.55890411
0,0.8,0.01,14.28493151,22.31232877,24.78082192
0,0.8,0.01,7.161643836,12.5260274,15.35616438
0,0.8,0.01,6.353424658,11.72328767,14.1369863
0,0.8,0.01,9.904109589,15.74794521,18.63835616
0,0.8,0.01,10.06849315,16.03561644,18.41917808
0,0.8,0.01,6.471232877,11.47945205,14.40273973
0,0.8,0.01,6.542465753,11.89041096,14.39178082
0,0.8,0.01,6.747945205,12.43013699,15.26027397
0,0.8,0.01,4.871232877,10.18630137,12.77534247
0,0.8,0.01,3.989041096,9.282191781,11.9260274
0,0.8,0.01,9.071232877,15.75890411,18.33972603
0,0.8,0.01,6.208219178,11.99452055,14.58082192
0,0.8,0.01,9.534246575,15.39726027,18.21917808
0,0.8,0.01,6.589041096,12.89863014,15.56986301
0,0.8,0.01,8.479452055,14.08219178,16.63287671
0,0.8,0.01,6.756164384,13.55342466,15.79178082
0,0.8,0.01,4.704109589,9.660273973,12.13424658
0,0.8,0.01,4.205479452,9.589041096,12.59178082
0,0.8,0.01,11.19452055,17.0739726,19.77534247
0,0.8,0.01,5.695890411,11.1260274,13.41369863
0,0.8,0.01,9.849315068,16.4,18.97260274
0,0.8,0.01,6.824657534,11.89315068,14.09315068
0,0.8,0.01,6.736986301,11.87671233,14.23561644
0,0.8,0.01,9.665753425,16.65753425,19.4630137
0,0.8,0.01,4.953424658,8.747945205,11.35890411
0,0.8,0.01,6.249315068,12.5260274,15.39452055
0,0.8,0.01,6.073972603,11.26849315,13.69589041
0,0.8,0.01,8.065753425,13.4,16.0739726
0,0.8,0.01,5.610958904,10.58356164,13.71780822
0,0.8,0.01,11.95890411,17.70136986,20.19178082
0,0.8,0.01,9.109589041,14.27123288,17.33424658
0,0.8,0.01,6.126027397,11.54794521,13.93424658
0,0.8,0.01,13.86027397,19.76986301,22.99178082
0,0.8,0.01,5.764383562,11.02465753,13.35616438
0,0.8,0.01,4.419178082,8.446575342,10.8739726
0,0.8,0.01,4.150684932,10.57808219,13.48219178
0,0.8,0.01,8.016438356,13.20273973,15.44657534
0,0.8,0.01,7.18630137,12.27671233,14.79726027
0,0.8,0.01,8.578082192,16.26849315,19.24657534
0,0.8,0.1,4.665753425,10.17808219,13.24931507
0,0.8,0.1,3.767123288,10.54520548,13.26575342
0,0.8,0.1,3.04109589,9.115068493,11.91232877
0,0.8,0.1,4.183561644,9.098630137,11.90684932
0,0.8,0.1,5.060273973,10.11506849,12.83287671
0,0.8,0.1,6,11.74794521,15.40273973
0,0.8,0.1,2.487671233,7.82739726,10.51506849
0,0.8,0.1,4.249315068,9.463013699,12.3369863
0,0.8,0.1,3.778082192,10.01643836,13.12328767
0,0.8,0.1,3.523287671,8.049315068,10.82191781
0,0.8,0.1,4.161643836,11.46575342,13.81643836
0,0.8,0.1,3.205479452,8.230136986,10.65753425
0,0.8,0.1,4.610958904,9.720547945,12.61643836
0,0.8,0.1,4.210958904,9.775342466,12.09315068
0,0.8,0.1,3,8.610958904,11.39452055
0,0.8,0.1,4.465753425,9.082191781,11.71232877
0,0.8,0.1,3.534246575,9.693150685,12.52328767
0,0.8,0.1,2.353424658,7.216438356,9.465753425
0,0.8,0.1,4.906849315,10.20273973,12.95616438
0,0.8,0.1,3.619178082,10.01917808,12.56712329
0,0.8,0.1,7.498630137,15.08767123,17.92328767
0,0.8,0.1,5.043835616,9.882191781,12.73424658
0,0.8,0.1,2.945205479,8.183561644,10.87945205
0,0.8,0.1,3.487671233,9.208219178,11.72328767
0,0.8,0.1,3.424657534,8.635616438,11.44931507
0,0.8,0.1,4.876712329,10.8630137,13.87671233
0,0.8,0.1,4.791780822,10.20273973,12.3260274
0,0.8,0.1,5.717808219,11.73424658,14.64383562
0,0.8,0.1,3.347945205,8.405479452,11.6
0,0.8,0.1,2.726027397,8.191780822,10.73424658
0,0.8,0.1,4.44109589,10.20273973,13.31506849
0,0.8,0.1,3.44109589,10.4630137,13.4
0,0.8,0.1,4.802739726,9.663013699,12.23561644
0,0.8,0.1,5.904109589,12.42739726,14.93150685
0,0.8,0.1,2.983561644,7.320547945,10.26849315
0,0.8,0.1,3.249315068,8.090410959,10.41917808
0,0.8,0.1,4.383561644,8.967123288,12.4109589
0,0.8,0.1,3.260273973,9.397260274,12.1369863
0,0.8,0.1,6.720547945,12.40821918,15.56438356
0,0.8,0.1,5.610958904,11.67123288,13.92876712
0,0.8,0.1,4.032876712,9.775342466,12.68767123
0,0.8,0.1,3.830136986,9.347945205,12.02739726
0,0.8,0.1,3.131506849,7.591780822,10.45205479
0,0.8,0.1,4.263013699,9.312328767,12.01917808
0,0.8,0.1,3.41369863,9.531506849,12.34246575
0,0.8,0.1,4.663013699,11.23013699,13.38356164
0,0.8,0.1,3.57260274,10.19726027,12.75890411
0,0.8,0.1,4.994520548,10.63835616,13.19726027
0,0.8,0.1,6.276712329,10.89041096,13.38356164
0,0.8,0.1,6.523287671,10.86575342,13.64931507
0,0.8,0.25,3.82739726,9.295890411,11.82191781
0,0.8,0.25,3.44109589,8.873972603,11.52328767
0,0.8,0.25,3.778082192,8.471232877,11.31506849
0,0.8,0.25,1.956164384,8.731506849,11.93150685
0,0.8,0.25,2.315068493,6.649315068,9.663013699
0,0.8,0.25,2.17260274,6.194520548,9.293150685
0,0.8,0.25,2.243835616,9.282191781,11.85205479
0,0.8,0.25,2.498630137,7.791780822,10.45479452
0,0.8,0.25,2.739726027,8.260273973,10.64657534
0,0.8,0.25,3.424657534,7.942465753,10.27671233
0,0.8,0.25,3.315068493,7.616438356,10.53972603
0,0.8,0.25,2.046575342,7.263013699,10.05753425
0,0.8,0.25,4.282191781,8.797260274,11.53150685
0,0.8,0.25,3.304109589,7.698630137,10.40273973
0,0.8,0.25,2.635616438,7.271232877,10
0,0.8,0.25,3.123287671,8.336986301,11.22465753
0,0.8,0.25,3.663013699,9.282191781,12.17808219
0,0.8,0.25,3.789041096,8.273972603,10.90958904
0,0.8,0.25,2.317808219,7.304109589,9.660273973
0,0.8,0.25,2.780821918,10.24383562,13.12328767
0,0.8,0.25,2.709589041,8.153424658,10.71506849
0,0.8,0.25,3.024657534,8.084931507,10.58356164
0,0.8,0.25,3.504109589,9.156164384,11.97808219
0,0.8,0.25,2.62739726,7.101369863,10.43013699
0,0.8,0.25,3.156164384,7.542465753,10.32876712
0,0.8,0.25,2.545205479,8.030136986,10.80273973
0,0.8,0.25,4.98630137,10.0630137,12.29315068
0,0.8,0.25,2.479452055,6.969863014,9.652054795
0,0.8,0.25,3.526027397,10.24931507,13.04383562
0,0.8,0.25,2.191780822,7.01369863,9.81369863
0,0.8,0.25,2.547945205,6.909589041,9.512328767
0,0.8,0.25,3.169863014,7.95890411,10.67123288
0,0.8,0.25,2.361643836,6.852054795,9.810958904
0,0.8,0.25,3.449315068,9.452054795,12.69041096
0,0.8,0.25,3.273972603,9.005479452,12.42465753
0,0.8,0.25,1.769863014,6.271232877,8.810958904
0,0.8,0.25,2.734246575,6.97260274,9.515068493
0,0.8,0.25,2.432876712,8.076712329,10.80547945
0,0.8,0.25,2.304109589,7.219178082,10.00273973
0,0.8,0.25,2.901369863,7.895890411,11.11506849
0,0.8,0.25,2.323287671,6.923287671,9.926027397
0,0.8,0.25,2.438356164,6.334246575,9.164383562
0,0.8,0.25,2.139726027,6.736986301,9.517808219
0,0.8,0.25,2,7.931506849,10.87671233
0,0.8,0.25,3.071232877,8.235616438,10.52328767
0,0.8,0.25,2.493150685,6.687671233,9.37260274
0,0.8,0.25,2.356164384,7.320547945,10.23287671
0,0.8,0.25,2.967123288,7.526027397,10.45753425
0,0.8,0.25,3.454794521,8.145205479,10.75616438
0,0.8,0.25,2.77260274,7.564383562,10.14246575
0,0.8,0.5,2.035616438,6.35890411,8.920547945
0,0.8,0.5,2.646575342,8.257534247,11.07123288
0,0.8,0.5,2.205479452,5.904109589,8.58630137
0,0.8,0.5,2.41369863,6.832876712,9.306849315
0,0.8,0.5,1.747945205,5.597260274,7.95890411
0,0.8,0.5,1.304109589,5.830136986,8.991780822
0,0.8,0.5,1.578082192,5.964383562,8.635616438
0,0.8,0.5,1.969863014,6.663013699,9.364383562
0,0.8,0.5,2.145205479,5.942465753,8.843835616
0,0.8,0.5,1.676712329,6.728767123,9.498630137
0,0.8,0.5,2.471232877,7.063013699,9.942465753
0,0.8,0.5,2.219178082,7.271232877,10.18630137
0,0.8,0.5,1.430136986,5.569863014,8.723287671
0,0.8,0.5,1.934246575,6.019178082,9.090410959
0,0.8,0.5,1.871232877,5.936986301,8.939726027
0,0.8,0.5,2.117808219,6.6,9.778082192
0,0.8,0.5,1.816438356,8.649315068,11.62465753
0,0.8,0.5,1.882191781,5.871232877,9.232876712
0,0.8,0.5,1.463013699,5.706849315,8.542465753
0,0.8,0.5,1.920547945,6.753424658,9.75890411
0,0.8,0.5,2.02739726,7.084931507,9.717808219
0,0.8,0.5,1.920547945,6.947945205,9.819178082
0,0.8,0.5,2.21369863,7.298630137,10.20273973
0,0.8,0.5,1.778082192,5.939726027,8.791780822
0,0.8,0.5,1.863013699,7.087671233,10.22191781
0,0.8,0.5,1.695890411,6.273972603,9.61369863
0,0.8,0.5,1.736986301,6.580821918,9.665753425
0,0.8,0.5,1.84109589,5.493150685,8.273972603
0,0.8,0.5,1.695890411,5.950684932,8.512328767
0,0.8,0.5,1.498630137,5.950684932,8.454794521
0,0.8,0.5,1.794520548,7.561643836,10.32054795
0,0.8,0.5,1.468493151,5.698630137,8.517808219
0,0.8,0.5,2.221917808,6.939726027,9.756164384
0,0.8,0.5,2.257534247,7.652054795,10.38630137
0,0.8,0.5,2.136986301,7.189041096,10.10958904
0,0.8,0.5,1.726027397,6.890410959,9.709589041
0,0.8,0.5,2.95890411,7.717808219,10.46027397
0,0.8,0.5,2.564383562,7.64109589,10.23561644
0,0.8,0.5,1.487671233,5.832876712,8.394520548
0,0.8,0.5,2.654794521,7.37260274,10.22191781
0,0.8,0.5,1.673972603,6.465753425,9.44109589
0,0.8,0.5,1.55890411,6.295890411,9.019178082
0,0.8,0.5,1.421917808,5.734246575,8.252054795
0,0.8,0.5,2.084931507,7.517808219,10.2
0,0.8,0.5,1.767123288,7.076712329,9.769863014
0,0.8,0.5,1.745205479,6.002739726,9.375342466
0,0.8,0.5,2.128767123,6.8,9.539726027
0,0.8,0.5,1.769863014,6.736986301,9.254794521
