FIRST_LINE,INFECTION_DURATION_MULTIPLY_FACTOR,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y
0,1.2,0,24.24109589,30.80547945,33.99726027
0,1.2,0,13.50684932,23.04657534,27.11780822
0,1.2,0,20.26027397,29.69589041,33.51232877
0,1.2,0,17.55068493,30.65205479,33.9369863
0,1.2,0,11.85205479,20.29315068,24.26849315
0,1.2,0,18.93150685,27.76986301,31.2739726
0,1.2,0,20.55342466,27.15342466,30.81369863
0,1.2,0,19.54520548,25.61643836,29.42465753
0,1.2,0,18.40273973,26.14246575,29.66027397
0,1.2,0,18.09863014,23.85753425,27.15890411
0,1.2,0,23.78630137,31.80547945,36.13424658
0,1.2,0,23.1890411,30.36712329,34.03561644
0,1.2,0,9.093150685,17.04109589,20.52328767
0,1.2,0,12.41643836,21.69315068,25.21369863
0,1.2,0.01,12.72876712,21.43013699,24.82739726
0,1.2,0.01,10.69863014,18.55068493,22.22739726
0,1.2,0.01,7.802739726,16.77534247,20.2
0,1.2,0.01,7.526027397,15.98356164,19.95616438
0,1.2,0.01,10.33424658,17.32054795,20.68767123
0,1.2,0.01,7.665753425,14.80821918,18.12054795
0,1.2,0.01,6.526027397,12.97808219,16.64657534
0,1.2,0.01,16.61917808,24.16986301,27.58630137
0,1.2,0.01,11.53424658,18.89589041,22.13150685
0,1.2,0.01,10.36986301,19.56164384,23.04109589
0,1.2,0.01,7.545205479,15.67671233,19.08219178
0,1.2,0.01,12.99178082,20.23835616,23.98356164
0,1.2,0.01,9.693150685,17.00273973,20.52054795
0,1.2,0.01,10.7369863,19.20821918,22.98082192
0,1.2,0.01,12.13424658,23.68767123,28.36438356
0,1.2,0.01,8.767123288,16.25205479,19.83013699
0,1.2,0.01,17.46575342,25.78082192,28.94520548
0,1.2,0.01,6.712328767,15.19726027,18.59178082
0,1.2,0.01,16.6630137,26.10410959,29.90136986
0,1.2,0.01,8.665753425,16.66575342,20.16986301
0,1.2,0.01,14.28219178,20.73150685,23.79726027
0,1.2,0.01,11.36438356,20.81369863,24.20821918
0,1.2,0.01,6.805479452,16.13150685,19.71232877
0,1.2,0.01,8.090410959,17.18082192,21.11506849
0,1.2,0.01,8.909589041,18.00821918,21.51232877
0,1.2,0.01,17.06027397,23.47123288,26.93972603
0,1.2,0.01,6.183561644,13.91232877,17.92328767
0,1.2,0.01,9.265753425,17.10136986,20.29315068
0,1.2,0.01,13.89863014,21.47945205,24.66575342
0,1.2,0.01,10.22739726,17.89589041,21.68767123
0,1.2,0.01,10.5369863,20.53972603,24.01643836
0,1.2,0.01,15.93972603,26.01369863,29.81643836
0,1.2,0.01,7.810958904,15.53972603,18.34246575
0,1.2,0.01,7.479452055,17.0630137,20.5369863
0,1.2,0.01,9.942465753,17.97260274,21.43835616
0,1.2,0.01,8.315068493,14.51780822,17.90684932
0,1.2,0.01,10.37260274,19.7890411,23.62465753
0,1.2,0.01,3.747945205,10.56164384,14.23835616
0,1.2,0.01,16.87671233,25.85205479,29.60547945
0,1.2,0.01,14.56986301,22.3260274,25.82739726
0,1.2,0.01,9.797260274,19,22.10136986
0,1.2,0.01,11.59178082,18.57808219,22.03835616
0,1.2,0.01,9.268493151,18.37260274,22.40273973
0,1.2,0.01,7.082191781,14.5260274,18.10684932
0,1.2,0.01,9.797260274,17.11232877,20.84383562
0,1.2,0.01,14.97808219,21.75068493,25.49315068
0,1.2,0.01,6.295890411,12.51506849,16.5260274
0,1.2,0.01,9.424657534,17.53150685,21.23561644
0,1.2,0.01,11.01369863,17.46849315,20.90958904
0,1.2,0.01,8.863013699,15.73150685,19.07945205
0,1.2,0.1,5.221917808,13.12054795,16.33972603
0,1.2,0.1,6.569863014,14.36986301,18.18630137
0,1.2,0.1,5.926027397,13.02739726,16.86027397
0,1.2,0.1,7.282191781,13.82465753,16.9369863
0,1.2,0.1,7.816438356,14.3369863,17.87123288
0,1.2,0.1,9.545205479,16.22739726,19.50958904
0,1.2,0.1,5.997260274,13.70684932,17.28493151
0,1.2,0.1,6.150684932,12.79178082,16.36438356
0,1.2,0.1,6.232876712,15.02191781,18.49589041
0,1.2,0.1,5.071232877,14.89041096,18.37808219
0,1.2,0.1,7.564383562,14.5260274,18.62465753
0,1.2,0.1,6.312328767,13.94794521,17.37534247
0,1.2,0.1,5.926027397,13.09589041,16.40273973
0,1.2,0.1,8.446575342,15.25479452,18.60547945
0,1.2,0.1,7.882191781,15.24383562,18.24383562
0,1.2,0.1,6.515068493,13.58356164,17.13424658
0,1.2,0.1,5.909589041,13.21369863,17.10684932
0,1.2,0.1,4.345205479,11.69589041,15.54246575
0,1.2,0.1,6.221917808,13.00273973,16.41917808
0,1.2,0.1,4.402739726,11.13424658,14.28493151
0,1.2,0.1,5.473972603,14.29315068,18.23287671
0,1.2,0.1,5.539726027,13.02191781,16.24931507
0,1.2,0.1,6.268493151,14.36438356,18.15890411
0,1.2,0.1,4.161643836,10.77808219,14.22191781
0,1.2,0.1,6.402739726,13.38082192,17.46027397
0,1.2,0.1,6.295890411,13.57534247,17.49863014
0,1.2,0.1,6.556164384,14.48219178,17.36164384
0,1.2,0.1,4.61369863,13.06849315,16.79452055
0,1.2,0.1,6.104109589,13.86027397,17.25479452
0,1.2,0.1,5.742465753,12.96712329,16.81917808
0,1.2,0.1,9.246575342,16.97808219,21.03013699
0,1.2,0.1,4.98630137,13.78082192,17.17808219
0,1.2,0.1,5.619178082,12.54246575,16.92054795
0,1.2,0.1,6.610958904,15.83835616,19.72054795
0,1.2,0.1,4.473972603,11.35616438,14.69589041
0,1.2,0.1,5.01369863,14.33972603,18.07123288
0,1.2,0.1,6.819178082,13.9260274,16.73424658
0,1.2,0.1,6.068493151,15.32328767,19.25479452
0,1.2,0.1,4.816438356,11.96164384,15.46849315
0,1.2,0.1,5.465753425,12.50684932,16.31232877
0,1.2,0.1,5.980821918,12.24383562,15.55068493
0,1.2,0.1,3.939726027,9.901369863,13.10684932
0,1.2,0.1,4.515068493,11.53150685,15.09863014
0,1.2,0.1,5.589041096,11.99452055,15.79178082
0,1.2,0.1,5.136986301,11.69589041,15.17534247
0,1.2,0.1,8.339726027,14.92328767,19.5260274
0,1.2,0.1,5.265753425,13.61369863,17.14520548
0,1.2,0.1,4.901369863,10.76986301,13.60273973
0,1.2,0.1,5.076712329,11.70410959,15.2630137
0,1.2,0.1,9.032876712,15.32876712,18.53150685
0,1.2,0.25,4.44109589,11.6630137,14.98082192
0,1.2,0.25,4.273972603,10.76986301,14.36986301
0,1.2,0.25,4.052054795,11.45479452,15.31780822
0,1.2,0.25,3.293150685,10.61643836,14.49863014
0,1.2,0.25,3.394520548,10.68493151,14.18082192
0,1.2,0.25,4.326027397,9.224657534,12.96712329
0,1.2,0.25,2.553424658,8.309589041,12.52876712
0,1.2,0.25,2.389041096,8.268493151,11.74520548
0,1.2,0.25,4.2,11.56438356,15.37260274
0,1.2,0.25,3.528767123,11.1369863,14.50684932
0,1.2,0.25,4,10.01917808,13.68493151
0,1.2,0.25,3.756164384,9.887671233,13.47945205
0,1.2,0.25,4.106849315,10.60547945,14.76164384
0,1.2,0.25,4.482191781,11.15068493,14.71780822
0,1.2,0.25,2.668493151,7.657534247,11.55342466
0,1.2,0.25,4.717808219,9.994520548,13.29315068
0,1.2,0.25,3.15890411,8.583561644,12.61369863
0,1.2,0.25,3.526027397,10.62191781,14.79178082
0,1.2,0.25,3.35890411,9.690410959,13.43561644
0,1.2,0.25,2.942465753,10.45205479,13.77260274
0,1.2,0.25,2.476712329,9.8,13.56712329
0,1.2,0.25,3.961643836,10.37808219,13.75342466
0,1.2,0.25,4.084931507,10.24657534,14.45205479
0,1.2,0.25,3.416438356,11.37260274,15.48493151
0,1.2,0.25,2.791780822,9.62739726,13.39452055
0,1.2,0.25,4.076712329,10.50958904,15.23835616
0,1.2,0.25,4.052054795,10.16712329,14.64109589
0,1.2,0.25,3.895890411,10.65479452,14.37808219
0,1.2,0.25,3.41369863,9.893150685,14.29041096
0,1.2,0.25,3.62739726,9.753424658,13.80273973
0,1.2,0.25,4.819178082,12.1369863,16.26849315
0,1.2,0.25,4.709589041,11.28767123,14.87945205
0,1.2,0.25,2.515068493,8.602739726,12.68493151
0,1.2,0.25,3.02739726,10.23561644,13.92328767
0,1.2,0.25,3.232876712,9.947945205,13.32876712
0,1.2,0.25,4.038356164,11.46849315,15.73972603
0,1.2,0.25,4.101369863,12.23835616,15.99452055
0,1.2,0.25,3.846575342,10.11780822,13.65205479
0,1.2,0.25,3.345205479,9.775342466,13.50958904
0,1.2,0.25,3.879452055,11.39726027,14.56986301
0,1.2,0.25,3.884931507,10.25205479,14.03013699
0,1.2,0.25,2.542465753,8.863013699,12.88219178
0,1.2,0.25,4.189041096,11.57260274,15.53150685
0,1.2,0.25,4.652054795,11.92876712,15.35616438
0,1.2,0.25,2.583561644,8.860273973,12.87945205
0,1.2,0.25,4.452054795,9.904109589,13.73424658
0,1.2,0.25,2.994520548,9.712328767,13.63835616
0,1.2,0.25,4.55890411,11.69589041,15.89041096
0,1.2,0.25,4.131506849,9.816438356,13.43561644
0,1.2,0.25,5.498630137,12.58630137,16.33150685
0,1.2,0.5,2.556164384,8.890410959,12.73972603
0,1.2,0.5,2.983561644,9.295890411,13.6109589
0,1.2,0.5,2.487671233,9.62739726,13.76438356
0,1.2,0.5,2.208219178,9.008219178,12.24383562
0,1.2,0.5,2.191780822,8.276712329,12.16164384
0,1.2,0.5,2.002739726,9.6,14.43561644
0,1.2,0.5,2.263013699,8.64109589,11.79178082
0,1.2,0.5,1.517808219,7.575342466,11.20273973
0,1.2,0.5,2.490410959,8.238356164,12.59726027
0,1.2,0.5,2.342465753,7.882191781,11.45205479
0,1.2,0.5,2.115068493,8.15890411,11.49315068
0,1.2,0.5,2.252054795,8.873972603,12.82465753
0,1.2,0.5,2.643835616,7.997260274,11.39726027
0,1.2,0.5,2.821917808,9.726027397,14.07671233
0,1.2,0.5,3.421917808,10.41917808,14.96438356
0,1.2,0.5,2.854794521,9.621917808,12.89589041
0,1.2,0.5,2.660273973,11.05479452,15.14520548
0,1.2,0.5,2.682191781,8.076712329,11.9369863
0,1.2,0.5,2.58630137,8.843835616,12.87123288
0,1.2,0.5,2.865753425,9.326027397,14.24657534
0,1.2,0.5,3.049315068,8.980821918,12.9890411
0,1.2,0.5,3.350684932,10.05479452,14.20547945
0,1.2,0.5,2.994520548,10.21369863,14.19726027
0,1.2,0.5,2.671232877,9.010958904,12.3260274
0,1.2,0.5,1.728767123,8.002739726,12.10684932
0,1.2,0.5,2.367123288,7.997260274,12.68219178
0,1.2,0.5,2.723287671,9.882191781,14.12876712
0,1.2,0.5,2.687671233,8.315068493,11.67123288
0,1.2,0.5,2.317808219,7.767123288,11.28219178
0,1.2,0.5,2.736986301,10.30684932,14.51780822
0,1.2,0.5,2.64109589,7.964383562,11.92328767
0,1.2,0.5,2.24109589,8.739726027,12.9260274
0,1.2,0.5,2.084931507,9.257534247,13.2739726
0,1.2,0.5,2.150684932,9.430136986,13.51506849
0,1.2,0.5,2.479452055,8.654794521,12.2630137
0,1.2,0.5,1.484931507,7.238356164,10.81369863
0,1.2,0.5,1.901369863,8.904109589,12.56438356
0,1.2,0.5,4.290410959,9.849315068,14.38082192
0,1.2,0.5,3.282191781,10.16986301,14.30684932
0,1.2,0.5,2.646575342,9.906849315,13.69041096
0,1.2,0.5,2.64109589,8.747945205,12.68219178
0,1.2,0.5,2.361643836,7.679452055,11.92328767
0,1.2,0.5,2.221917808,9.076712329,13.48493151
0,1.2,0.5,2.17260274,9.939726027,13.50684932
0,1.2,0.5,1.871232877,8.191780822,12.33150685
0,1.2,0.5,2.306849315,9.660273973,13.50684932
0,1.2,0.5,2.931506849,10.03561644,13.83013699
0,1.2,0.5,2.545205479,9.602739726,13.45205479
0,1.2,0.5,3.15890411,9.402739726,12.84109589
0,1.2,0.5,2.347945205,9.490410959,14.25479452
0,1.3,0,9.728767123,17.84931507,22.04383562
0,1.3,0,11.91506849,22.28493151,25.70958904
0,1.3,0,11.61643836,20.20547945,24.56164384
0,1.3,0,25.59726027,34.16164384,38.03835616
0,1.3,0,9.632876712,20.35890411,24.18356164
0,1.3,0,25.16438356,33.64109589,36.96438356
0,1.3,0,11.31506849,19.63013699,24.00821918
0,1.3,0,14.96164384,21.87123288,25.62739726
0,1.3,0,14.2,23.3890411,26.62465753
0,1.3,0,16.77260274,24.79452055,28.96164384
0,1.3,0,11.25753425,18.74794521,23.14520548
0,1.3,0,8.81369863,19.04109589,23.48493151
0,1.3,0,13.79452055,20.36986301,23.76164384
0,1.3,0,15.53150685,24.05753425,27.57808219
0,1.3,0,18.47945205,28.23561644,32.43013699
0,1.3,0,25.66575342,35.49863014,39.35616438
0,1.3,0,12.11232877,20.92054795,24.70958904
0,1.3,0,10.69041096,18.60821918,22.37808219
0,1.3,0,24.59178082,33.79452055,37.35890411
0,1.3,0,20.28493151,28.53150685,32.07123288
0,1.3,0,24.92054795,35.0109589,39.02739726
0,1.3,0,21.57260274,29.06027397,32.76438356
0,1.3,0,10.71232877,18.40547945,21.81369863
0,1.3,0,20.31780822,31.27123288,35.3890411
0,1.3,0,10.85479452,20.40273973,24.43287671
0,1.3,0,15.00273973,23.23287671,26.36986301
0,1.3,0,9.331506849,16.67123288,20.74794521
0,1.3,0,20.80821918,29.35890411,33.00547945
0,1.3,0,16.15616438,22.77808219,26.33150685
0,1.3,0,14.09041096,22.8739726,26.56986301
0,1.3,0,14.89315068,25.44657534,29.34520548
0,1.3,0,17.92876712,28.70410959,32.03561644
0,1.3,0,16.78630137,45,45
0,1.3,0,13.86027397,23.69863014,27.45479452
0,1.3,0,9.597260274,17.74520548,21.21917808
0,1.3,0,7.997260274,18.53972603,22.09315068
0,1.3,0,22.85479452,33.2109589,36.94520548
0,1.3,0,12.65753425,20.72054795,24.30684932
0,1.3,0,14.8630137,26.70136986,30.94246575
0,1.3,0,13.25205479,25.41917808,29.19178082
0,1.3,0,13.63561644,22.88219178,26.96986301
0,1.3,0,10.34520548,20.50410959,24.02191781
0,1.3,0,11.24931507,19.16164384,22.20821918
0,1.3,0,10.30958904,19.2739726,23.12054795
0,1.3,0,17.60547945,26.57260274,30.25205479
0,1.3,0,8.150684932,17.56986301,21.66027397
0,1.3,0,8.490410959,17.29589041,21.34794521
0,1.3,0,9.950684932,20.52328767,23.91780822
0,1.3,0,13.71780822,22.13972603,25.89863014
0,1.3,0,10.44657534,19.69863014,23.48767123
0,1.3,0.01,14.2630137,22.52054795,26.48767123
0,1.3,0.01,12.48767123,19.38082192,23.25753425
0,1.3,0.01,16.74794521,24.99452055,29.22739726
0,1.3,0.01,10.66575342,20.2109589,23.73150685
0,1.3,0.01,16.66575342,26.36438356,30.89041096
0,1.3,0.01,15.48493151,24.08767123,27.37260274
0,1.3,0.01,7.676712329,15.52876712,18.7890411
0,1.3,0.01,12.69315068,21.10410959,24.76986301
0,1.3,0.01,7.8,16.2109589,19.6109589
0,1.3,0.01,14.9890411,23.13150685,26.72328767
0,1.3,0.01,13.42191781,21.63835616,25.6630137
0,1.3,0.01,9.734246575,19.33424658,23.17808219
0,1.3,0.01,13.54246575,23.40547945,27.00547945
0,1.3,0.01,9.126027397,22.03835616,25.62191781
0,1.3,0.01,19.08493151,26.83835616,30.85753425
0,1.3,0.01,7.95890411,16.49315068,19.93424658
0,1.3,0.01,10.79726027,19.1369863,23.04383562
0,1.3,0.01,17.95890411,24.69041096,29.09315068
0,1.3,0.01,8.802739726,16.72054795,20.58356164
0,1.3,0.01,11.48219178,20.47671233,24.43013699
0,1.3,0.01,10.2109589,19.03013699,22.67123288
0,1.3,0.01,21.30136986,31.10136986,35.2630137
0,1.3,0.01,5.501369863,12.67671233,15.94794521
0,1.3,0.01,10.89041096,20.89315068,24.9260274
0,1.3,0.01,9.41369863,15.80821918,19.62465753
0,1.3,0.01,4.57260274,13.30410959,16.77534247
0,1.3,0.01,14.22191781,21.42191781,25.16164384
0,1.3,0.01,20.19726027,27.57260274,32.07945205
0,1.3,0.01,22.5890411,30.24657534,34.59178082
0,1.3,0.01,17.70684932,29.83835616,33.32876712
0,1.3,0.01,11.9369863,19.3369863,22.75342466
0,1.3,0.01,19.97534247,30.80547945,34.57260274
0,1.3,0.01,5.446575342,11.5369863,15.11506849
0,1.3,0.01,10.58082192,17.70410959,21.50684932
0,1.3,0.01,6.989041096,15.7890411,20.06849315
0,1.3,0.01,11.89041096,24.40273973,28.71506849
0,1.3,0.01,9.024657534,22.60273973,26.66027397
0,1.3,0.01,6.380821918,14.64383562,18.95068493
0,1.3,0.01,12.46575342,21.28767123,25.49863014
0,1.3,0.01,6.136986301,15.54794521,18.86027397
0,1.3,0.01,13.43287671,22.10684932,26.24383562
0,1.3,0.01,17.24657534,24.48767123,27.76164384
0,1.3,0.01,13.75890411,22.37260274,25.78082192
0,1.3,0.01,6.254794521,12.69041096,16.4
0,1.3,0.01,15.38630137,21.25205479,25.10958904
0,1.3,0.01,15.72876712,27.21917808,30.5260274
0,1.3,0.01,14.7260274,22.36438356,27.14794521
0,1.3,0.01,8.95890411,16.36986301,20.41917808
0,1.3,0.01,12.43287671,19.38630137,23.60547945
0,1.3,0.01,7.882191781,17.82739726,21.92876712
0,1.3,0.1,6.030136986,13.50958904,17.22191781
0,1.3,0.1,7.926027397,14.43561644,18.56712329
0,1.3,0.1,6.78630137,15.55068493,19.26027397
0,1.3,0.1,4.345205479,14.07945205,17.62465753
0,1.3,0.1,6.838356164,13.64657534,17.28219178
0,1.3,0.1,6.101369863,14.75068493,18.36438356
0,1.3,0.1,4.575342466,11.71506849,15.50958904
0,1.3,0.1,6.139726027,12.8109589,16.46027397
0,1.3,0.1,10.63013699,18.29315068,22.40821918
0,1.3,0.1,5.605479452,12.29315068,17.30136986
0,1.3,0.1,3.419178082,10.02739726,13.88219178
0,1.3,0.1,7.068493151,14.52876712,18.88219178
0,1.3,0.1,3.282191781,13.01643836,17.46027397
0,1.3,0.1,7.030136986,16.03287671,19.67945205
0,1.3,0.1,5.504109589,13.2109589,17.33424658
0,1.3,0.1,5.336986301,13.96164384,17.43835616
0,1.3,0.1,5.564383562,11.89041096,16.28767123
0,1.3,0.1,8.471232877,17.49863014,21.08219178
0,1.3,0.1,4.706849315,12.43835616,16.56986301
0,1.3,0.1,7.660273973,14.35342466,18.20273973
0,1.3,0.1,7.164383562,15.43835616,18.95068493
0,1.3,0.1,5.04109589,12.89589041,16.26575342
0,1.3,0.1,4.928767123,12.85753425,16.58082192
0,1.3,0.1,6.378082192,12.49041096,17.16164384
0,1.3,0.1,9.167123288,18.30684932,23.05479452
0,1.3,0.1,5.205479452,11.58082192,15.61643836
0,1.3,0.1,6.208219178,13.17534247,16.95616438
0,1.3,0.1,6.665753425,15.64657534,19.44109589
0,1.3,0.1,6.750684932,14.68767123,19.4630137
0,1.3,0.1,7.402739726,17.29315068,21.79178082
0,1.3,0.1,3.364383562,10.61917808,15.16986301
0,1.3,0.1,5.495890411,14.32876712,18.0109589
0,1.3,0.1,4.610958904,12.94520548,17.00547945
0,1.3,0.1,7.257534247,17.47945205,21.2739726
0,1.3,0.1,5.915068493,15.1260274,19.47123288
0,1.3,0.1,5.643835616,13.28219178,17.86027397
0,1.3,0.1,6.397260274,14.33972603,18.34246575
0,1.3,0.1,5.835616438,14.09041096,17.61643836
0,1.3,0.1,6.449315068,14.9369863,19.30136986
0,1.3,0.1,6.060273973,13.16438356,17.07123288
0,1.3,0.1,5.22739726,15.18630137,18.99726027
0,1.3,0.1,7.679452055,14.68493151,18.33972603
0,1.3,0.1,4.589041096,10.85753425,14.55890411
0,1.3,0.1,7.852054795,15.28767123,18.90136986
0,1.3,0.1,4.684931507,11.22465753,15.24383562
0,1.3,0.1,7.208219178,13.62191781,17.42465753
0,1.3,0.1,9.723287671,17.64657534,21.95890411
0,1.3,0.1,6.536986301,15.47671233,18.70684932
0,1.3,0.1,3.704109589,10.83287671,14.36712329
0,1.3,0.1,6.194520548,14.59726027,18.67945205
0,1.3,0.25,4.523287671,10.19726027,14.07123288
0,1.3,0.25,5.495890411,15.84931507,19.64931507
0,1.3,0.25,4.504109589,13.6109589,17.53424658
0,1.3,0.25,4.298630137,11.21369863,14.76986301
0,1.3,0.25,4.24109589,12.30958904,16.39178082
0,1.3,0.25,3.939726027,10.97534247,14.57534247
0,1.3,0.25,4.147945205,13.75616438,18.24657534
0,1.3,0.25,4.008219178,11.42739726,15.49315068
0,1.3,0.25,3.498630137,10.87123288,15.0739726
0,1.3,0.25,3.78630137,11.63287671,15.16986301
0,1.3,0.25,3.832876712,11.83561644,15.75616438
0,1.3,0.25,5.060273973,12.59726027,16.61643836
0,1.3,0.25,4.753424658,12.09589041,15.51780822
0,1.3,0.25,4.15890411,11.3890411,15.78356164
0,1.3,0.25,3.276712329,10.87123288,15.13972603
0,1.3,0.25,4.983561644,11.74246575,15.71506849
0,1.3,0.25,3.156164384,9.830136986,14.04383562
0,1.3,0.25,3.57260274,9.742465753,13.56164384
0,1.3,0.25,4.353424658,11.56986301,15.66575342
0,1.3,0.25,4.178082192,11.2630137,15.47123288
0,1.3,0.25,3.369863014,9.791780822,13.72054795
0,1.3,0.25,3.238356164,10.05753425,13.88219178
0,1.3,0.25,2.75890411,9.249315068,13.45205479
0,1.3,0.25,2.706849315,10.50136986,13.97534247
0,1.3,0.25,2.821917808,10.24383562,14.42739726
0,1.3,0.25,3.495890411,11.97808219,15.84657534
0,1.3,0.25,3.150684932,10.93972603,14.53972603
0,1.3,0.25,5.076712329,13.26849315,17.0109589
0,1.3,0.25,3.942465753,11.44657534,15.36712329
0,1.3,0.25,4.438356164,11.8109589,15.86575342
0,1.3,0.25,4.945205479,12.4,17.20547945
0,1.3,0.25,4.709589041,14.26575342,18.41643836
0,1.3,0.25,3.775342466,10.30958904,14.28219178
0,1.3,0.25,4.904109589,12.50136986,16.84931507
0,1.3,0.25,4.249315068,11.75616438,15.17808219
0,1.3,0.25,3.084931507,11.44657534,15.08767123
0,1.3,0.25,3.375342466,11.09589041,14.6739726
0,1.3,0.25,3.597260274,9.424657534,13.28767123
0,1.3,0.25,3.942465753,10.03013699,13.62739726
0,1.3,0.25,3.257534247,9.843835616,14.26849315
0,1.3,0.25,4.863013699,11.58630137,15.83013699
0,1.3,0.25,5.912328767,12.35068493,16.28767123
0,1.3,0.25,3.567123288,11.60821918,15.3369863
0,1.3,0.25,3.62739726,10.45205479,14.24931507
0,1.3,0.25,3.679452055,11.23561644,15.35068493
0,1.3,0.25,2.704109589,9.350684932,13.37808219
0,1.3,0.25,3.934246575,10.89041096,14.86027397
0,1.3,0.25,4.668493151,10.6,14.4630137
0,1.3,0.25,2.950684932,9.290410959,13.08219178
0,1.3,0.25,4.197260274,11.44931507,15.55890411
0,1.3,0.5,2.446575342,9.904109589,14.18630137
0,1.3,0.5,3.084931507,8.97260274,12.9369863
0,1.3,0.5,2.602739726,9.005479452,12.81643836
0,1.3,0.5,3.501369863,9.564383562,13.06849315
0,1.3,0.5,2.846575342,8.531506849,12.89589041
0,1.3,0.5,3.419178082,9.673972603,13.53972603
0,1.3,0.5,2.367123288,9.736986301,13.9260274
0,1.3,0.5,2.580821918,8.443835616,12.72876712
0,1.3,0.5,2.715068493,9.846575342,14.20547945
0,1.3,0.5,2.739726027,9.230136986,13.7369863
0,1.3,0.5,1.783561644,8.282191781,12.27671233
0,1.3,0.5,2.616438356,9.610958904,13.7260274
0,1.3,0.5,2.876712329,9.936986301,13.79726027
0,1.3,0.5,2.750684932,8.452054795,12.92876712
0,1.3,0.5,1.961643836,8.334246575,11.97808219
0,1.3,0.5,2.676712329,10.01917808,14.09863014
0,1.3,0.5,3.531506849,10.51232877,15.00273973
0,1.3,0.5,2.591780822,9.194520548,13.21643836
0,1.3,0.5,2.956164384,9.493150685,12.96438356
0,1.3,0.5,3.731506849,10.49863014,15.08493151
0,1.3,0.5,2.561643836,8.526027397,13.01643836
0,1.3,0.5,2.81369863,8.156164384,11.76164384
0,1.3,0.5,2.093150685,9.646575342,14.05479452
0,1.3,0.5,2.939726027,11.66575342,15.36438356
0,1.3,0.5,1.884931507,8.052054795,12.01917808
0,1.3,0.5,3.306849315,9.728767123,13.98630137
0,1.3,0.5,2.454794521,7.331506849,11.46575342
0,1.3,0.5,2.761643836,9.054794521,13.62739726
0,1.3,0.5,2.052054795,8.753424658,13.05753425
0,1.3,0.5,2.471232877,9.739726027,13.95616438
0,1.3,0.5,2.77260274,8.580821918,13.18082192
0,1.3,0.5,2.693150685,10.36164384,14.63013699
0,1.3,0.5,2.328767123,10.10684932,15.54246575
0,1.3,0.5,2.945205479,10.63561644,14.15342466
0,1.3,0.5,2.010958904,7.2,11.36986301
0,1.3,0.5,2.78630137,9.252054795,13.44383562
0,1.3,0.5,3.04109589,9.717808219,13.77260274
0,1.3,0.5,3.435616438,10.2630137,14.56712329
0,1.3,0.5,3.542465753,10.37808219,14.73150685
0,1.3,0.5,3.35890411,11.75616438,15.69315068
0,1.3,0.5,4.405479452,11.16986301,14.50136986
0,1.3,0.5,2.287671233,8.380821918,12.97534247
0,1.3,0.5,2.131506849,9.624657534,14.20821918
0,1.3,0.5,2.37260274,10.37534247,14.47671233
0,1.3,0.5,2.515068493,9.534246575,13.62465753
0,1.3,0.5,3.287671233,9.926027397,13.35342466
0,1.3,0.5,3.145205479,10.87123288,14.95890411
0,1.3,0.5,3.668493151,10.23835616,13.74520548
0,1.3,0.5,1.950684932,8.523287671,12.31780822
0,1.3,0.5,2.531506849,10.41643836,14.6739726
1,0.7,0,11.92876712,19.18082192,21.55068493
1,0.7,0,15.06849315,20.76712329,23.39178082
1,0.7,0,13.74520548,20.83561644,23.37534247
1,0.7,0,16.97534247,23.27123288,25.39452055
1,0.7,0,45,45,45
1,0.7,0,10.74794521,15.04109589,17.05479452
1,0.7,0,22.43013699,28.31780822,30.86027397
1,0.7,0,3.616438356,8.983561644,11.47671233
1,0.7,0,9.345205479,14.55068493,17.03287671
1,0.7,0,9.745205479,15.35890411,17.60821918
1,0.7,0,16.08219178,22.94794521,25.44657534
1,0.7,0,8.753424658,14.65205479,16.98082192
1,0.7,0,18.53972603,23.25205479,25.57534247
1,0.7,0,15.63287671,21.44931507,23.78082192
1,0.7,0,7.123287671,11.42739726,13.87671233
1,0.7,0,13.94246575,19.14246575,21.20821918
1,0.7,0,9.304109589,13.96438356,16.66027397
1,0.7,0,11.3369863,17.90958904,19.93150685
1,0.7,0,33.63287671,38.55616438,45
1,0.7,0,15.30958904,20.3260274,22.8739726
1,0.7,0,7.243835616,12.44383562,14.98630137
1,0.7,0,23.42191781,29.27671233,31.50410959
1,0.7,0,11.17534247,15.83561644,18.47945205
1,0.7,0,10.20273973,14.72328767,16.90958904
1,0.7,0,11.46575342,16.46575342,18.65205479
1,0.7,0,17.4630137,27.5890411,29.90958904
1,0.7,0,10.28493151,17.77534247,20.42739726
1,0.7,0,17.96164384,24.64109589,26.83835616
1,0.7,0,17.24383562,27.51506849,30.18630137
1,0.7,0,10.25479452,14.91232877,17.32328767
1,0.7,0,7.684931507,14.07123288,16.94794521
1,0.7,0,9.534246575,15.00547945,17.77808219
1,0.7,0,18.10684932,23.82739726,26.0630137
1,0.7,0,20.15068493,26.21917808,28.52876712
1,0.7,0,14.22465753,21.12054795,23.34520548
1,0.7,0,15.02739726,21.74246575,23.89041096
1,0.7,0,12.89863014,20.12876712,22.59452055
1,0.7,0,22.24657534,38.39178082,45
1,0.7,0,13.35068493,19.87671233,22.61369863
1,0.7,0,17.00273973,21.40547945,24.06849315
1,0.7,0,2.761643836,7.693150685,10.09315068
1,0.7,0,21.12876712,33.46575342,35.62465753
