FIRST_LINE,DRUG_EFF_MULTIPLY_FACTOR,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y
0,0.85,0.25,3.049315068,7.736986301,11.10136986
0,0.85,0.25,2.682191781,8.065753425,11
0,0.85,0.25,2.953424658,8.002739726,11.42739726
0,0.85,0.25,2.410958904,8.62739726,12.02739726
0,0.85,0.25,2.715068493,7.076712329,10.4
0,0.85,0.25,3.419178082,8.523287671,11.65479452
0,0.85,0.25,2.643835616,8.443835616,10.96438356
0,0.85,0.25,2.246575342,8.764383562,12.15068493
0,0.85,0.25,2.495890411,8.309589041,11.71506849
0,0.85,0.25,2.317808219,7.394520548,10.25479452
0,0.85,0.25,2.369863014,8.646575342,11.69863014
0,0.85,0.25,2.221917808,8.545205479,11.56164384
0,0.85,0.25,2.528767123,7.84109589,11.09315068
0,0.85,0.25,2.523287671,8.361643836,11.55616438
0,0.85,0.25,2.745205479,9.279452055,13.37534247
0,0.85,0.25,2.693150685,8.838356164,12.24657534
0,0.85,0.25,2.991780822,7.939726027,11.51506849
0,0.85,0.25,3.942465753,9.594520548,12.8109589
0,0.85,0.25,2.449315068,7.82739726,10.71506849
0,0.85,0.25,2.75890411,7.542465753,10.50136986
0,0.85,0.25,2.260273973,7.783561644,11.03561644
0,0.85,0.25,2.230136986,8.301369863,11.75890411
0,0.85,0.25,2.482191781,7.865753425,10.91780822
0,0.85,0.25,3.432876712,9.260273973,12.33424658
0,0.85,0.25,3.509589041,9.353424658,12.56438356
0,0.85,0.25,2.62739726,8.449315068,11.65479452
0,0.85,0.25,3.312328767,8.309589041,11.17808219
0,0.85,0.25,2.493150685,7.780821918,11.2109589
0,0.85,0.25,3.550684932,9.545205479,12.81643836
0,0.85,0.25,3.043835616,9.106849315,12.2
0,0.85,0.5,1.715068493,6.649315068,9.769863014
0,0.85,0.5,2.030136986,6.915068493,9.997260274
0,0.85,0.5,1.635616438,6.216438356,9.928767123
0,0.85,0.5,2.912328767,7.906849315,11.04931507
0,0.85,0.5,1.983561644,6.98630137,9.775342466
0,0.85,0.5,2.484931507,8.202739726,11.65205479
0,0.85,0.5,1.452054795,6.865753425,10.38082192
0,0.85,0.5,2.101369863,8.057534247,11.20273973
0,0.85,0.5,1.789041096,7.361643836,10.74520548
0,0.85,0.5,1.723287671,6.745205479,9.805479452
0,0.85,0.5,1.950684932,7.035616438,9.997260274
0,0.85,0.5,2.550684932,8.536986301,11.76438356
0,0.85,0.5,1.523287671,6.728767123,10.15890411
0,0.85,0.5,1.443835616,6.263013699,10.03835616
0,0.85,0.5,1.605479452,6.246575342,9.44109589
0,0.85,0.5,1.605479452,6.293150685,9.284931507
0,0.85,0.5,2.156164384,7.591780822,11.69315068
0,0.85,0.5,2.347945205,7.635616438,10.59178082
0,0.85,0.5,1.364383562,6.679452055,10.13424658
0,0.85,0.5,1.969863014,6.789041096,9.778082192
0,0.85,0.5,1.835616438,6.621917808,10.21369863
0,0.85,0.5,1.660273973,6.961643836,10.2
0,0.85,0.5,2.230136986,6.715068493,9.608219178
0,0.85,0.5,1.635616438,6.002739726,8.942465753
0,0.85,0.5,2.046575342,7.756164384,10.62465753
0,0.85,0.5,1.983561644,6.723287671,10.21369863
0,0.85,0.5,1.934246575,6.224657534,9.216438356
0,0.85,0.5,1.756164384,6.498630137,10.15616438
0,0.85,0.5,1.726027397,6.997260274,10.78356164
0,0.85,0.5,1.887671233,6.739726027,10.39452055
0,0.85,0.5,2.320547945,7.830136986,11.29589041
0,0.85,0.5,1.621917808,7.41369863,10.63835616
0,0.85,0.5,1.997260274,7.805479452,11.54520548
0,0.85,0.5,1.706849315,6.838356164,10.49863014
0,0.85,0.5,1.898630137,7.287671233,10.64109589
0,0.85,0.5,2.115068493,6.602739726,9.783561644
0,0.85,0.5,2.057534247,8.15890411,11.27671233
0,0.85,0.5,1.764383562,7.671232877,10.96986301
0,0.85,0.5,2.019178082,7.624657534,10.72328767
0,0.85,0.5,2.282191781,7.282191781,10.76438356
0,0.85,0.5,1.646575342,6.517808219,10.73424658
0,0.85,0.5,1.463013699,7.260273973,10.95342466
0,0.85,0.5,1.78630137,7.24109589,11.14246575
0,0.85,0.5,1.589041096,7.035616438,9.997260274
0,0.85,0.5,1.657534247,6.920547945,10.40547945
0,0.85,0.5,1.775342466,7.290410959,10.66575342
0,0.85,0.5,1.687671233,6.183561644,9.356164384
0,0.85,0.5,1.802739726,5.906849315,9.002739726
0,0.85,0.5,1.591780822,6.895890411,10.2109589
0,0.85,0.5,1.671232877,7.208219178,10.10684932
0,0.9,0,16.68219178,22.30958904,25.27945205
0,0.9,0,9.550684932,16.76712329,20.27945205
0,0.9,0,12.19452055,21.09315068,24.18630137
0,0.9,0,8.347945205,15.18630137,18.31506849
0,0.9,0,8.989041096,15.8739726,18.75890411
0,0.9,0,9.742465753,15.72876712,18.77534247
0,0.9,0,7.361643836,16.18356164,18.9369863
0,0.9,0,8.2,24.21643836,27.5369863
0,0.9,0,8.635616438,13.65753425,16.70958904
0,0.9,0,8.010958904,13.76986301,16.61643836
0,0.9,0,6.095890411,17.42465753,20.56712329
0,0.9,0,16.6739726,22.8630137,26.39726027
0,0.9,0,10.53150685,19.26849315,22.64109589
0,0.9,0,7.01369863,15.21643836,17.74520548
0,0.9,0,12.28767123,18.01917808,21.17260274
0,0.9,0,9.063013699,15.85753425,19.09315068
0,0.9,0,11.02191781,16.33972603,19.03013699
0,0.9,0,10.22739726,16.48493151,19.51232877
0,0.9,0,15.73150685,23.59178082,26.76986301
0,0.9,0,9.016438356,16.93972603,20.39452055
0,0.9,0,10.56438356,17.59178082,20.43561644
0,0.9,0,10.48219178,18.30410959,22.10958904
0,0.9,0,8.424657534,14.8630137,17.92876712
0,0.9,0,5.509589041,10.21917808,13.62465753
0,0.9,0,9.476712329,16.27671233,19.11232877
0,0.9,0,13.11232877,18.69315068,21.54246575
0,0.9,0,5.232876712,14.43835616,17.47123288
0,0.9,0,10.86027397,16.93972603,19.80547945
0,0.9,0,9.128767123,15.29863014,18.47945205
0,0.9,0,6.942465753,17.34520548,20.86575342
0,0.9,0,10.43287671,16.52876712,19.62739726
0,0.9,0,10.54246575,21.79452055,25.14520548
0,0.9,0,9.736986301,16.95342466,20.08493151
0,0.9,0,6.265753425,13.97260274,16.77534247
0,0.9,0,9.934246575,16.96164384,20.47123288
0,0.9,0,10.09315068,18.30684932,21.37260274
0,0.9,0,11.01643836,23.21643836,26.30684932
0,0.9,0,7.331506849,14.37260274,17.26849315
0,0.9,0,8.706849315,15.47945205,18.56438356
0,0.9,0,6.17260274,11.03287671,14.77260274
0,0.9,0,6.446575342,14.86575342,17.76164384
0,0.9,0,11.49589041,18.80273973,21.87671233
0,0.9,0,7.419178082,15.38630137,18.09315068
0,0.9,0,9.602739726,19.22465753,22.1890411
0,0.9,0,11.03287671,20.70410959,23.86849315
0,0.9,0,16.19452055,23.04109589,26.37534247
0,0.9,0,24.62739726,31.31506849,34.27671233
0,0.9,0,11.68219178,19.29041096,22.49315068
0,0.9,0,9.205479452,17.84109589,20.54520548
0,0.9,0,17.59178082,22.39178082,25.33972603
0,0.9,0.01,7.706849315,13.06575342,16.04383562
0,0.9,0.01,11.97808219,17.46575342,20.0739726
0,0.9,0.01,4.764383562,10.64109589,13.67945205
0,0.9,0.01,11.03561644,17.58630137,20.17808219
0,0.9,0.01,9.526027397,22.19178082,25.42739726
0,0.9,0.01,7.230136986,13.02739726,16.70410959
0,0.9,0.01,7.97260274,13.52328767,16.41369863
0,0.9,0.01,12.79178082,18.93150685,21.84109589
0,0.9,0.01,5.369863014,12.85479452,15.96712329
0,0.9,0.01,10.04657534,17.89041096,21.52328767
0,0.9,0.01,8.564383562,14.47945205,18.21917808
0,0.9,0.01,6.326027397,12.80821918,15.67671233
0,0.9,0.01,9.671232877,18.29041096,21.24931507
0,0.9,0.01,5.219178082,11.39726027,14.8109589
0,0.9,0.01,7.802739726,16.40821918,20.23287671
0,0.9,0.01,7.136986301,16.07123288,18.94794521
0,0.9,0.01,9.947945205,16.86575342,20.04109589
0,0.9,0.01,10.04383562,17.57534247,21.1260274
0,0.9,0.01,7.164383562,15.04109589,18.41643836
0,0.9,0.01,6.063013699,11.55068493,14.61917808
0,0.9,0.01,8.926027397,16.56986301,19.67123288
0,0.9,0.01,7.202739726,12.48767123,14.92328767
0,0.9,0.01,7.438356164,13.55890411,16.54794521
0,0.9,0.01,5.909589041,10.6739726,13.70684932
0,0.9,0.01,11.81369863,22.31232877,25.91232877
0,0.9,0.01,8.690410959,15.24931507,18.65753425
0,0.9,0.01,7.802739726,13.49863014,16.43835616
0,0.9,0.01,7.810958904,16.20821918,19.73150685
0,0.9,0.01,5.408219178,11.74246575,15.02465753
0,0.9,0.01,15.40821918,21.65753425,24.85753425
0,0.9,0.01,9.02739726,14.0630137,17.18082192
0,0.9,0.01,12.08493151,20.92328767,24.27945205
0,0.9,0.01,7.8,15.40821918,18.8739726
0,0.9,0.01,5.778082192,12.41917808,15.27945205
0,0.9,0.01,6.268493151,14.56164384,17.93972603
0,0.9,0.01,8.865753425,14.24657534,17.33972603
0,0.9,0.01,6.947945205,15.19726027,17.91506849
0,0.9,0.01,7.101369863,13.60821918,16.69315068
0,0.9,0.01,8.002739726,14.3369863,17
0,0.9,0.01,9.901369863,16.30410959,19.18630137
0,0.9,0.01,12.12054795,19.48219178,22.58356164
0,0.9,0.01,10.70684932,18.50410959,21.65205479
0,0.9,0.01,14.75616438,22.02191781,24.97808219
0,0.9,0.01,6.104109589,14.09863014,17.17534247
0,0.9,0.01,8.810958904,15.77534247,19.0109589
0,0.9,0.01,11.28767123,17.59452055,20.58356164
0,0.9,0.01,7.843835616,15.49863014,18.59178082
0,0.9,0.01,9.126027397,16.44383562,19.67123288
0,0.9,0.01,6.002739726,12.82739726,15.55068493
0,0.9,0.01,6.509589041,11.75616438,14.9890411
0,0.9,0.1,4.742465753,11.32876712,14.53972603
0,0.9,0.1,4.019178082,9.769863014,12.99178082
0,0.9,0.1,3.808219178,9.084931507,12.07123288
0,0.9,0.1,2.917808219,9.315068493,13.03287671
0,0.9,0.1,2.712328767,8.580821918,11.94246575
0,0.9,0.1,3.076712329,8.956164384,12.19178082
0,0.9,0.1,4.704109589,9.904109589,12.57808219
0,0.9,0.1,2.109589041,10.50684932,13.23013699
0,0.9,0.1,4.61369863,11.31506849,14.68767123
0,0.9,0.1,3.58630137,9.191780822,12.26849315
0,0.9,0.1,4.701369863,10.42465753,13.49589041
0,0.9,0.1,3.673972603,10.21369863,12.74246575
0,0.9,0.1,2.317808219,8.487671233,11.52054795
0,0.9,0.1,3.561643836,9.638356164,13.09589041
0,0.9,0.1,4.169863014,9.315068493,12.4630137
0,0.9,0.1,2.778082192,8.860273973,12.39178082
0,0.9,0.1,3.704109589,9.276712329,12.40547945
0,0.9,0.1,3.44109589,9.961643836,12.59726027
0,0.9,0.1,5.81369863,10.55068493,13.44931507
0,0.9,0.1,3.923287671,10.10136986,13.2109589
0,0.9,0.1,3.487671233,8.854794521,11.90410959
0,0.9,0.1,5.304109589,12.48767123,16.4109589
0,0.9,0.1,4.775342466,10.03287671,12.83013699
0,0.9,0.1,4.736986301,10.75616438,14.24109589
0,0.9,0.1,3.723287671,9.454794521,12.25205479
0,0.9,0.1,5.479452055,13.09041096,16.64383562
0,0.9,0.1,4.920547945,11.85753425,15.1369863
0,0.9,0.1,5.087671233,9.964383562,13.35342466
0,0.9,0.1,2.539726027,9,11.92328767
0,0.9,0.1,5.178082192,11.97534247,14.62465753
0,0.9,0.1,5.265753425,10.3260274,13.18356164
0,0.9,0.1,3.326027397,11.94520548,14.55616438
0,0.9,0.1,4.739726027,10.92876712,13.99452055
0,0.9,0.1,4.331506849,10.6630137,13.60821918
0,0.9,0.1,3.293150685,8.62739726,11.69589041
0,0.9,0.1,4.504109589,9.539726027,12.25753425
0,0.9,0.1,4.353424658,8.969863014,12.3369863
0,0.9,0.1,5.726027397,10.99726027,13.97260274
0,0.9,0.1,3.38630137,8.673972603,12.23561644
0,0.9,0.1,4.95890411,11.15342466,14.07123288
0,0.9,0.1,6.523287671,12.11232877,15.0739726
0,0.9,0.1,3.843835616,8.923287671,12.28219178
0,0.9,0.1,6.654794521,11.37260274,14.98630137
0,0.9,0.1,5.260273973,11.1369863,14.28219178
0,0.9,0.1,3.512328767,8.756164384,12.22739726
0,0.9,0.1,4.583561644,10.03561644,12.79178082
0,0.9,0.1,4.693150685,10.4739726,13.57534247
0,0.9,0.1,3.739726027,10.06849315,13.45205479
0,0.9,0.1,3.178082192,10,13.0739726
0,0.9,0.1,6.191780822,12.19452055,15.31232877
0,0.9,0.25,2.397260274,9.101369863,12.49863014
0,0.9,0.25,2.531506849,7.660273973,10.98356164
0,0.9,0.25,3.975342466,9.810958904,12.82191781
0,0.9,0.25,2.495890411,8.117808219,11.5369863
0,0.9,0.25,3.306849315,9.665753425,13.04109589
0,0.9,0.25,2.350684932,8.454794521,11.36986301
0,0.9,0.25,3.835616438,9.591780822,12.45753425
0,0.9,0.25,2.430136986,8.55890411,12.56438356
0,0.9,0.25,3.112328767,8.912328767,11.94794521
0,0.9,0.25,1.917808219,7.367123288,10.09589041
0,0.9,0.25,3.389041096,9.221917808,11.87123288
0,0.9,0.25,2.2,11.47123288,14.43287671
0,0.9,0.25,2.183561644,8.77260274,12.10684932
0,0.9,0.25,2.22739726,8.073972603,11.24931507
0,0.9,0.25,3.035616438,8.882191781,11.76438356
0,0.9,0.25,2.923287671,9.657534247,12.52876712
0,0.9,0.25,3.134246575,8.087671233,11.3260274
0,0.9,0.25,3.523287671,9.394520548,12.91506849
0,0.9,0.25,2.410958904,8.561643836,12.05753425
0,0.9,0.25,2.378082192,7.690410959,10.66575342
0,0.9,0.25,2.468493151,7.671232877,11.11506849
0,0.9,0.25,2.649315068,8.219178082,11.07671233
0,0.9,0.25,3.42739726,8.106849315,11.7260274
0,0.9,0.25,2.98630137,10.35890411,13.7890411
0,0.9,0.25,2.624657534,8.906849315,12.00273973
0,0.9,0.25,3.728767123,9.665753425,13.16438356
0,0.9,0.25,2.454794521,7.967123288,10.84657534
0,0.9,0.25,2.621917808,8.432876712,12.03287671
0,0.9,0.25,2.865753425,8.726027397,11.93424658
0,0.9,0.25,3.095890411,9.597260274,12.84109589
0,0.9,0.25,2.597260274,7.564383562,11.20273973
0,0.9,0.25,3.246575342,9.306849315,13.22465753
0,0.9,0.25,2.389041096,8.35890411,11.73972603
0,0.9,0.25,2.805479452,8.852054795,12.05479452
0,0.9,0.25,2.38630137,8.665753425,12.01369863
0,0.9,0.25,3.147945205,7.37260274,10.50136986
0,0.9,0.25,3.263013699,8.224657534,11.83287671
0,0.9,0.25,2.254794521,9.476712329,12.72328767
0,0.9,0.25,3.073972603,9.24109589,13.15616438
0,0.9,0.25,2.224657534,8.175342466,11.74246575
0,0.9,0.25,2.873972603,7.84109589,10.9890411
0,0.9,0.25,2.539726027,9.487671233,12.56712329
0,0.9,0.25,2.561643836,8.063013699,11.83835616
0,0.9,0.25,4.115068493,8.668493151,11.70958904
0,0.9,0.25,3.454794521,9.306849315,12.68219178
0,0.9,0.25,2.161643836,8.167123288,11.24109589
0,0.9,0.25,2.498630137,8.216438356,11.53424658
0,0.9,0.25,2.865753425,8.747945205,11.92054795
0,0.9,0.25,3.178082192,7.838356164,11.43561644
0,0.9,0.25,2.446575342,8.312328767,11.30958904
0,0.9,0.5,3.021917808,8.468493151,12.4
0,0.9,0.5,1.728767123,6.797260274,9.706849315
0,0.9,0.5,1.797260274,6.687671233,9.624657534
0,0.9,0.5,1.528767123,6.252054795,10.16712329
0,0.9,0.5,2.75890411,6.77260274,10.02739726
0,0.9,0.5,1.709589041,6.761643836,10.44657534
0,0.9,0.5,2.145205479,7.701369863,10.90410959
0,0.9,0.5,1.490410959,8.079452055,11.03835616
0,0.9,0.5,1.838356164,6.635616438,9.873972603
0,0.9,0.5,2.21369863,6.915068493,9.98630137
0,0.9,0.5,1.824657534,7.605479452,10.37808219
0,0.9,0.5,1.928767123,7.030136986,10.31506849
0,0.9,0.5,2.164383562,7.767123288,11.26575342
0,0.9,0.5,1.610958904,6.778082192,10.30410959
0,0.9,0.5,2.191780822,8.416438356,11.91506849
0,0.9,0.5,2.367123288,8.161643836,11.17534247
0,0.9,0.5,2.438356164,7.479452055,10.49863014
0,0.9,0.5,2.076712329,7.41369863,10.64931507
0,0.9,0.5,2.750684932,9.008219178,12.53150685
0,0.9,0.5,1.939726027,7.610958904,10.95616438
0,0.9,0.5,2.052054795,7.808219178,10.83287671
0,0.9,0.5,2.208219178,7.334246575,10.84109589
0,0.9,0.5,2.221917808,7.178082192,10.66575342
0,0.9,0.5,2.271232877,7.389041096,10.64931507
0,0.9,0.5,2.526027397,8.476712329,12.25205479
0,0.9,0.5,2.257534247,7.452054795,10.94794521
0,0.9,0.5,2.18630137,7.55890411,10.81643836
0,0.9,0.5,2.471232877,7.397260274,10.53424658
0,0.9,0.5,1.783561644,6.282191781,9.304109589
0,0.9,0.5,2.243835616,7.208219178,10.73150685
0,0.9,0.5,2.156164384,7.835616438,10.56712329
0,0.9,0.5,1.742465753,7.8,11.32328767
0,0.9,0.5,2.410958904,7.852054795,11.53424658
0,0.9,0.5,2.038356164,8.115068493,11.24931507
0,0.9,0.5,1.578082192,8.087671233,11.96438356
0,0.9,0.5,1.81369863,8.301369863,12.10410959
0,0.9,0.5,1.715068493,6.347945205,9.865753425
0,0.9,0.5,1.397260274,6.073972603,9.531506849
0,0.9,0.5,1.62739726,6.632876712,10.51780822
0,0.9,0.5,1.832876712,8.315068493,11.97534247
0,0.9,0.5,2.224657534,7.252054795,10.08219178
0,0.9,0.5,1.742465753,7.22739726,10.60821918
0,0.9,0.5,2.276712329,7.887671233,11.36712329
0,0.9,0.5,2.002739726,7.312328767,10.97808219
0,0.9,0.5,2.569863014,8.101369863,11.72054795
