FIRST_LINE,CLINICAL_MULTIPLY_FACTOR,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y
0,1.1,0.5,1.454794521,5.717808219,8.728767123
0,1.1,0.5,2.282191781,7.580821918,10.58630137
0,1.1,0.5,1.783561644,6.328767123,9.087671233
0,1.1,0.5,1.717808219,6.58630137,9.224657534
0,1.1,0.5,2.378082192,7.846575342,11.05479452
0,1.1,0.5,1.997260274,7.75890411,11.09041096
0,1.1,0.5,2.065753425,7.216438356,10.68219178
0,1.1,0.5,2.471232877,7.665753425,11
0,1.1,0.5,1.380821918,6.282191781,9.243835616
0,1.1,0.5,2.298630137,7.449315068,10.4739726
0,1.1,0.5,2.202739726,6.846575342,9.747945205
0,1.1,0.5,1.890410959,6.879452055,10.01917808
0,1.1,0.5,2.276712329,7.191780822,9.747945205
0,1.1,0.5,1.509589041,6.284931507,9.342465753
0,1.1,0.5,1.701369863,6.64109589,9.306849315
0,1.1,0.5,2.501369863,7.317808219,10.24657534
0,1.1,0.5,2.065753425,7.460273973,10.71506849
0,1.1,0.5,2.298630137,7.224657534,10.20547945
0,1.1,0.5,1.309589041,6.35890411,9.457534247
0,1.1,0.5,2.402739726,7.909589041,10.78630137
0,1.1,0.5,1.884931507,6.945205479,9.6
0,1.1,0.5,2.347945205,7.506849315,10.59452055
0,1.1,0.5,2.164383562,6.476712329,9.304109589
0,1.1,0.5,2.857534247,8.419178082,11.26027397
0,1.1,0.5,1.956164384,6.915068493,10.04931507
0,1.1,0.5,2.079452055,6.676712329,9.657534247
0,1.1,0.5,1.978082192,7.736986301,10.78356164
0,1.1,0.5,1.769863014,5.775342466,8.684931507
