"","PFPR","TREATMENT_COVERAGE","STARTING_PARTNER_DRUG_FREQ","rep","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_PARTNER_DRUG_RES_FREQ_TO_1p","TIME_PARTNER_DRUG_RES_FREQ_TO_5p","TIME_PARTNER_DRUG_RES_FREQ_TO_10p","TIME_PARTNER_DRUG_RES_FREQ_TO_20p","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5"
"2692",10,0.6,0.01,92,8.6027397260274,14.1917808219178,17.3150684931507,0.136986301369863,4.73972602739726,6.63013698630137,9.01369863013699,9.34246575342466,15.3424657534247,4.891775,31,32,46,43,39
"2693",10,0.6,0.01,93,3.17808219178082,11.3972602739726,15.013698630137,0.0547945205479436,4.82191780821918,7.04109589041096,9.58904109589041,9.0958904109589,14.8493150684931,4.9893,33,49,33,47,37
"2694",10,0.6,0.01,94,3.50684931506849,12.0547945205479,14.7671232876712,0.136986301369863,5.06849315068493,7.04109589041096,10.0821917808219,9.83561643835617,14.6027397260274,5.124425,32,46,32,40,46
"2695",10,0.6,0.01,95,3.67123287671233,14.1917808219178,17.4794520547945,0.0547945205479436,4.65753424657534,6.87671232876712,9.26027397260274,9.67123287671233,16,4.7892,38,39,41,43,33
"2696",10,0.6,0.01,96,4.82191780821918,13.6164383561644,16.1643835616438,0.219178082191782,5.3972602739726,7.94520547945206,10.4931506849315,10.5753424657534,15.5890410958904,4.8279,38,31,35,44,37
"2697",10,0.6,0.01,97,4.98630136986301,12.5479452054795,15.8356164383562,0.136986301369863,4.57534246575343,7.28767123287671,10.3287671232877,10.4931506849315,15.0958904109589,4.95805,40,42,30,50,36
"2698",10,0.6,0.01,98,9.91780821917808,17.8082191780822,20.8493150684931,0.0547945205479436,3.50684931506849,5.72602739726027,8.27397260273973,9.17808219178082,17.5616438356164,4.520425,43,43,39,37,34
"2699",10,0.6,0.01,99,7.78082191780822,17.972602739726,21.0958904109589,0.383561643835616,5.89041095890411,7.45205479452055,9.91780821917808,10.1643835616438,18.0547945205479,4.285425,34,31,35,46,37
"2700",10,0.6,0.01,100,5.23287671232877,11.972602739726,14.9315068493151,0.0547945205479436,4.32876712328767,6.63013698630137,9.01369863013699,8.68493150684931,14.6027397260274,5.153775,25,39,32,45,41
"2701",10,0.6,0.1,1,4.98630136986301,12.1369863013699,14.8493150684931,0.0547945205479436,0.0547945205479436,0.136986301369863,3.17808219178082,3.75342465753425,11.3150684931507,5.48475,34,38,35,47,39
