FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,4.25205479,10.5041096,14.6767123,12.0931507,28.4356164,304,308,292,346,343,22.5455,1485968
2,0,6.92054795,11.9232877,14.4246575,12.4246575,22.1780822,316,283,310,332,292,22.9868,1489388
2,0,2.58356164,6.83835616,10.5890411,7.41917808,25.1808219,323,304,283,332,319,22.6531,1487794
2,0,4.83835616,11.5890411,14.7589041,13.4246575,31.9369863,333,328,312,319,310,22.1467,1489222
2,0,10.7561644,20.0986301,23.5972603,20.5972603,34.2712329,286,296,342,331,338,21.9367,1503324
2,0,7.25205479,16.509589,19.5945205,17.4273973,29.6027397,296,317,316,291,309,22.3523,1489926
2,0,5.16712329,17.0986301,20.430137,18.0136986,30.1068493,300,312,303,301,357,22.1871,1482711
2,0,6.16712329,16.5945205,21.0164384,18.0136986,36.2739726,283,291,332,317,343,21.9856,1498020
2,0,7.83835616,16.0109589,18.9287671,16.7616438,30.4356164,274,282,330,320,316,22.1954,1486057
2,0,13.0109589,19.5945205,22.7643836,20.9315068,37.1123288,300,308,323,305,285,21.7944,1492162
2,0,11.4219178,18.0986301,21.6821918,19.260274,39.860274,308,290,295,325,329,21.8934,1488880
2,0,4.75342466,10.5041096,15.0958904,12.0931507,27.0191781,265,335,296,319,345,22.6018,1492944
2,0,14.7589041,23.2630137,26.4328767,24.4328767,37.0273973,307,300,287,323,272,21.7369,1484184
2,0,2.83561644,10.6739726,14.8438356,12.0931507,34.8575342,288,341,298,340,293,21.9799,1493097
2,0,6.33424658,15.2575342,19.0986301,16.4273973,35.7726027,336,314,313,307,328,21.9694,1507260
2,0,3.83561644,11.0931507,13.6767123,12.0082192,25.0191781,329,306,313,303,332,22.697,1497774
2,0,9.25479452,16.0958904,19.7616438,17.509589,32.1068493,289,286,299,313,326,22.1401,1492901
2,0,7.67123288,12.5917808,15.8438356,13.7589041,27.2657534,271,296,339,295,307,22.446,1496614
2,0,16.5945205,28.4356164,32.0219178,29.769863,45,308,289,277,307,331,21.2362,1497327
2,0,14.5917808,24.0164384,27.7671233,25.2657534,45,323,291,290,318,333,21.45,1490507
2,0.01,2.83561644,8.92328767,12.8438356,9.42191781,27.7671233,327,264,328,335,320,22.5734,1493143
2,0.01,6.83835616,14.1726027,17.260274,16.3424658,29.2684932,285,264,311,312,303,22.3317,1483962
2,0.01,10.9232877,17.260274,20.8493151,18.3424658,32.939726,267,315,303,342,327,22.0289,1497198
2,0.01,9.6739726,22.1780822,25.7671233,24.2657534,36.3561644,307,287,293,278,340,21.7662,1491400
2,0.01,12.5068493,21.430137,25.0191781,22.7643836,38.6082192,303,301,326,322,321,21.7712,1509858
2,0.01,5.58630137,15.9260274,18.5945205,17.1753425,32.1863014,289,337,294,320,315,22.2385,1516093
