FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,7.58630137,11.5890411,14.6767123,16.0109589,23.5123288,221,237,199,224,244,22.8116,1480929
2,0,12.339726,18.3424658,22.2630137,23.6821918,32.1863014,195,234,224,222,244,21.8476,1504427
2,0,8.42191781,15.5917808,18.5945205,19.9287671,26.9342466,214,234,216,236,253,22.3972,1498884
2,0,13.5917808,18.1753425,21.0164384,21.6821918,27.1808219,208,210,199,223,231,22.39,1495560
2,0,7.25205479,11.6739726,14.339726,14.8438356,21.1013699,211,195,209,223,236,23.1486,1490819
2,0,7.33424658,18.509589,20.9315068,22.1013699,28.3506849,211,230,219,243,247,22.2141,1505184
2,0,12.5068493,17.0136986,21.0164384,22.2630137,28.6876712,227,214,221,226,205,22.3458,1517014
2,0,5.50136986,12.9260274,15.5917808,16.6794521,23.1013699,222,222,249,233,229,22.9538,1507012
2,0,3.00273973,7.50136986,10.5041096,11.8410959,19.7616438,202,223,212,249,258,24.1019,1485624
2,0,5.58630137,10.5890411,13.5917808,15.1726027,21.6821918,236,202,194,250,241,22.9337,1486042
2,0,6.58630137,14.5917808,17.0986301,18.260274,25.3479452,224,205,209,216,241,22.6424,1491283
2,0,9.6739726,15.4246575,18.0986301,19.9287671,26.6,221,243,218,230,239,22.5755,1494363
2,0,6.75342466,12.7589041,16.1753425,17.1753425,23.0164384,206,199,234,217,256,24.0458,1498855
2,0,5.33424658,12.5068493,15.6767123,17.509589,27.0191781,211,220,251,227,210,22.4144,1490271
2,0,8.00547945,15.0109589,18.6794521,19.9287671,26.9342466,203,201,204,234,245,22.3801,1497273
2,0,6.50136986,13.0958904,16.1753425,18.0136986,27.1041096,197,218,230,212,235,22.3405,1481702
2,0,11.6739726,18.8465753,21.2630137,21.7643836,27.7671233,209,213,250,240,246,23.1215,1509937
2,0,2.83561644,9.3369863,12.4246575,13.5917808,18.0986301,238,218,238,241,248,25.3057,1489189
2,0,14.339726,20.2630137,23.5123288,24.8520548,31.9369863,221,234,217,228,228,21.9867,1517774
2,0,4.08767123,8.5890411,11.5890411,12.7589041,19.8465753,225,226,224,217,258,23.334,1489266
2,0.01,10.0931507,13.5068493,15.0958904,14.5068493,16.9287671,218,235,246,249,223,25.7253,1497128
2,0.01,4.41917808,12.0082192,14.7589041,15.9260274,25.0191781,230,219,201,200,230,22.54,1491786
2,0.01,4.41917808,8.6739726,11.4219178,12.8438356,21.9315068,208,221,224,228,237,23.6485,1494130
2,0.01,7.33424658,13.5917808,16.5945205,18.0986301,25.7671233,232,220,206,214,270,22.6804,1494230
2,0.01,15.1726027,17.7616438,19.3424658,18.6794521,20.6821918,186,175,207,199,206,24.9882,1496093
2,0.01,3.49863014,7.50136986,10.6739726,11.8410959,18.7616438,203,215,220,236,251,23.2359,1472536
2,0.01,11.4219178,18.509589,21.430137,22.7643836,27.9342466,186,209,224,218,237,23.223,1504700
2,0.01,4.92054795,8.6739726,10.2547945,9.84109589,11.9232877,204,203,215,232,280,26.4463,1474375
