FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,4.25205479,16.6794521,21.9315068,-12.9232877,36.860274,108,133,120,139,133,21.9581,1484434
2,0,19.4273973,45,45,45,45,137,132,152,138,119,20.5601,1515143
2,0,9.25479452,45,45,45,45,133,156,132,148,161,20.593,1522484
2,0,8.25479452,45,45,45,45,134,172,134,126,152,20.6107,1520749
2,0,45,45,45,45,45,137,156,157,147,147,20.525,1532275
2,0,26.1041096,45,45,45,45,146,140,132,146,172,20.5662,1521725
2,0,45,45,45,45,45,127,146,133,136,137,20.5945,1514193
2,0,45,45,45,45,45,130,125,150,126,143,20.5809,1522577
2,0,45,45,45,45,45,149,149,138,142,163,20.594,1538558
2,0,45,45,45,45,45,132,136,135,134,162,20.5558,1527405
2,0,45,45,45,45,45,115,115,153,127,149,20.5107,1527821
2,0,17.9287671,45,45,45,45,134,148,171,155,137,20.5992,1526186
2,0,24.7671233,45,45,45,45,136,142,151,152,165,20.8022,1531325
2,0,13.5068493,45,45,45,45,159,152,148,136,148,20.6017,1523690
2,0,34.939726,45,45,45,45,130,150,124,134,162,20.5409,1521082
2,0,21.7643836,45,45,45,45,119,136,147,170,150,20.6094,1530167
2,0,45,45,45,45,45,128,132,140,153,161,20.636,1524334
2,0,45,45,45,45,45,132,135,159,147,137,20.4989,1530223
2,0,45,45,45,45,45,157,141,150,144,144,20.5491,1533423
2,0,5.16712329,14.1726027,19.509589,-12.9232877,34.690411,126,119,123,125,134,22.1795,1492825
2,0.01,8.3369863,15.339726,19.4273973,-12.9232877,34.7726027,103,138,109,132,115,22.0548,1488094
2,0.01,7.00547945,13.9260274,18.7616438,-12.9232877,31.0219178,96,110,117,122,150,22.1846,1486629
2,0.01,9.09315068,15.8438356,21.1013699,-12.9232877,33.5205479,94,124,124,142,122,22.1714,1488419
2,0.01,13.339726,18.5945205,22.1780822,-12.9232877,37.6931507,114,124,119,141,127,22.0005,1479251
2,0.01,4.92054795,12.4246575,18.0986301,-12.9232877,33.939726,121,142,110,143,142,22.1247,1481471
2,0.01,19.4273973,45,45,45,45,137,132,152,138,119,20.5601,1515143
2,0.01,5.75342466,11.0082192,16.3424658,-12.9232877,32.3534247,110,96,123,113,143,22.1086,1480332
2,0.01,2.66849315,18.4273973,23.1013699,-12.9232877,38.6082192,118,109,109,124,134,22.0625,1498732
2,0.01,12.0931507,18.6794521,22.9315068,-12.9232877,36.1890411,115,134,136,132,141,21.9966,1485993
2,0.01,3.83561644,16.8465753,20.5123288,-12.9232877,33.0246575,107,137,120,122,133,22.002,1481472
2,0.01,3.66849315,12.7589041,19.4273973,-12.9232877,31.2684932,128,110,119,118,124,22.3579,1482092
2,0.01,3.75068493,11.8410959,17.260274,-12.9232877,30.4356164,105,117,127,148,130,22.2594,1490569
2,0.01,6.16712329,15.2575342,20.2630137,-12.9232877,34.3534247,129,110,125,107,128,22.2113,1483677
