FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,3.00273973,17.0136986,22.5972603,26.5150685,45,248,255,211,277,249,21.1669,1502295
2,0,11.0931507,25.4328767,30.769863,33.5205479,45,233,193,235,238,237,21.079,1513534
2,0,7.25205479,20.9315068,26.4328767,31.4356164,45,213,237,221,236,272,21.0722,1515011
2,0,4.58630137,22.430137,28.0191781,35.939726,45,194,216,217,242,251,21.02,1516844
2,0,14.2575342,23.1780822,27.2657534,31.4356164,45,237,263,244,255,242,21.0569,1506299
2,0,29.4356164,36.860274,45,45,45,259,245,236,250,248,20.8933,1516714
2,0,6.83835616,28.8547945,34.4383562,45,45,233,257,244,253,249,20.8707,1516464
2,0,14.5068493,21.2630137,24.9342466,27.6849315,45,204,247,275,263,240,21.2738,1485502
2,0,12.0931507,26.3479452,33.5205479,35.939726,45,249,229,256,251,242,20.9609,1501968
2,0,7.16712329,26.1041096,32.2712329,37.6082192,45,219,220,253,229,272,20.9039,1520401
2,0,13.339726,24.8520548,30.8547945,37.0273973,45,228,247,231,274,257,20.9647,1507204
2,0,11.6739726,20.9315068,26.5150685,32.690411,45,203,248,227,230,254,21.1035,1517486
2,0,26.6849315,45,45,45,45,243,251,234,281,258,20.7314,1519535
2,0,24.3479452,45,45,45,45,247,249,264,291,241,20.8073,1533858
2,0,16.3424658,30.5178082,34.3534247,38.4410959,45,221,227,215,227,258,20.9239,1514739
2,0,4.33424658,21.9315068,26.4328767,32.5205479,45,230,273,227,233,249,21.0489,1511336
2,0,19.1753425,34.5205479,38.9424658,45,45,233,231,227,252,250,20.8171,1501204
2,0,8.09041096,15.1726027,19.6794521,23.6821918,45,250,254,206,219,247,21.5367,1507985
2,0,10.0931507,24.1013699,29.0219178,32.7726027,45,205,243,268,250,234,21.069,1507539
2,0,8.16986301,24.4328767,28.8547945,32.7726027,45,233,222,262,276,254,21.0203,1520304
2,0.01,15.9260274,30.4356164,37.3561644,45,45,202,259,235,246,247,20.7719,1528741
2,0.01,13.6767123,27.9342466,32.5205479,36.860274,45,236,222,243,229,244,20.8075,1516036
2,0.01,23.7643836,33.109589,45,45,45,232,243,262,266,238,20.6535,1510447
2,0.01,8.25479452,16.0958904,21.5123288,26.4328767,45,219,240,232,266,255,21.2804,1495549
2,0.01,9.09315068,22.0164384,28.5178082,32.939726,45,214,240,241,267,297,21.1458,1520650
2,0.01,15.5068493,29.9369863,34.2712329,38.860274,45,226,256,247,254,237,20.8128,1511023
2,0.01,23.1780822,35.2712329,45,45,45,236,229,236,260,242,20.7455,1503192
2,0.01,21.430137,30.5178082,38.0273973,45,45,217,227,230,262,247,20.6474,1501520
2,0.01,11.0082192,29.3506849,34.6054795,39.1123288,45,222,237,277,232,282,20.9095,1529007
2,0.01,11.0082192,27.1041096,33.690411,38.6082192,45,247,244,251,258,255,21.0192,1519251
2,0.01,8.6739726,23.2630137,28.0191781,32.2712329,45,215,214,236,232,236,21.1477,1513861
2,0.01,7.41917808,26.5150685,32.3534247,36.0246575,45,239,236,263,259,258,20.9035,1518291
2,0.01,6.09041096,18.1753425,24.0164384,26.8520548,45,240,244,270,259,225,21.3496,1512346
2,0.01,8.92328767,18.9287671,26.8520548,31.1068493,45,218,238,264,246,287,21.0409,1515007
2,0.01,11.9232877,24.1013699,29.3506849,33.109589,45,234,230,261,236,239,21.0863,1517820
2,0.01,8.42191781,20.8493151,24.5150685,27.9342466,45,214,219,229,278,235,21.1836,1521977
2,0.01,7.83835616,13.4246575,19.0986301,27.4328767,45,217,255,245,240,266,21.274,1509592
2,0.01,5.50136986,13.4246575,18.9287671,23.7643836,45,240,227,234,249,263,21.4623,1500415
2,0.01,10.7561644,19.7616438,25.0191781,29.769863,45,235,230,246,250,253,21.2021,1512442
2,0.01,5.67123288,19.5945205,24.2657534,25.8520548,45,222,227,274,294,208,21.4692,1508740
2,0.1,3.66849315,10.5890411,15.0958904,16.5945205,28.6027397,246,261,239,215,260,22.3311,1504253
2,0.1,14.7589041,23.5972603,29.8547945,33.1863014,45,213,240,220,262,247,21.0638,1507608
2,0.1,16.9287671,27.0191781,31.6876712,33.2712329,45,247,233,272,249,263,21.0793,1496792
2,0.1,12.6767123,32.939726,37.3561644,39.6931507,45,236,267,235,261,244,20.8484,1514187
2,0.1,20.5123288,31.6876712,36.7753425,39.6082192,45,256,272,222,244,256,20.8166,1503969
2,0.1,5.41917808,13.2575342,17.3424658,20.1780822,35.1863014,211,227,224,253,254,21.7886,1493686
2,0.1,12.4246575,35.5205479,45,45,45,230,228,224,265,287,20.8259,1517176
2,0.1,9.16986301,17.3424658,21.1013699,21.9315068,34.109589,246,258,230,237,253,21.855,1488480
2,0.1,15.0958904,24.3479452,30.0219178,34.4383562,45,217,273,231,250,258,21.08,1513171
2,0.1,15.0958904,32.1068493,36.5232877,39.860274,45,225,242,227,243,243,20.946,1507827
2,0.1,15.0958904,24.1013699,27.9342466,30.9369863,45,210,237,217,232,233,21.1665,1507070
2,0.1,4.83835616,17.4273973,22.1013699,26.5150685,45,206,229,243,284,254,21.3998,1510531
2,0.1,16.9287671,27.0191781,32.2712329,35.4383562,45,231,222,265,223,269,20.9845,1513608
2,0.1,9.50410959,28.1835616,33.0246575,34.939726,45,230,246,220,228,220,20.898,1507902
2,0.1,3.49863014,12.8438356,17.7616438,21.2630137,45,241,221,223,262,263,21.5992,1499671
2,0.1,19.6794521,33.5205479,38.2739726,45,45,231,247,235,266,284,20.8162,1511582
2,0.1,13.339726,21.9315068,27.6,30.6027397,45,271,230,290,255,259,21.1485,1503154
2,0.1,13.9260274,27.1041096,32.0219178,33.5205479,45,242,243,252,237,231,21.0309,1508817
2,0.1,14.0958904,25.5150685,31.1068493,34.0246575,45,243,236,222,254,251,21.087,1510620
2,0.1,16.1753425,24.3479452,29.2684932,31.769863,45,232,263,219,214,280,21.1109,1493472
2,0.25,8.75616438,15.5917808,19.5945205,20.0986301,33.0246575,224,210,231,240,256,21.7761,1492341
2,0.25,10.4219178,19.4273973,25.0191781,27.0191781,45,236,240,233,231,257,21.3536,1505817
2,0.25,4.50136986,13.6767123,17.9287671,20.0136986,34.109589,206,227,243,259,247,21.8881,1489771
2,0.25,10.6739726,17.5945205,23.2630137,24.1013699,45,209,245,239,230,243,21.4945,1506339
2,0.25,12.7589041,24.9342466,30.0219178,32.690411,45,221,230,238,269,241,21.1534,1503177
2,0.25,7.83835616,19.6794521,25.1041096,28.2684932,45,214,225,253,256,266,21.2531,1514264
2,0.25,9.00821918,16.4273973,19.8465753,22.1780822,37.5232877,225,237,232,256,262,21.5692,1491192
2,0.25,14.339726,23.1013699,26.8520548,29.5178082,45,240,214,248,250,278,21.3304,1508186
2,0.25,14.8438356,26.2657534,29.3506849,31.5178082,45,209,278,277,235,238,21.1958,1519601
2,0.25,12.8438356,22.8493151,26.8520548,28.769863,45,247,252,237,235,251,21.1544,1504795
2,0.25,9.50410959,19.0136986,22.7643836,24.4328767,45,237,248,224,274,250,21.5852,1495186
2,0.25,8.6739726,15.8438356,20.1780822,21.5123288,34.6054795,231,235,243,245,246,21.8369,1499538
2,0.25,10.8410959,23.2630137,28.8547945,33.0246575,45,238,222,228,247,246,20.9951,1501606
2,0.25,3.58356164,14.7589041,18.6794521,22.1013699,45,235,255,241,245,272,21.6342,1491240
2,0.25,6.33424658,16.4273973,23.1013699,26.0191781,45,257,210,228,243,261,21.2972,1506639
2,0.25,5.41917808,12.6767123,15.9260274,16.9287671,29.4356164,220,248,212,252,252,22.1716,1498247
2,0.25,5.33424658,12.9260274,18.0986301,20.0986301,31.6027397,225,234,265,270,245,22.0416,1504645
2,0.25,6.09041096,15.5917808,20.3452055,22.9315068,45,260,242,265,222,256,21.63,1514957
2,0.25,12.339726,20.6821918,25.3479452,26.9342466,45,238,240,204,242,250,21.4562,1503862
2,0.25,18.0986301,28.3506849,32.5205479,36.109589,45,229,239,248,276,244,20.9219,1511569
2,0.5,3.41643836,9.84109589,13.8438356,15.5917808,29.4356164,244,228,240,262,255,22.2133,1496633
2,0.5,14.0109589,23.1013699,27.0191781,28.3506849,45,224,219,249,254,257,21.2623,1508849
2,0.5,20.7643836,27.5150685,32.1863014,32.2712329,45,253,239,235,265,246,21.1209,1507411
2,0.5,5.16712329,11.2547945,15.0958904,15.6767123,27.9342466,230,220,254,254,231,22.383,1498553
2,0.5,11.2547945,16.7616438,22.5123288,24.4328767,38.1123288,259,228,279,237,287,21.6778,1504034
2,0.5,6.25205479,13.8438356,18.0136986,16.6794521,30.2684932,217,218,215,231,224,22.0688,1493608
2,0.5,5.25205479,11.7561644,18.0986301,19.7616438,31.5178082,243,234,264,280,259,22.0809,1496025
2,0.5,13.5068493,21.5972603,25.9342466,26.1808219,39.1890411,234,239,249,278,255,21.4577,1498860
2,0.5,14.0958904,23.3452055,29.6876712,30.2684932,45,211,242,232,233,280,21.2366,1507453
2,0.5,6.58630137,14.0958904,17.8465753,17.5945205,29.1835616,191,212,237,242,260,22.0762,1491398
2,0.5,9.75616438,16.0958904,20.5123288,21.5972603,35.109589,244,241,229,265,273,21.7929,1499480
2,0.5,4.08767123,19.7616438,24.0164384,26.0191781,45,236,222,243,238,232,21.3888,1503549
2,0.5,11.0082192,18.260274,22.430137,23.8493151,38.1123288,212,235,252,265,258,21.5896,1509473
2,0.5,6.67123288,17.509589,20.9315068,20.7643836,36.2739726,265,228,249,257,256,21.7355,1498623
2,0.5,6.33424658,13.6767123,18.0136986,18.509589,34.109589,228,247,272,239,224,21.7787,1482116
2,0.5,10.5041096,20.3452055,23.5123288,24.1808219,35.0246575,232,231,226,265,243,21.7167,1497416
2,0.5,8.84109589,17.5945205,21.1013699,22.1780822,45,224,247,239,247,258,21.6267,1495939
2,0.5,10.0082192,18.8465753,23.2630137,24.8520548,38.9424658,215,231,236,254,264,21.6024,1495187
2,0.5,9.42191781,16.6794521,20.3452055,20.430137,32.1863014,237,221,253,246,283,21.9101,1493688
2,0.5,7.67123288,15.9260274,19.4273973,18.7616438,30.6876712,229,257,248,230,226,22.0959,1497473
1,0,7.75342466,17.6794521,24.2657534,37.1123288,45,117,109,112,118,115,20.7002,1514484
1,0,22.1013699,33.5205479,39.1123288,45,45,107,92,130,124,121,20.5198,1498030
1,0,14.8438356,45,45,45,45,106,116,115,135,141,20.5421,1507963
1,0,12.5068493,29.1835616,35.8575342,45,45,105,129,109,121,111,20.5516,1502069
1,0,8.42191781,18.8465753,26.6,45,45,94,104,107,128,145,20.7447,1499584
1,0,23.0164384,32.5205479,38.7753425,45,45,131,124,133,129,123,20.4623,1507698
1,0,12.0931507,21.6821918,28.4356164,45,45,121,118,122,127,135,20.6759,1512456
1,0,28.9369863,45,45,45,45,114,105,137,122,135,20.533,1517277
1,0,8.25479452,17.9287671,23.0164384,38.1123288,45,103,113,122,128,113,20.6484,1503920
1,0,12.5068493,22.9315068,29.4356164,45,45,123,113,123,117,131,20.5785,1510840
1,0,23.6821918,39.6931507,45,45,45,117,141,120,107,104,20.4766,1501722
1,0,10.7561644,22.8493151,28.8547945,45,45,123,121,116,115,134,20.6759,1518751
1,0,19.260274,31.2684932,38.1890411,45,45,105,100,136,116,148,20.424,1505101
1,0,11.3369863,27.6849315,33.8575342,45,45,122,113,121,132,132,20.5948,1511482
1,0,6.25205479,23.5123288,30.8547945,45,45,102,133,132,129,135,20.6564,1511060
1,0,17.509589,30.769863,38.1123288,45,45,120,93,124,129,134,20.527,1510329
1,0,2.58356164,14.5068493,22.2630137,36.0246575,45,82,114,112,102,114,20.7294,1492199
1,0,19.260274,35.939726,45,45,45,123,125,126,122,134,20.4592,1497393
1,0,26.1041096,45,45,45,45,113,117,133,124,129,20.3982,1509111
1,0,9.50410959,18.509589,26.1041096,38.6931507,45,109,120,105,120,119,20.8149,1505169
1,0.01,16.3424658,37.9424658,45,45,45,118,123,120,136,127,20.4955,1518375
1,0.01,25.7671233,45,45,45,45,111,103,95,143,121,20.4069,1509969
1,0.01,16.5945205,31.0219178,38.2739726,45,45,111,96,139,140,117,20.537,1506799
1,0.01,9.09315068,22.430137,28.2684932,45,45,103,166,136,105,119,20.5856,1511399
1,0.01,5.75342466,24.5150685,31.1068493,45,45,94,147,111,114,128,20.6164,1510117
1,0.01,10.4219178,24.8520548,30.9369863,45,45,115,126,104,130,123,20.5461,1502072
1,0.01,5.92054795,21.8493151,28.9369863,45,45,123,123,99,142,129,20.5459,1490488
1,0.01,25.1041096,39.4410959,45,45,45,101,114,138,142,135,20.5779,1520233
1,0.01,8.50410959,26.2657534,32.690411,45,45,121,128,97,139,120,20.5747,1506729
1,0.01,14.6767123,21.5972603,27.6,45,45,114,103,117,120,132,20.6218,1518645
1,0.01,7.25205479,21.0164384,27.3479452,45,45,105,98,127,113,120,20.6252,1501395
1,0.01,17.260274,45,45,45,45,103,107,123,120,135,20.5271,1505314
1,0.01,16.0958904,30.769863,35.7726027,45,45,89,142,99,125,124,20.492,1506789
1,0.01,45,45,45,45,45,123,141,121,135,123,20.421,1511880
1,0.01,9.09315068,22.5972603,29.1835616,45,45,106,125,114,134,139,20.5225,1502925
1,0.01,7.67123288,24.3479452,31.769863,31.8547945,45,323,336,329,309,347,21.208,1510484
1,0.01,15.0958904,29.1068493,37.860274,37.9424658,45,285,283,307,327,298,21.0524,1516275
1,0.01,9.6739726,29.9369863,39.2739726,39.4410959,45,300,327,328,290,342,21.1533,1515772
1,0.01,11.0931507,24.4328767,31.6027397,30.8547945,45,261,303,316,317,336,21.2026,1511370
1,0.01,7.00547945,23.2630137,35.1863014,33.3534247,45,280,271,305,326,300,21.1357,1497152
1,0.1,11.2547945,23.0164384,26.1041096,33.3534247,45,107,119,118,146,162,20.7879,1502189
1,0.1,12.6767123,23.6821918,28.0191781,37.7753425,45,125,117,130,155,139,20.6541,1506927
1,0.1,13.5068493,31.1835616,37.0273973,45,45,125,114,109,131,131,20.5901,1502054
1,0.1,6.41917808,27.6,33.8575342,45,45,121,126,121,123,134,20.6511,1510961
1,0.1,4.00273973,14.5068493,22.0164384,33.109589,45,112,130,124,159,172,20.781,1492355
1,0.1,8.6739726,23.8493151,28.6876712,37.1123288,45,136,125,107,135,134,20.6541,1499191
1,0.1,12.0931507,24.6849315,32.0219178,45,45,92,132,115,152,160,20.5337,1497406
1,0.1,4.08767123,15.7589041,21.6821918,31.1835616,45,132,100,158,129,129,20.8128,1495981
1,0.1,16.8465753,27.1808219,33.2712329,45,45,102,127,114,144,140,20.5715,1507466
1,0.1,28.3506849,45,45,45,45,103,119,136,155,142,20.5871,1507133
1,0.1,5.00547945,13.4246575,18.9287671,31.0219178,45,120,117,112,142,150,20.8116,1504131
1,0.1,7.25205479,25.1808219,31.6027397,36.6931507,45,97,102,112,125,132,20.7644,1512879
1,0.1,13.339726,25.9342466,31.8547945,45,45,80,118,105,118,136,20.6017,1502438
1,0.1,18.0986301,45,45,45,45,108,148,118,139,138,20.595,1515637
1,0.1,7.83835616,15.0958904,20.430137,29.6027397,45,97,100,118,143,158,21.0525,1507772
1,0.1,6.00547945,19.6794521,25.4328767,38.7753425,45,105,115,107,141,121,20.7069,1497990
1,0.1,11.0082192,28.6876712,33.8575342,45,45,102,121,114,133,121,20.6613,1500857
1,0.1,7.25205479,20.5123288,26.2657534,33.6054795,45,121,127,116,151,170,20.8318,1511665
1,0.1,18.4273973,33.7726027,45,45,45,105,121,134,144,154,20.4545,1494003
1,0.1,11.169863,28.4356164,33.6054795,45,45,112,112,117,119,158,20.7153,1504131
1,0.25,29.6876712,45,45,45,45,108,128,139,124,151,20.5212,1510911
1,0.25,13.9260274,28.5178082,33.5205479,37.6082192,45,99,131,162,134,172,20.6092,1506096
1,0.25,19.1753425,35.0246575,45,45,45,119,106,128,125,147,20.4567,1501797
1,0.25,5.09041096,12.5068493,17.6794521,23.5123288,45,114,131,129,149,130,21.2524,1492079
1,0.25,45,45,45,45,45,104,112,133,112,166,20.3117,1507323
1,0.25,3.41643836,9.3369863,14.0958904,16.7616438,45,109,111,127,136,182,21.6369,1484539
1,0.25,3.75068493,20.5123288,27.7671233,35.939726,45,130,132,140,157,159,20.788,1510078
1,0.25,9.84109589,18.1753425,22.8493151,28.4356164,45,110,111,143,153,161,21.0083,1488055
1,0.25,20.3452055,36.7753425,45,45,45,123,96,128,119,149,20.4901,1518456
1,0.25,16.7616438,30.9369863,36.0246575,45,45,115,135,134,153,145,20.6486,1505407
1,0.25,7.83835616,15.9260274,22.6821918,28.5178082,45,102,113,131,131,150,21.0583,1503095
1,0.25,7.83835616,23.3452055,31.6876712,45,45,107,125,124,148,137,20.5175,1495921
1,0.25,5.00547945,22.9315068,28.0191781,33.0246575,45,124,120,131,156,143,20.743,1492609
1,0.25,27.6,45,45,45,45,120,119,133,142,169,20.5768,1505318
1,0.25,6.41917808,16.4273973,22.3452055,28.8547945,45,101,119,120,161,140,21.0147,1494696
1,0.25,15.339726,23.7643836,28.5178082,32.6054795,45,110,107,128,140,147,20.8401,1502882
1,0.25,4.08767123,12.5068493,17.0136986,23.430137,45,131,128,153,165,150,21.2218,1486549
1,0.25,6.75342466,15.7589041,20.9315068,25.1808219,45,122,120,128,131,148,21.1755,1491459
1,0.25,14.6767123,35.4383562,45,45,45,119,130,127,130,142,20.5524,1506381
1,0.25,11.4219178,21.5123288,26.5150685,31.1068493,45,125,113,136,145,156,20.8602,1492534
1,0.5,18.509589,28.6027397,34.2712329,36.9424658,45,122,137,149,141,158,20.7755,1510408
1,0.5,10.5890411,18.6794521,23.6821918,24.9342466,45,123,113,130,144,177,21.1622,1492501
1,0.5,8.42191781,23.0164384,26.9342466,29.1835616,45,89,128,136,163,175,21.0509,1494312
1,0.5,20.0986301,31.1068493,35.939726,38.2739726,45,99,122,131,157,185,20.6658,1493540
1,0.5,15.0958904,24.9342466,29.8547945,32.5205479,45,112,126,128,160,176,20.8486,1496414
1,0.5,12.2575342,22.1013699,25.8520548,27.2657534,45,117,131,139,148,172,21.0854,1497387
1,0.5,9.84109589,17.260274,20.8493151,23.9315068,45,110,117,141,152,177,21.2976,1494751
1,0.5,14.6767123,23.9315068,29.1835616,33.2712329,45,100,130,144,164,144,20.9138,1502366
1,0.5,31.8547945,45,45,45,45,105,127,155,182,167,20.5309,1494618
1,0.5,8.92328767,17.0136986,21.3452055,23.8493151,45,124,130,134,170,169,21.3801,1484222
1,0.5,26.7671233,37.7753425,45,45,45,122,106,128,149,158,20.5151,1509749
1,0.5,20.3452055,26.6849315,31.6876712,33.690411,45,92,114,151,162,158,20.7801,1496454
1,0.5,5.33424658,16.7616438,22.0164384,23.6821918,45,103,142,150,139,151,21.206,1482416
1,0.5,26.9342466,37.4410959,45,45,45,104,127,139,155,165,20.4751,1502041
1,0.5,9.92328767,17.509589,23.7643836,28.3506849,45,107,119,152,145,158,21.1042,1497341
1,0.5,12.7589041,25.4328767,28.769863,30.9369863,45,114,101,121,156,165,20.9823,1499451
1,0.5,4.08767123,17.1753425,21.0164384,22.6821918,45,103,112,169,144,147,21.2737,1476895
1,0.5,5.00547945,18.7616438,22.7643836,26.5150685,45,101,108,137,129,166,21.1607,1483555
