FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,9.5890411,13.9260274,17.509589,18.0136986,26.4328767,133,147,129,140,163,22.5878,1484898
2,0,6.75342466,14.6767123,19.260274,19.5945205,27.6849315,133,118,140,160,138,22.359,1493335
2,0,10.6739726,17.3424658,20.2630137,20.6821918,29.1068493,118,120,152,135,143,22.3556,1491119
2,0,23.3452055,28.6027397,31.769863,31.3506849,39.1123288,143,126,159,135,157,21.2458,1506924
2,0,5.09041096,10.7561644,13.0958904,12.7589041,23.1780822,152,143,135,122,171,22.8061,1491123
2,0,7.75342466,15.339726,19.8465753,20.9315068,31.1835616,129,130,119,153,130,22.2802,1496491
2,0,21.3452055,28.9369863,33.0246575,33.5205479,45,141,128,140,146,155,21.2085,1515405
2,0,7.41917808,14.4246575,18.7616438,19.7616438,29.769863,132,129,149,147,144,22.1347,1499558
2,0,7.16712329,17.509589,21.5972603,22.1013699,33.8575342,132,133,155,153,140,21.8787,1499216
2,0,11.6739726,16.7616438,19.8465753,20.5123288,31.6027397,134,112,149,131,153,22.0145,1506362
2,0,6.09041096,15.339726,18.6794521,20.430137,31.2684932,130,125,144,146,137,22.1393,1499751
2,0,6.58630137,15.4246575,17.8465753,17.9287671,27.9342466,150,125,139,147,154,22.3384,1488931
2,0,6.09041096,13.6767123,17.260274,17.6794521,26.5150685,153,132,142,153,138,22.4905,1497683
2,0,6.25205479,11.0082192,14.0958904,15.2575342,32.5205479,126,134,138,164,144,22.157,1511901
2,0,13.1726027,21.7643836,25.4328767,25.6849315,33.0246575,127,126,145,137,155,21.975,1501780
2,0,8.6739726,17.0136986,21.2630137,22.430137,34.1863014,142,132,152,140,160,21.9654,1500981
2,0,4.41917808,14.0958904,17.4273973,17.509589,24.9342466,144,127,131,169,165,22.9425,1497198
2,0,5.67123288,28.8547945,31.4356164,31.3506849,39.1123288,143,141,148,120,152,21.3805,1519924
2,0,6.50136986,14.0109589,18.4273973,18.6794521,28.8547945,113,128,121,178,151,22.4025,1495448
2,0,5.16712329,11.169863,14.4246575,14.5917808,23.2630137,113,139,131,146,186,22.9406,1484226
2,0.01,9.16986301,17.4273973,21.1013699,21.8493151,34.690411,130,134,144,102,149,21.8601,1502402
2,0.01,14.8438356,22.430137,26.2657534,26.7671233,36.3561644,138,143,140,179,162,21.6161,1509875
2,0.01,8.92328767,17.8465753,21.2630137,22.2630137,36.6931507,132,127,150,155,154,21.7217,1500017
2,0.01,8.25479452,13.8438356,17.4273973,18.260274,30.1068493,146,133,154,145,136,22.2504,1497345
2,0.01,9.75616438,14.9260274,18.3424658,19.0986301,28.6027397,125,138,130,134,122,22.4203,1485102
2,0.01,8.16986301,16.3424658,20.0986301,21.1013699,35.3534247,119,125,139,156,145,21.925,1501373
2,0.01,16.0958904,22.2630137,25.6,26.6,35.3534247,146,141,131,145,138,21.793,1502155
2,0.01,10.3369863,16.4273973,20.0986301,20.5123288,31.1068493,149,139,177,128,174,22.3122,1503755
2,0.01,5.67123288,11.6739726,15.8438356,15.9260274,25.3479452,143,138,160,148,135,22.6596,1484405
2,0.01,4.41917808,9.50410959,14.2575342,15.5068493,23.3452055,131,145,145,141,173,23.0536,1485553
2,0.01,6.83835616,14.5917808,18.1753425,19.260274,27.2657534,132,126,125,163,142,22.5413,1487588
2,0.01,10.169863,16.5945205,20.2630137,21.1780822,28.3506849,143,130,126,149,144,22.3602,1488153
2,0.01,4.25205479,12.1726027,17.260274,18.0986301,30.6876712,144,129,149,131,156,22.2605,1496718
2,0.01,13.339726,19.0136986,23.1013699,24.3479452,32.1068493,139,141,155,153,147,21.979,1502206
2,0.01,3.24931507,11.6739726,15.339726,15.339726,24.3479452,165,168,158,148,152,22.6797,1493864
2,0.01,5.00547945,13.9260274,18.0136986,19.1753425,29.6027397,137,150,134,154,167,22.3164,1491983
2,0.01,17.8465753,23.8493151,27.0191781,27.1808219,35.3534247,131,113,145,174,146,21.6797,1498565
2,0.01,15.5068493,23.2630137,26.5150685,27.3479452,38.1123288,133,148,163,142,140,21.5341,1522672
2,0.01,7.92054795,14.339726,17.4273973,18.1753425,28.1041096,126,122,152,153,154,22.3344,1502191
2,0.01,8.5890411,19.0136986,22.3452055,22.7643836,31.769863,132,140,141,142,142,22.0235,1497320
2,0.1,5.50136986,12.8438356,16.0958904,16.4273973,27.6849315,145,133,134,161,141,22.4321,1485755
2,0.1,3.16438356,10.4219178,13.4246575,13.5068493,22.6821918,138,146,158,160,197,22.7607,1474021
2,0.1,5.50136986,11.0931507,14.9260274,14.6767123,21.430137,158,134,166,142,178,23.0185,1484478
2,0.1,18.1753425,24.1808219,27.2657534,27.8520548,37.1890411,140,159,174,165,169,21.5455,1511729
2,0.1,3.33150685,8.09041096,10.5041096,10.5041096,24.4328767,140,146,125,125,159,22.8356,1491402
2,0.1,3.24931507,8.25479452,11.6739726,12.339726,23.1780822,133,146,139,156,182,22.9096,1485369
2,0.1,6.09041096,20.2630137,23.7643836,24.0164384,34.2712329,135,167,159,131,159,21.9094,1491602
2,0.1,5.16712329,10.5890411,14.5068493,14.8438356,23.7643836,146,158,153,151,153,22.8507,1485165
2,0.1,4.75342466,10.4219178,14.0958904,14.8438356,26.8520548,159,135,135,155,157,22.6449,1494781
2,0.1,4.58630137,11.5041096,14.5917808,14.8438356,25.5150685,146,142,158,164,150,22.6009,1493216
2,0.1,8.00547945,15.5917808,18.8465753,18.8465753,29.9369863,143,173,154,182,163,22.2627,1497884
