FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,4.92054795,16.3424658,21.5972603,-12.9232877,45,129,130,114,115,130,22.0182,1481325
2,0,10.5890411,21.5123288,27.0191781,-12.9232877,45,109,118,143,129,148,21.9358,1497211
2,0,19.5945205,32.6054795,38.9424658,-12.9232877,45,129,116,127,146,123,21.5049,1492737
2,0,2.33150685,18.0986301,22.430137,-12.9232877,45,125,134,119,103,128,21.9887,1499932
2,0,2.91780822,10.4219178,17.9287671,-12.9232877,45,114,123,112,115,147,22.0147,1469988
2,0,5.67123288,16.0109589,23.6821918,-12.9232877,45,89,125,132,136,122,21.9139,1487793
2,0,17.6794521,34.0246575,45,-12.9232877,45,131,127,124,119,126,21.5404,1501887
2,0,3.24931507,19.4273973,26.5150685,-12.9232877,45,111,128,113,139,121,21.8232,1490172
2,0,9.00821918,19.8465753,26.7671233,-12.9232877,45,128,128,145,116,141,21.7583,1483999
2,0,3.16438356,19.5945205,26.0191781,-12.9232877,45,111,129,113,131,146,21.8541,1484636
2,0,4.25205479,17.8465753,24.2657534,-12.9232877,45,123,122,135,112,129,21.8691,1493397
2,0,12.5068493,23.1780822,28.4356164,-12.9232877,45,114,120,111,129,159,21.8481,1492214
2,0,6.58630137,20.7643836,26.6849315,-12.9232877,45,92,130,140,131,148,21.6865,1484126
2,0,22.2630137,34.939726,45,-12.9232877,45,114,117,130,135,113,21.5048,1497579
2,0,13.5917808,27.6849315,34.5205479,-12.9232877,45,123,111,126,123,130,21.7555,1493262
2,0,19.509589,33.0246575,45,-12.9232877,45,121,131,128,135,140,21.5737,1496720
2,0,7.00547945,20.3452055,26.4328767,-12.9232877,45,125,110,122,127,118,21.834,1490931
2,0,2.66849315,16.260274,23.7643836,-12.9232877,45,118,110,131,141,127,21.917,1497022
2,0,18.0986301,28.6876712,36.9424658,-12.9232877,45,124,112,130,130,145,21.6174,1485549
2,0,8.42191781,22.3452055,28.769863,-12.9232877,45,115,123,130,128,147,21.7617,1494606
2,0.01,7.67123288,24.3479452,31.769863,31.8547945,45,323,336,329,309,347,21.208,1510484
2,0.01,15.0958904,29.1068493,37.860274,37.9424658,45,285,283,307,327,298,21.0524,1516275
2,0.01,9.6739726,29.9369863,39.2739726,39.4410959,45,300,327,328,290,342,21.1533,1515772
2,0.01,11.0931507,24.4328767,31.6027397,30.8547945,45,261,303,316,317,336,21.2026,1511370
2,0.01,7.00547945,23.2630137,35.1863014,33.3534247,45,280,271,305,326,300,21.1357,1497152
2,0.01,6.58630137,17.4273973,23.5972603,22.9315068,45,298,318,342,321,298,21.2956,1512545
2,0.01,4.08767123,28.3506849,38.1890411,36.4410959,45,272,326,290,288,340,21.16,1509411
2,0.01,18.0986301,38.860274,45,45,45,265,293,293,336,318,21.0281,1511949
2,0.01,11.0082192,29.1835616,39.1890411,37.6931507,45,315,306,291,316,332,21.1529,1520965
2,0.01,35.6054795,45,45,45,45,291,275,305,329,314,21.036,1500701
2,0.01,3.33150685,9.25479452,18.7616438,15.9260274,45,296,287,337,279,347,21.4029,1497629
2,0.01,4.08767123,15.0958904,19.9287671,-12.9232877,29.8547945,136,141,141,125,129,22.6126,1491016
2,0.01,4.08767123,12.4246575,17.260274,-12.9232877,30.0219178,125,130,129,135,144,22.7089,1491964
2,0.01,12.0082192,28.6027397,35.3534247,-12.9232877,45,123,144,128,145,124,21.7419,1499685
2,0.01,12.5917808,22.0164384,25.9342466,-12.9232877,32.1068493,96,139,131,123,126,22.3894,1473825
2,0.01,7.92054795,24.3479452,30.6876712,-12.9232877,32.8575342,105,125,129,126,135,22.5008,1495694
2,0.01,11.7561644,24.0164384,28.2684932,-12.9232877,33.3534247,106,135,130,122,133,22.3944,1498713
2,0.01,5.41917808,30.6876712,35.690411,-12.9232877,45,131,127,117,121,133,21.7873,1487971
2,0.01,4.58630137,13.6767123,21.3452055,-12.9232877,45,104,131,121,147,146,22.0249,1490039
2,0.01,7.50136986,19.509589,24.1013699,-12.9232877,37.2739726,116,110,148,124,119,22.0466,1493025
2,0.1,6.25205479,18.1753425,21.8493151,-12.9232877,24.6,105,115,120,127,115,23.1173,1467309
2,0.1,9.42191781,18.8465753,22.7643836,-12.9232877,25.6849315,123,125,117,164,126,23.0564,1480128
2,0.1,5.16712329,14.9260274,20.5123288,-12.9232877,23.1013699,137,122,110,137,114,23.3661,1470405
2,0.1,5.50136986,16.0109589,19.4273973,-12.9232877,20.8493151,134,128,125,134,125,23.4864,1489340
2,0.1,3.49863014,23.0164384,27.1808219,-12.9232877,29.0219178,97,133,118,141,124,22.6692,1480934
2,0.1,3.66849315,12.6767123,15.7589041,-12.9232877,19.5945205,98,122,117,143,150,23.536,1473210
2,0.1,4.41917808,20.0136986,23.9315068,-12.9232877,27.3479452,134,100,116,115,131,22.9428,1482273
2,0.1,11.5890411,18.0986301,22.3452055,-12.9232877,25.6,102,136,149,122,115,22.9984,1474210
2,0.1,4.83835616,12.7589041,16.4273973,-12.9232877,19.6794521,111,116,111,118,122,23.5257,1480517
2,0.1,5.83835616,22.1013699,27.4328767,-12.9232877,31.9369863,143,115,139,109,133,22.5511,1486184
2,0.1,5.58630137,21.2630137,25.3479452,-12.9232877,28.8547945,115,132,125,134,118,22.7975,1482338
2,0.1,9.92328767,19.9287671,23.3452055,-12.9232877,26.0191781,129,130,130,126,130,23.0779,1489829
2,0.1,3.33150685,10.7561644,15.2575342,-12.9232877,19.4273973,122,128,114,118,126,23.7763,1480547
2,0.1,5.00547945,18.260274,22.430137,-12.9232877,25.1041096,109,115,125,126,112,23.2721,1478690
2,0.1,10.4219178,23.8493151,27.2657534,-12.9232877,31.2684932,126,120,116,140,129,22.4724,1479288
2,0.1,7.75342466,15.5068493,19.6794521,-12.9232877,22.2630137,116,108,117,117,123,23.3998,1483647
2,0.1,4.92054795,12.2575342,15.9260274,-12.9232877,17.1753425,121,111,120,120,131,23.668,1463732
2,0.1,7.83835616,12.5068493,16.509589,-12.9232877,20.0986301,99,108,128,120,144,23.5964,1476489
