FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,8.3369863,15.0109589,20.6821918,-12.9232877,25.5150685,55,47,57,78,72,22.7287,1485490
2,0,3.75068493,23.2630137,29.769863,-12.9232877,34.8575342,50,61,70,58,77,22.3779,1486715
2,0,4.08767123,10.5041096,16.0109589,-12.9232877,21.5972603,48,70,63,61,70,22.872,1467076
2,0,5.67123288,16.4273973,24.6849315,-12.9232877,31.8547945,65,64,51,56,54,22.585,1488359
2,0,4.75342466,24.3479452,30.6876712,-12.9232877,37.0273973,63,68,59,68,55,22.3033,1457054
2,0,3.08767123,18.8465753,23.7643836,-12.9232877,29.6027397,53,67,68,70,73,22.678,1478552
2,0,4.83835616,12.339726,17.509589,-12.9232877,23.430137,61,63,73,63,66,22.7924,1472500
2,0,2.66849315,13.2575342,20.0986301,-12.9232877,25.6849315,79,73,79,57,74,22.7123,1483274
2,0,11.3369863,26.6,32.690411,-12.9232877,38.5232877,66,64,64,67,71,22.2693,1466689
2,0,2.91780822,16.1753425,23.2630137,-12.9232877,31.1835616,55,69,62,66,62,22.5939,1478974
2,0,4.16712329,12.9260274,18.3424658,-12.9232877,23.3452055,52,69,58,70,70,22.6208,1475339
2,0,2.08767123,10.9232877,17.0136986,-12.9232877,21.9315068,58,68,65,53,74,22.8032,1476947
2,0,4.08767123,11.169863,15.2575342,-12.9232877,21.6821918,55,71,57,39,65,22.8409,1463262
2,0,3.83561644,13.6767123,19.9287671,-12.9232877,24.6849315,68,63,79,84,82,22.6717,1476500
2,0,7.50136986,23.9315068,30.4356164,-12.9232877,36.7753425,46,57,67,63,68,22.3904,1471187
2,0,8.75616438,26.3479452,32.3534247,-12.9232877,39.1123288,50,69,55,71,64,22.37,1485554
2,0,10.9232877,19.6794521,25.3479452,-12.9232877,33.109589,75,61,60,64,57,22.4068,1478389
2,0,12.9260274,21.2630137,30.0219178,-12.9232877,37.1123288,55,51,53,71,73,22.4446,1471244
2,0,5.33424658,28.9369863,33.939726,-12.9232877,39.0273973,67,63,52,71,81,22.1558,1471632
2,0,4.83835616,11.8410959,19.7616438,-12.9232877,26.1808219,57,56,65,56,57,22.6678,1471512
2,0.01,6.16712329,16.0109589,22.2630137,-12.9232877,28.4356164,65,56,63,57,53,22.5641,1486775
2,0.01,4.83835616,16.0109589,22.430137,-12.9232877,27.9342466,66,69,68,67,65,22.6715,1471038
