FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,17.0136986,25.6849315,31.1835616,37.6082192,45,111,130,143,135,147,20.9386,1516110
2,0,6.41917808,15.6767123,22.8493151,32.5205479,45,117,130,147,137,143,21.0347,1507184
2,0,4.83835616,17.509589,22.6821918,31.6876712,45,139,127,140,130,133,21.1543,1524987
2,0,35.3534247,45,45,45,45,123,146,130,131,157,20.7464,1520993
2,0,11.2547945,19.6794521,25.0191781,35.4383562,45,110,143,131,153,156,20.8524,1506457
2,0,13.6767123,27.1808219,33.690411,39.860274,45,141,145,133,146,151,20.8473,1518209
2,0,14.0109589,33.2712329,38.6082192,45,45,104,134,119,156,140,20.7875,1524091
2,0,15.2575342,27.6849315,33.5205479,45,45,131,129,156,132,142,20.8613,1525450
2,0,8.09041096,18.4273973,23.9315068,34.939726,45,137,153,135,139,135,20.9664,1522385
2,0,12.8438356,22.430137,28.0191781,37.0273973,45,130,111,125,162,144,20.9004,1503280
2,0,4.00273973,17.0986301,24.1808219,33.939726,45,130,133,144,127,139,21.0276,1505158
2,0,5.58630137,24.2657534,31.5178082,45,45,115,139,130,128,138,20.9583,1518428
2,0,9.50410959,20.7643836,28.9369863,37.9424658,45,116,138,131,139,149,20.9773,1517903
2,0,28.769863,45,45,45,45,124,132,153,161,142,20.6817,1513576
2,0,16.5945205,34.109589,45,45,45,120,140,122,155,156,20.8275,1528498
2,0,12.8438356,21.430137,27.4328767,34.939726,45,114,140,149,156,142,20.9608,1506258
2,0,9.25479452,23.5123288,29.2684932,36.6082192,45,129,114,146,135,132,20.8986,1508548
2,0,29.9369863,45,45,45,45,141,137,130,138,144,20.8279,1529815
2,0,7.58630137,45,45,45,45,139,120,143,128,139,20.658,1510339
2,0,23.1013699,45,45,45,45,125,128,131,138,117,20.7312,1511430
2,0.01,4.92054795,12.2575342,15.6767123,17.0136986,28.4356164,142,158,149,123,119,22.2395,1490359
2,0.01,11.2547945,23.3452055,29.6027397,38.5232877,45,130,128,139,123,142,20.829,1508164
2,0.01,8.75616438,19.0136986,26.3479452,36.4410959,45,137,123,128,145,143,20.9485,1516172
2,0.01,25.9342466,45,45,45,45,139,132,137,134,127,20.7473,1519807
2,0.01,5.00547945,30.8547945,35.1863014,45,45,122,147,122,163,147,20.8237,1501119
2,0.01,6.92054795,18.4273973,27.5150685,37.4410959,45,114,145,137,153,141,20.9915,1514853
2,0.01,12.8438356,38.860274,45,45,45,122,142,119,125,139,20.6906,1516858
2,0.01,8.16986301,20.1780822,28.0191781,35.0246575,45,136,121,132,158,132,20.9398,1515493
2,0.01,22.5972603,32.6054795,39.7753425,45,45,124,154,112,139,145,20.8394,1518112
