"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
0,0,18.737,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,32.6027,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,7.35068,17.4685,24.7863,26.7397,40,NA,NA,NA,NA,NA,NA,NA
0,0,22.789,37.2356,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,25.9068,38.5671,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,17.4712,30.5781,35.5589,36.1205,40,NA,NA,NA,NA,NA,NA,NA
0,0,30.9616,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,16.4082,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,24.9562,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,35.6932,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,15.3534,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,18.8521,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,18.8712,33.1178,38.4932,38.3123,40,NA,NA,NA,NA,NA,NA,NA
0,0,26.937,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,12.5068,26.4137,36.3068,37.9151,40,NA,NA,NA,NA,NA,NA,NA
0,0,33.7753,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0,25.8822,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,13.3781,33.611,38.6685,39.4548,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,17.9041,31.9808,39.211,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,12.3534,22.337,27.6795,28.5671,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,16.6055,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,7.2411,31.3096,38.5068,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,32.5808,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,15.3233,25.2356,30.989,32.6904,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,17.4082,37.1233,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,17.2877,28.4548,33.9671,34.3014,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,17.7726,30.5918,36.3671,37.9425,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,14.8548,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,9.66301,25.0274,31.1479,31.7233,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,18.8493,32.211,36.7178,37.9616,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,13.8493,38.4822,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,18.7562,36.389,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,15.4,24.663,30.674,33.3041,40,NA,NA,NA,NA,NA,NA,NA
0,0.01,11.6932,22.9699,28.2164,29.8822,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,11.5836,22.2877,28.3918,29.8219,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,18.3863,33.9068,39.2466,39.9233,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,11.7589,23.5507,29.6137,30.8712,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,13.7534,24.7644,29.7479,30.8712,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,20.6795,35.0329,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,9.07671,23.6548,29.2247,30.0438,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,6.6,20.9123,25.4329,26.8274,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,6.49315,20.4384,25.9781,26.2658,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,19.5808,38.1616,40,40,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,17.8877,31.5178,37.0959,38.2027,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,13.8384,25.589,30.7205,31.8219,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,13.526,28.411,36.2795,37.5863,40,NA,NA,NA,NA,NA,NA,NA
0,0.1,6.4,19.9151,25.1233,25.6767,40,NA,NA,NA,NA,NA,NA,NA
