PFPR,TREATMENT_COVERAGE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,TIME_PARTNER_DRUG_RES_FREQ_TO_1p,TIME_PARTNER_DRUG_RES_FREQ_TO_5p,TIME_PARTNER_DRUG_RES_FREQ_TO_10p,TIME_PARTNER_DRUG_RES_FREQ_TO_20p
1.0,0.2,0.01,28.8767,45,45,40.0849,40.0849,,,,,,,0.10411,3.27397,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,7.9726,29.4356,45,45
1.0,0.2,0.01,17.1753,33.5151,45,31.4027,40.0849,,,,,,,0.0438356,7.15616,13.3123,27.6822
1.0,0.2,0.01,7.2,19.9699,27.0137,20.5425,34.2932,,,,,,,0.205479,7.13151,19.6329,21.9945
1.0,0.2,0.01,1.05479,10.7151,21.989,15.5671,27.8082,,,,,,,0.873973,6.32877,12.8877,19.9397
1.0,0.2,0.01,8.75616,45,45,40.0849,40.0849,,,,,,,33.4493,45,45,45
1.0,0.2,0.01,29.9973,45,45,40.0849,40.0849,,,,,,,7.82192,34.2055,38.3589,45
1.0,0.2,0.01,7.13973,13.4192,16.9342,13.3863,19.4849,,,,,,,0.553425,3.79452,5.32329,13.726
1.0,0.2,0.01,36.2795,45,45,40.0849,40.0849,,,,,,,0.0794521,27.6438,33.2247,45
1.0,0.2,0.01,5.76438,45,45,40.0849,40.0849,,,,,,,0.00821918,45,45,45
1.0,0.2,0.01,10,24.2274,29.1178,24.6822,32.6027,,,,,,,10,20.9233,24.2274,27.0384
1.0,0.2,0.01,1.09589,11.8301,16.3205,15.0411,20.0027,,,,,,,1.12055,8.53973,11.9425,15.3425
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.0986301,45,45,45
1.0,0.2,0.01,3.32877,34.9123,39.7123,37.7507,40.0849,,,,,,,0.638356,4.23562,33.6904,38.526
1.0,0.2,0.01,2.63836,36.3808,45,38.4466,40.0849,,,,,,,0.0547945,34.6712,36.2301,45
1.0,0.2,0.01,31.1562,45,45,40.0849,40.0849,,,,,,,4.03288,24.3753,38.0603,45
1.0,0.2,0.01,31.7041,45,45,40.0849,40.0849,,,,,,,0.161644,8.29863,16.1973,32.8767
1.0,0.2,0.01,6.63836,14.2904,17.9205,13.6164,21.0137,,,,,,,0.0328767,4.36164,6.91507,13.1973
1.0,0.2,0.01,25.9233,37.7616,39.9233,37.8384,40.0849,,,,,,,0.0273973,18.9918,23.6329,37.0438
1.0,0.2,0.01,18.1863,45,45,40.0849,40.0849,,,,,,,0.00547945,6.84932,45,45
1.0,0.2,0.01,17.0877,24.5562,28.4438,21.9973,31.4849,,,,,,,0.0712329,10.7014,12.9041,16.8685
1.0,0.2,0.01,16.4027,45,45,40.0849,40.0849,,,,,,,0.0356164,45,45,45
1.0,0.2,0.01,36.526,45,45,40.0849,40.0849,,,,,,,0.0219178,45,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.0219178,45,45,45
1.0,0.2,0.01,45,45,45,40.0849,40.0849,,,,,,,0.120548,45,45,45
