"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.01,5.47945205479452,17.8904109589041,27.8356164383562,27.8356164383562,NA,32,42,35,52,40,0.670025,9.039425
2,0.01,5.3972602739726,16,25.041095890411,22.4109589041096,NA,37,34,44,45,38,0.797125,9.033425
2,0.01,6.05479452054794,20.9315068493151,29.1506849315069,25.7808219178082,NA,40,48,58,56,53,0.673675,8.98205
2,0.01,8.35616438356164,25.6986301369863,34.1643835616438,33.2602739726027,NA,30,45,43,38,36,0.577575,8.883275
2,0.01,10.1643835616438,22.3287671232877,30.958904109589,25.8630136986301,NA,32,33,37,44,24,0.65395,8.94395
2,0.01,5.47945205479452,21.5068493150685,29.8082191780822,28.2465753424658,NA,31,47,30,44,33,0.720425,9.0735
2,0.01,8.19178082191781,23.5616438356164,31.4520547945205,29.2328767123288,NA,32,50,43,52,46,0.62945,8.94895
2,0.01,9.26027397260274,23.1506849315069,31.9452054794521,30.3835616438356,NA,38,40,35,45,35,0.63265,9.112325
2,0.01,6.3013698630137,23.3150684931507,30.958904109589,29.3150684931507,NA,38,40,31,40,26,0.642675,8.814875
2,0.01,4.16438356164383,16.986301369863,23.8904109589041,20.4383561643836,NA,35,38,43,32,47,0.8217,8.99865
2,0.01,5.23287671232877,22.8219178082192,33.013698630137,29.3150684931507,NA,36,31,42,50,41,0.615725,8.919325
2,0.01,8.19178082191781,19.9452054794521,27.7534246575342,21.9178082191781,NA,30,48,33,43,32,0.7864,8.98745
2,0.01,6.63013698630137,21.1780821917808,30.5479452054795,27.5890410958904,NA,33,48,32,37,32,0.66275,8.899775
2,0.01,4.98630136986301,21.3424657534247,29.8904109589041,28.2465753424658,NA,38,37,37,36,36,0.6765,8.878925
2,0.01,6.21917808219178,26.6849315068493,34.0821917808219,31.041095890411,NA,38,47,32,35,34,0.587375,9.02905
2,0.01,4.73972602739726,17.8904109589041,27.4246575342466,27.013698630137,NA,36,34,53,61,42,0.6877,9.03815
2,0.01,7.6986301369863,19.2876712328767,26.8493150684931,23.972602739726,NA,42,38,35,38,36,0.74225,9.02625
2,0.01,6.54794520547945,25.4520547945205,36.0547945205479,32.027397260274,NA,38,30,36,52,44,0.583525,8.867
2,0.01,6.13698630136986,22.6575342465753,30.4657534246575,24.8767123287671,NA,35,49,30,33,34,0.651675,8.785075
2,0.01,7.45205479452055,19.4520547945205,28.9041095890411,27.1780821917808,NA,30,35,30,43,44,0.67525,8.802875
2,0.1,7.45205479452055,26.027397260274,32.7671232876712,22.6575342465753,NA,33,33,45,41,42,0.800375,8.984775
2,0.1,8.52054794520548,20.7671232876712,29.0684931506849,20.5205479452055,NA,41,39,36,37,47,0.896475,9.14835
2,0.1,4,16.3287671232877,24.3013698630137,16.9041095890411,NA,34,47,32,50,42,0.9716,8.923325
2,0.1,7.94520547945206,19.3698630136986,26.027397260274,20.1095890410959,NA,33,36,50,47,30,0.96585,9.17245
2,0.1,5.15068493150685,18.4657534246575,23.972602739726,19.8630136986301,39.2602739726027,44,34,31,36,49,1.010425,9.08065
2,0.1,7.04109589041096,26.1095890410959,32.6027397260274,23.7260273972603,NA,37,42,46,38,49,0.791425,8.939825
2,0.1,9.83561643835617,22.2465753424658,29.0684931506849,22.8219178082192,NA,26,37,32,38,37,0.8615,9.04965
2,0.1,4.65753424657534,16.9041095890411,25.2876712328767,18.8767123287671,NA,38,43,34,44,43,0.943575,8.980725
2,0.1,7.04109589041096,22.4109589041096,30.8767123287671,17.8082191780822,NA,32,41,38,40,45,0.8739,9.119025
2,0.1,4.73972602739726,17.1506849315069,24.5479452054795,18.3835616438356,39.0958904109589,38,41,34,53,41,1.017475,9.052725
2,0.1,9.0958904109589,28.0821917808219,34.4931506849315,29.0684931506849,NA,31,34,32,38,42,0.7305,8.984325
2,0.1,4.16438356164383,14.027397260274,22,16.2465753424658,NA,55,32,32,46,38,1.046175,9.0972
2,0.1,5.64383561643836,20.1095890410959,29.1506849315069,19.4520547945205,NA,40,44,38,48,46,0.881325,9.09445
2,0.1,7.53424657534246,20.5205479452055,27.0958904109589,19.8630136986301,NA,32,46,31,47,23,0.915725,8.94995
2,0.1,6.05479452054794,16.986301369863,23.972602739726,17.8904109589041,NA,42,40,36,42,42,1.036925,9.09285
2,0.1,3.67123287671233,21.4246575342466,28.3287671232877,21.3424657534247,NA,30,44,44,44,40,0.875175,8.853925
2,0.1,6.71232876712329,18.4657534246575,25.041095890411,20.1917808219178,NA,27,42,44,47,43,0.925875,9.00555
2,0.1,8.68493150684931,24.3835616438356,34,22.7397260273973,NA,37,35,35,49,27,0.7529,8.9396
2,0.1,10.6575342465753,22.986301369863,30.0547945205479,23.972602739726,NA,37,39,29,44,41,0.794825,9.04355
2,0.1,5.56164383561644,16.8219178082192,23.8904109589041,17.4794520547945,NA,36,43,42,52,33,0.98775,9.069775
2,0.25,4.16438356164383,15.013698630137,22.3287671232877,8.84931506849315,34.6575342465753,27,38,43,46,40,1.212825,9.133725
2,0.25,5.56164383561644,18.3835616438356,25.6986301369863,15.3424657534247,36.3835616438356,38,49,46,52,44,1.10285,9.044225
2,0.25,6.3013698630137,14.7671232876712,21.6712328767123,13.6986301369863,33.1780821917808,43,39,36,43,50,1.250025,9.015875
2,0.25,5.97260273972603,14.6849315068493,21.7534246575342,12.0547945205479,33.0958904109589,28,37,41,28,38,1.209825,9.061875
2,0.25,4.16438356164383,13.4520547945205,19.6164383561644,11.4794520547945,32.3561643835616,37,50,46,33,45,1.328075,9.077125
2,0.25,7.86301369863014,18.4657534246575,24.958904109589,15.0958904109589,31.7808219178082,30,45,42,36,36,1.2053,8.992375
2,0.25,4.08219178082192,16.2465753424658,22.2465753424658,15.1780821917808,31.3698630136986,39,50,34,56,42,1.19125,8.880725
2,0.25,6.87671232876712,18.7123287671233,26.027397260274,10.9041095890411,37.6986301369863,42,39,32,37,42,1.1315,9.112825
2,0.25,6.13698630136986,17.2328767123288,22.986301369863,12.3013698630137,35.8082191780822,29,39,33,38,43,1.175525,9.082875
2,0.25,5.23287671232877,16.4931506849315,22.8219178082192,12.3013698630137,35.4794520547945,43,48,48,54,40,1.18615,9.114225
2,0.25,8.6027397260274,24.3835616438356,29.0684931506849,14.6027397260274,39.6712328767123,39,36,40,42,36,1.01205,9.0449
2,0.25,4.32876712328767,18.1369863013699,24.6301369863014,12.7123287671233,35.1506849315069,40,32,36,47,30,1.1782,9.048025
2,0.25,7.53424657534246,20.2739726027397,27.7534246575342,17.2328767123288,NA,31,37,36,54,57,0.97325,8.96505
2,0.25,4.98630136986301,16.8219178082192,24.8767123287671,0.136986301369863,35.8904109589041,38,44,46,46,41,1.156775,9.001425
2,0.25,5.31506849315069,18.1369863013699,25.1232876712329,11.8904109589041,37.8630136986301,43,41,34,47,39,1.07325,8.954875
2,0.25,2.93150684931507,15.013698630137,21.5890410958904,10.7397260273973,34.0821917808219,47,53,54,57,53,1.272025,9.045575
2,0.25,6.13698630136986,15.1780821917808,22.4109589041096,8.35616438356164,36.3013698630137,28,63,52,52,46,1.247475,9.128575
2,0.25,6.95890410958904,18.3835616438356,25.7808219178082,16.2465753424658,37.6164383561644,41,43,34,44,39,1.102225,8.969
2,0.25,6.05479452054794,19.6164383561644,25.9452054794521,12.3013698630137,37.8630136986301,47,43,33,49,33,1.088825,8.96265
2,0.25,6.54794520547945,20.1917808219178,26.7671232876712,15.0958904109589,NA,51,35,51,50,39,1.020275,8.90595
2,0.5,6.38356164383562,18.3835616438356,23.4794520547945,4.41095890410959,33.9178082191781,37,40,38,33,49,1.320825,9.063425
2,0.5,7.04109589041096,17.7260273972603,23.8082191780822,0.136986301369863,32.1095890410959,37,49,40,44,30,1.34595,9.028525
2,0.5,4.08219178082192,14.8493150684931,21.013698630137,0.136986301369863,30.4657534246575,48,51,53,50,51,1.46385,8.9686
2,0.5,5.64383561643836,13.4520547945205,19.1232876712329,0.136986301369863,29.8904109589041,42,37,41,45,43,1.487,8.932825
2,0.5,5.97260273972603,16.1643835616438,22.2465753424658,0.136986301369863,31.9452054794521,33,39,45,56,43,1.3697,8.882775
2,0.5,6.3013698630137,20.1095890410959,26.1095890410959,2.43835616438356,33.4246575342466,30,50,41,49,45,1.2422,9.01635
2,0.5,4.9041095890411,17.6438356164384,23.8082191780822,0.136986301369863,30.3835616438356,32,41,42,43,42,1.3013,8.819425
2,0.5,5.3972602739726,15.5068493150685,22.9041095890411,7.53424657534246,31.6986301369863,35,39,43,50,34,1.360075,9.088425
2,0.5,6.54794520547945,19.9452054794521,25.7808219178082,0.136986301369863,35.2328767123288,46,37,32,37,37,1.2547,9.095375
2,0.5,6.21917808219178,16.6575342465753,22.1643835616438,0.136986301369863,32.1917808219178,39,37,49,43,32,1.3658,9.0692
2,0.5,5.64383561643836,19.6986301369863,26.1095890410959,0.136986301369863,34,48,48,51,62,55,1.2541,8.989425
2,0.5,5.89041095890411,17.3150684931507,23.2328767123288,0.136986301369863,33.013698630137,46,54,51,55,50,1.332425,8.9973
2,0.5,10.1643835616438,22.3287671232877,27.2602739726027,0.136986301369863,34.7397260273973,34,45,35,61,33,1.197025,9.07715
2,0.5,4.65753424657534,14.9315068493151,22,0.136986301369863,30.6301369863014,26,32,45,50,48,1.448825,9.134275
2,0.5,7.61643835616438,18.2191780821918,25.6164383561644,9.75342465753425,32.6849315068493,32,32,45,37,42,1.253125,8.92975
2,0.5,4.98630136986301,16.6575342465753,23.4794520547945,0.136986301369863,31.9452054794521,43,33,45,41,55,1.33735,9.0248
2,0.5,6.38356164383562,16.1643835616438,22,0.136986301369863,31.5342465753425,46,36,31,41,43,1.38105,9.08165
