"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.01,4.73972602739726,20.3561643835616,31.6164383561644,21.013698630137,NA,41,37,34,32,38,0.818825,8.971625
2,0.01,8.68493150684931,22.2465753424658,28.7397260273973,17.8082191780822,37.2054794520548,34,37,49,45,33,0.941975,8.95135
2,0.01,6.87671232876712,21.8356164383562,28.2465753424658,24.2191780821918,38.1917808219178,34,44,29,44,45,0.868025,8.85455
2,0.01,7.45205479452055,21.6712328767123,28.9041095890411,19.4520547945205,35.8082191780822,29,42,27,44,38,1.025225,8.910075
2,0.01,5.64383561643836,21.6712328767123,28,21.013698630137,35.3972602739726,42,49,26,36,47,0.9825,9.138425
2,0.01,5.06849315068493,16.3287671232877,24.2191780821918,15.2602739726027,34.1643835616438,33,37,33,44,49,1.159775,9.008325
2,0.01,5.64383561643836,18.8767123287671,25.2876712328767,17.1506849315069,33.2602739726027,33,40,39,43,45,1.116225,9.0322
2,0.01,3.75342465753425,16.7397260273973,23.6438356164384,18.958904109589,33.7534246575342,48,38,57,52,53,1.149025,9.1888
2,0.01,5.80821917808219,19.9452054794521,26.027397260274,21.8356164383562,36.3835616438356,32,33,47,42,32,0.93315,8.956725
2,0.01,5.15068493150685,20.3561643835616,27.8356164383562,19.2876712328767,35.2328767123288,38,48,52,38,40,1.032175,8.968175
2,0.01,6.54794520547945,20.6849315068493,29.3150684931507,21.8356164383562,NA,33,31,37,39,35,0.845875,8.79935
2,0.01,4.49315068493151,18.5479452054795,27.5068493150685,19.2054794520548,36.7123287671233,37,44,37,42,45,1.03265,9.0558
2,0.01,4.82191780821918,21.1780821917808,29.0684931506849,22.5753424657534,38.2739726027397,33,35,46,33,27,0.920125,9.004925
2,0.01,7.36986301369863,24.4657534246575,30.7123287671233,22.5753424657534,38.027397260274,43,46,49,53,40,0.887675,8.885775
2,0.01,4.98630136986301,18.3835616438356,24.8767123287671,18.7123287671233,34.6575342465753,35,29,33,50,43,1.112275,8.930625
2,0.01,5.23287671232877,15.5068493150685,22.4109589041096,17.8082191780822,32.4383561643836,46,38,45,38,44,1.234225,9.068575
2,0.01,7.2054794520548,18.958904109589,26.6849315068493,19.5342465753425,37.9452054794521,57,53,40,57,43,0.968825,8.93595
2,0.01,6.95890410958904,20.5205479452055,27.2602739726027,16.9041095890411,35.8082191780822,33,43,34,41,45,1.083625,8.844175
2,0.01,4.65753424657534,15.2602739726027,23.3150684931507,19.9452054794521,38.3561643835616,31,32,46,50,52,1.01465,9.0198
2,0.01,3.50684931506849,15.0958904109589,21.3424657534247,16.2465753424658,32.3561643835616,36,42,37,49,43,1.24325,9.157
2,0.1,5.06849315068493,15.5890410958904,23.3150684931507,8.43835616438356,28.8219178082192,44,40,39,45,46,1.463625,8.968275
2,0.1,4.98630136986301,20.2739726027397,27.1780821917808,2.93150684931507,32.1917808219178,30,41,43,37,38,1.337575,9.0632
2,0.1,3.75342465753425,16.8219178082192,22.4109589041096,12.1369863013699,29.3972602739726,39,31,36,40,33,1.43565,9.0886
2,0.1,5.23287671232877,23.972602739726,29.7260273972603,4.41095890410959,36.8767123287671,35,44,41,43,40,1.150325,8.993575
2,0.1,6.05479452054794,18.8767123287671,24.5479452054795,14.7671232876712,30.4657534246575,23,50,34,33,29,1.340675,9.091425
2,0.1,4.98630136986301,15.7534246575342,20.9315068493151,7.78082191780822,27.1780821917808,50,47,58,60,52,1.59555,9.1053
2,0.1,8.43835616438356,23.3150684931507,28.2465753424658,12.3835616438356,34.0821917808219,38,33,33,44,38,1.228525,9.0124
2,0.1,5.31506849315069,19.2054794520548,26.9315068493151,10.1643835616438,34.9041095890411,32,44,36,42,49,1.21065,8.979775
2,0.1,8.76712328767123,16.8219178082192,23.2328767123288,12.5479452054795,28.986301369863,30,38,37,48,44,1.4467,9.0519
2,0.1,6.63013698630137,19.5342465753425,27.7534246575342,6.46575342465754,34,46,50,47,68,43,1.27445,9.234775
2,0.1,3.67123287671233,16.986301369863,24.7945205479452,13.1232876712329,31.1232876712329,45,33,32,38,37,1.328475,8.92515
2,0.1,4.9041095890411,20.7671232876712,27.7534246575342,12.958904109589,33.3424657534247,28,30,41,36,29,1.2925,8.9958
2,0.1,5.31506849315069,18.1369863013699,25.9452054794521,12.3013698630137,33.6712328767123,40,38,27,37,31,1.287225,8.829225
2,0.1,6.46575342465754,19.1232876712329,25.2054794520548,11.4794520547945,32.6027397260274,41,51,43,36,33,1.34135,9.0299
2,0.1,3.83561643835617,15.8356164383562,23.5616438356164,10.6575342465753,29.0684931506849,47,54,67,55,47,1.40375,8.946825
2,0.1,6.71232876712329,19.8630136986301,26.8493150684931,14.027397260274,33.6712328767123,37,42,35,55,38,1.191975,8.902425
2,0.1,5.3972602739726,18.8767123287671,24.7945205479452,10.6575342465753,30.1369863013699,35,41,49,45,40,1.3722,8.9898
2,0.1,6.7945205479452,19.1232876712329,25.041095890411,10.0821917808219,30.1369863013699,28,47,32,44,48,1.35475,8.825625
2,0.1,4,22.5753424657534,28.3287671232877,11.5616438356164,33.8356164383562,35,45,37,41,39,1.2429,9.065675
2,0.1,6.05479452054794,15.5068493150685,22.1643835616438,9.01369863013699,28.4109589041096,33,43,37,47,38,1.4913,9.0672
2,0.25,8.10958904109589,21.7534246575342,27.5890410958904,1.86301369863014,32.6027397260274,36,40,37,43,36,1.35255,9.0112
2,0.25,4.08219178082192,18.7945205479452,25.041095890411,0.136986301369863,28.7397260273973,36,36,32,51,37,1.502825,9.0741
2,0.25,6.46575342465754,15.6712328767123,20.8493150684931,5.23287671232877,27.0958904109589,42,47,57,59,58,1.634925,9.02205
2,0.25,6.38356164383562,16.7397260273973,22.9041095890411,0.136986301369863,29.1506849315069,38,46,37,32,37,1.5598,8.960875
2,0.25,8.10958904109589,18.5479452054795,24.3013698630137,0.136986301369863,28,40,41,40,48,41,1.546175,9.176775
2,0.25,5.72602739726027,17.7260273972603,24.2191780821918,4.08219178082192,27.7534246575342,48,53,55,63,55,1.491725,8.917275
2,0.25,6.13698630136986,17.3972602739726,22.1643835616438,0.136986301369863,25.6164383561644,32,47,52,43,49,1.6279,9.059375
2,0.25,6.54794520547945,19.5342465753425,27.2602739726027,3.50684931506849,31.6986301369863,37,55,45,55,35,1.417575,9.1007
