"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.01,4.24657534246575,16.1643835616438,22.3287671232877,11.8904109589041,39.7534246575342,30,46,29,48,45,1.09785,8.95465
2,0.01,4.57534246575343,13.7808219178082,20.5205479452055,11.7260273972603,NA,58,62,54,51,59,1.1036,8.980975
2,0.01,8.76712328767123,20.5205479452055,27.1780821917808,8.76712328767123,38.3561643835616,38,22,49,34,44,1.02405,9.002475
2,0.01,3.83561643835617,13.6986301369863,21.2602739726027,9.91780821917808,39.5890410958904,52,58,58,49,54,1.12955,8.881125
2,0.01,8.27397260273973,19.7808219178082,26.5205479452055,18.2191780821918,NA,39,43,50,45,34,0.994375,8.95105
2,0.01,8.6027397260274,17.972602739726,23.5616438356164,13.041095890411,35.972602739726,37,37,35,31,40,1.080075,8.8202
2,0.01,7.53424657534246,21.9178082191781,28.4931506849315,16.7397260273973,NA,32,42,30,37,37,0.8725,8.91845
2,0.01,4.65753424657534,15.5068493150685,21.5890410958904,15.5068493150685,36.3013698630137,44,44,44,50,63,1.17,8.9559
2,0.01,5.15068493150685,14.7671232876712,22.3287671232877,10.8219178082192,39.1780821917808,33,51,28,34,41,1.107775,8.968675
2,0.01,6.95890410958904,16.8219178082192,23.8082191780822,18.5479452054795,NA,36,36,36,38,43,0.980825,8.8629
2,0.01,6.46575342465754,16.5753424657534,24.3013698630137,14.1095890410959,39.4246575342466,31,25,37,43,39,1.06585,9.02515
2,0.01,4.24657534246575,18.3835616438356,25.2876712328767,11.3972602739726,39.0958904109589,33,46,26,43,35,1.0412,8.904925
2,0.01,5.64383561643836,18.3013698630137,24.7945205479452,16.2465753424658,38.9315068493151,33,37,43,56,39,1.005325,8.871725
2,0.01,5.47945205479452,17.5616438356164,24.7123287671233,13.9452054794521,NA,57,35,41,48,25,0.9952,8.847825
2,0.01,5.64383561643836,16.1643835616438,21.9178082191781,14.2739726027397,33.013698630137,27,49,51,43,47,1.237175,9.0121
2,0.01,10.6575342465753,20.1917808219178,26.9315068493151,20.2739726027397,NA,29,45,44,39,42,0.967425,8.9245
2,0.01,6.7945205479452,17.3972602739726,24.958904109589,16.5753424657534,NA,31,31,38,42,27,0.981,8.823275
2,0.01,7.6986301369863,19.7808219178082,25.6986301369863,13.2876712328767,36.7123287671233,36,33,35,49,41,1.060225,8.9217
2,0.01,4.24657534246575,16.0821917808219,24.4657534246575,14.8493150684931,NA,39,47,57,48,70,1.001275,8.997725
2,0.01,7.2054794520548,18.1369863013699,24.3013698630137,16.986301369863,39.1780821917808,26,41,47,49,37,1.017025,8.896925
2,0.1,4.16438356164383,15.1780821917808,22.9041095890411,3.58904109589041,27.3424657534247,40,45,43,37,25,1.643875,9.055525
2,0.1,5.64383561643836,17.8904109589041,22.5753424657534,6.13698630136986,27.3424657534247,35,33,48,49,35,1.544725,8.932025
2,0.1,6.38356164383562,20.6849315068493,26.1095890410959,15.2602739726027,31.6164383561644,43,46,37,47,35,1.3591,9.0703
2,0.1,4.98630136986301,13.041095890411,19.1232876712329,10.7397260273973,27.9178082191781,30,52,41,45,44,1.550775,9.03225
2,0.1,7.28767123287671,17.0684931506849,24.5479452054795,8.52054794520548,31.6164383561644,30,41,35,45,37,1.357725,8.954225
2,0.1,4.98630136986301,14.6027397260274,20.7671232876712,9.0958904109589,29.1506849315069,32,46,40,47,49,1.482075,8.846
2,0.1,7.04109589041096,23.6438356164384,28.7397260273973,14.7671232876712,32.6849315068493,32,38,46,50,43,1.2515,9.0162
2,0.1,3.83561643835617,15.0958904109589,21.013698630137,2.35616438356164,25.8630136986301,53,58,50,55,54,1.770575,9.112725
2,0.1,8.27397260273973,18.1369863013699,24.7945205479452,13.1232876712329,29.7260273972603,39,29,42,42,38,1.4999,9.08635
2,0.1,4.16438356164383,13.9452054794521,19.7808219178082,1.45205479452055,28.986301369863,34,42,39,29,32,1.49885,9.1225
2,0.1,6.95890410958904,15.6712328767123,21.5890410958904,10.2465753424658,30.2191780821918,32,32,36,43,41,1.400025,8.9558
2,0.1,8.02739726027397,22.6575342465753,28.6575342465753,17.3150684931507,33.7534246575342,44,35,38,42,35,1.20905,9.057175
2,0.1,9.75342465753425,22.9041095890411,30.958904109589,7.94520547945206,36.7123287671233,42,32,29,57,37,1.0823,8.91585
2,0.1,3.91780821917808,12.8767123287671,17.972602739726,5.72602739726027,24.5479452054795,35,43,42,48,38,1.87125,9.073525
2,0.1,6.05479452054794,19.3698630136986,26.027397260274,8.27397260273973,32.1095890410959,42,30,47,40,39,1.353,8.982175
2,0.1,4.82191780821918,12.7945205479452,19.3698630136986,9.0958904109589,25.9452054794521,47,43,54,55,44,1.695875,8.953675
2,0.1,4.73972602739726,19.041095890411,26.4383561643836,7.53424657534246,31.8630136986301,45,58,45,45,47,1.3525,8.98695
2,0.1,6.87671232876712,18.3013698630137,25.8630136986301,6.38356164383562,32.2739726027397,34,34,40,46,43,1.326025,8.877125
2,0.1,6.54794520547945,19.6986301369863,25.9452054794521,11.3150684931507,30.7123287671233,31,45,33,41,36,1.37915,9.077925
2,0.1,4.32876712328767,14.6027397260274,20.3561643835616,10.4931506849315,28.4931506849315,38,57,37,40,55,1.545525,9.0201
2,0.25,5.3972602739726,15.9178082191781,19.9452054794521,0.547945205479451,22.8219178082192,43,55,56,72,46,2.102925,9.126125
2,0.25,4.57534246575343,11.5616438356164,17.0684931506849,0.136986301369863,21.013698630137,45,32,40,50,36,2.21255,9.005875
2,0.25,6.13698630136986,16.8219178082192,21.7534246575342,0.219178082191782,24.8767123287671,37,29,40,36,46,1.9062,8.91945
2,0.25,5.47945205479452,16.6575342465753,22.1643835616438,0.136986301369863,25.041095890411,29,40,38,26,40,1.84845,8.9206
2,0.25,5.56164383561644,15.5890410958904,22.0821917808219,0.136986301369863,24.8767123287671,19,41,28,53,27,1.941975,8.974075
2,0.25,4.49315068493151,16.5753424657534,22.1643835616438,0.136986301369863,24.5479452054795,34,42,39,32,39,1.796625,8.82575
2,0.25,5.3972602739726,16.1643835616438,21.0958904109589,0.136986301369863,23.5616438356164,31,51,36,31,41,2.012775,9.0907
2,0.25,6.46575342465754,15.3424657534247,20.9315068493151,0.136986301369863,24.3013698630137,38,50,54,38,46,1.979875,9.08435
2,0.25,7.04109589041096,18.3013698630137,23.3150684931507,4.32876712328767,24.958904109589,31,35,34,47,39,1.79285,8.999925
2,0.25,7.78082191780822,21.5068493150685,26.4383561643836,4.98630136986301,29.2328767123288,24,34,27,36,41,1.5551,8.984475
2,0.25,6.3013698630137,20.6027397260274,26.027397260274,1.61643835616438,28.4109589041096,38,39,45,41,41,1.615575,8.9107
2,0.25,6.38356164383562,15.6712328767123,21.6712328767123,2.68493150684931,24.4657534246575,33,46,41,50,46,1.9861,9.123925
2,0.25,6.46575342465754,16.5753424657534,22.6575342465753,0.136986301369863,24.7945205479452,41,44,51,48,49,1.900825,9.094725
2,0.25,4.9041095890411,15.7534246575342,21.2602739726027,0.712328767123289,25.7808219178082,40,42,43,40,40,1.8891,9.1131
2,0.25,5.47945205479452,16.986301369863,22,1.61643835616438,25.2054794520548,36,45,32,35,39,1.8282,8.9977
2,0.25,6.95890410958904,18.7123287671233,24.3013698630137,0.136986301369863,26.6027397260274,34,38,44,44,35,1.765425,9.018025
2,0.25,5.31506849315069,18.1369863013699,23.1506849315069,2.43835616438356,25.2876712328767,30,41,37,54,43,1.8308,9.017175
2,0.25,6.21917808219178,15.4246575342466,21.3424657534247,2.43835616438356,24.8767123287671,33,30,39,35,26,1.9814,9.0537
2,0.25,5.23287671232877,15.1780821917808,20.1095890410959,0.136986301369863,24.3835616438356,35,45,46,39,49,2.0015,9.042
2,0.25,6.63013698630137,17.3972602739726,23.7260273972603,5.80821917808219,27.3424657534247,32,44,43,55,45,1.7589,9.125425
2,0.5,3.42465753424657,10.9041095890411,15.8356164383562,0.136986301369863,17.0684931506849,32,46,47,33,32,2.680325,9.054225
2,0.5,3.58904109589041,14.1095890410959,19.2054794520548,0.136986301369863,20.1917808219178,29,47,53,48,47,2.377525,8.9343
2,0.5,4.41095890410959,12.1369863013699,16.4931506849315,0.136986301369863,16.8219178082192,51,52,56,56,60,2.675825,9.079525
