"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.01,5.72602739726027,26.7671232876712,38.6849315068493,2.6027397260274,NA,27,31,29,46,37,0.866725,8.935725
2,0.01,6.3013698630137,18.7123287671233,28.8219178082192,0.301369863013697,NA,38,57,49,57,41,0.9703,9.036025
2,0.01,9.26027397260274,21.7534246575342,30.2191780821918,2.27397260273973,NA,45,41,32,40,29,0.89535,9.044475
2,0.01,7.45205479452055,31.6164383561644,NA,2.6027397260274,NA,35,33,38,44,39,0.888425,8.973475
2,0.01,6.54794520547945,20.5205479452055,31.6986301369863,1.36986301369863,NA,26,39,36,51,39,0.89745,8.812425
2,0.01,7.12328767123288,25.2876712328767,34.986301369863,0.219178082191782,NA,35,44,35,33,49,0.907475,8.930475
2,0.01,6.3013698630137,25.041095890411,38.8493150684931,2.35616438356164,NA,37,39,39,35,43,0.871,8.874875
2,0.01,10.6575342465753,22.5753424657534,31.3698630136986,1.53424657534246,NA,40,29,49,40,49,0.937625,8.917875
2,0.01,6.54794520547945,20.027397260274,29.4794520547945,3.42465753424657,NA,23,38,28,36,39,0.904,8.80875
2,0.01,4.41095890410959,16.2465753424658,28.4931506849315,5.3972602739726,NA,40,49,53,62,44,0.94905,8.888275
2,0.01,3.34246575342466,24.2191780821918,36.1369863013699,0.547945205479451,NA,37,47,29,40,36,0.927225,8.93925
2,0.01,5.72602739726027,34.1643835616438,NA,4,NA,33,39,32,41,35,0.84585,8.854225
2,0.01,11.3150684931507,28.8219178082192,36.5479452054795,0.301369863013697,NA,46,38,29,56,39,0.900175,8.977225
2,0.01,8.43835616438356,28.8219178082192,38.1095890410959,3.75342465753425,NA,36,38,53,50,42,0.845,8.889675
2,0.01,7.12328767123288,20.2739726027397,29.3972602739726,1.86301369863014,NA,38,45,45,49,48,0.9283,9.0834
2,0.01,6.46575342465754,26.1095890410959,38.8493150684931,5.23287671232877,NA,36,40,47,55,42,0.8555,8.88645
2,0.01,5.06849315068493,19.4520547945205,32.8493150684931,1.6986301369863,NA,40,44,46,59,59,0.904875,8.86565
2,0.01,11.2328767123288,23.8904109589041,32.5205479452055,0.794520547945204,NA,31,33,37,44,36,0.855825,8.819525
2,0.01,5.15068493150685,22.986301369863,33.9178082191781,4.73972602739726,NA,46,33,38,48,42,0.894675,8.9532
2,0.01,8.52054794520548,29.3150684931507,38.9315068493151,10.5753424657534,NA,29,34,38,54,49,0.850375,8.985425
2,0.1,6.87671232876712,21.2602739726027,30.5479452054795,0.136986301369863,NA,30,33,35,61,41,1.0927,8.7332
2,0.1,11.5616438356164,28.0821917808219,36.6301369863014,0.136986301369863,NA,39,46,30,45,34,1.058875,8.96435
2,0.1,6.95890410958904,24.958904109589,34.986301369863,0.547945205479451,NA,36,51,49,42,40,1.112875,8.92985
2,0.1,8.10958904109589,20.6849315068493,32.7671232876712,0.465753424657535,NA,34,32,37,34,43,1.1203,8.832525
2,0.1,6.13698630136986,21.9178082191781,31.1232876712329,1.28767123287671,NA,46,51,41,59,46,1.087075,8.740025
2,0.1,4.9041095890411,26.4383561643836,35.7260273972603,1.61643835616438,NA,36,35,50,38,31,1.107075,8.868025
2,0.1,4.08219178082192,15.8356164383562,26.8493150684931,1.04109589041096,NA,62,77,74,60,69,1.143075,8.8359
2,0.1,9.42465753424657,27.6712328767123,39.5068493150685,0.383561643835616,NA,43,43,40,42,43,1.097675,9.02115
2,0.1,5.97260273972603,23.2328767123288,32.6027397260274,0.219178082191782,NA,21,49,39,47,44,1.1428,8.94255
2,0.1,7.94520547945206,24.7123287671233,34.4931506849315,0.136986301369863,NA,40,30,42,60,36,1.1398,9.057575
2,0.1,8.76712328767123,27.5890410958904,38.3561643835616,0.136986301369863,NA,34,35,31,50,34,1.06965,8.840275
2,0.1,7.12328767123288,23.7260273972603,35.3972602739726,0.63013698630137,NA,34,30,34,47,44,1.115175,8.902575
2,0.1,6.05479452054794,28.3287671232877,38.2739726027397,0.383561643835616,NA,37,36,47,47,32,1.1039,8.856
2,0.1,10.2465753424658,30.5479452054795,38.6027397260274,0.301369863013697,NA,39,42,29,48,33,1.091525,9.0487
2,0.1,7.61643835616438,20.027397260274,28.8219178082192,0.136986301369863,NA,37,38,41,36,40,1.1739,8.874825
2,0.1,6.7945205479452,23.7260273972603,33.6712328767123,0.219178082191782,NA,37,37,36,38,40,1.11215,8.996075
2,0.1,5.31506849315069,16.986301369863,28.4109589041096,0.136986301369863,NA,34,50,30,49,40,1.159525,8.80005
2,0.1,4.9041095890411,18.8767123287671,28.4931506849315,0.547945205479451,NA,34,39,42,56,46,1.208375,9.049725
2,0.1,6.05479452054794,22.986301369863,34.0821917808219,2.35616438356164,NA,38,34,38,52,36,1.14085,8.983125
2,0.1,6.87671232876712,23.2328767123288,35.0684931506849,0.136986301369863,NA,29,39,39,36,37,1.11625,8.7937
