"Time","Genotype","Strains","Prob_LPF","Model"
-13.8877338877348,"TYY0Y1",0,0.735268,"PSU"
-13.8877338877348,"TYY1Y1",0,0.735268,"PSU"
-13.8877338877348,"TYY0Y2",0,0.735268,"PSU"
-13.8877338877348,"TYY1Y2",0,0.735268,"PSU"
-13.8877338877348,"KYY0Y1",0,0.771709,"PSU"
-13.8877338877348,"KYY1Y1",0,0.771709,"PSU"
-13.8877338877348,"KYY0Y2",0,0.771709,"PSU"
-13.8877338877348,"KYY1Y2",0,0.771709,"PSU"
-13.8877338877348,"TYF0Y1",0,0.794297,"PSU"
-13.8877338877348,"TYF1Y1",0,0.794297,"PSU"
-13.8877338877348,"TYF0Y2",0,0.794297,"PSU"
-13.8877338877348,"TYF1Y2",0,0.794297,"PSU"
-13.8877338877348,"KYF0Y1",0,0.824725,"PSU"
-13.8877338877348,"KYF1Y1",0,0.824725,"PSU"
-13.8877338877348,"KYF0Y2",0,0.824725,"PSU"
-13.8877338877348,"KYF1Y2",0,0.824725,"PSU"
-13.8877338877348,"TNY0Y1",0,0.864359,"PSU"
-13.8877338877348,"TNY1Y1",0,0.864359,"PSU"
-13.8877338877348,"TNY0Y2",0,0.864359,"PSU"
-13.8877338877348,"TNY1Y2",0,0.864359,"PSU"
-13.8877338877348,"TYY0C1",0,0.891124,"PSU"
-13.8877338877348,"TYY1C1",0,0.891124,"PSU"
-13.8877338877348,"TYY0C2",0,0.891124,"PSU"
-13.8877338877348,"TYY1C2",0,0.891124,"PSU"
-13.8877338877348,"TNF0Y1",0,0.892625,"PSU"
-13.8877338877348,"TNF1Y1",0,0.892625,"PSU"
-13.8877338877348,"TNF0Y2",0,0.892625,"PSU"
-13.8877338877348,"TNF1Y2",0,0.892625,"PSU"
-13.8877338877348,"KNY0Y1",0,0.895737,"PSU"
-13.8877338877348,"KNY1Y1",0,0.895737,"PSU"
-13.8877338877348,"KNY0Y2",0,0.895737,"PSU"
-13.8877338877348,"KNY1Y2",0,0.895737,"PSU"
-13.8877338877348,"KYY0C1",0,0.905281,"PSU"
-13.8877338877348,"KYY1C1",0,0.905281,"PSU"
-13.8877338877348,"KYY0C2",0,0.905281,"PSU"
-13.8877338877348,"KYY1C2",0,0.905281,"PSU"
-13.8877338877348,"TYF0C1",0,0.917383,"PSU"
-13.8877338877348,"TYF1C1",0,0.917383,"PSU"
-13.8877338877348,"TYF0C2",0,0.917383,"PSU"
-13.8877338877348,"TYF1C2",0,0.917383,"PSU"
-13.8877338877348,"KYF0C1",0,0.930465,"PSU"
-13.8877338877348,"KYF1C1",0,0.930465,"PSU"
-13.8877338877348,"KYF0C2",0,0.930465,"PSU"
-13.8877338877348,"KYF1C2",0,0.930465,"PSU"
-13.8877338877348,"TNY0C1",0,0.947158,"PSU"
-13.8877338877348,"TNY1C1",0,0.947158,"PSU"
-13.8877338877348,"TNY0C2",0,0.947158,"PSU"
-13.8877338877348,"TNY1C2",0,0.947158,"PSU"
-13.8877338877348,"KNF0Y1",0,0.948359,"PSU"
-13.8877338877348,"KNF1Y1",0,0.948359,"PSU"
-13.8877338877348,"KNF0Y2",0,0.948359,"PSU"
-13.8877338877348,"KNF1Y2",0,0.948359,"PSU"
-13.8877338877348,"TNF0C1",0,0.958879,"PSU"
-13.8877338877348,"TNF1C1",0,0.958879,"PSU"
-13.8877338877348,"TNF0C2",0,0.958879,"PSU"
-13.8877338877348,"TNF1C2",0,0.958879,"PSU"
-13.8877338877348,"KNY0C1",1,0.962073,"PSU"
-13.8877338877348,"KNY1C1",0,0.962073,"PSU"
-13.8877338877348,"KNY0C2",0,0.962073,"PSU"
-13.8877338877348,"KNY1C2",0,0.962073,"PSU"
-13.8877338877348,"KNF0C1",0,0.976982,"PSU"
-13.8877338877348,"KNF1C1",0,0.976982,"PSU"
-13.8877338877348,"KNF0C2",0,0.976982,"PSU"
-13.8877338877348,"KNF1C2",0,0.976982,"PSU"
-13.8045738045747,"TYY0Y1",0,0.735268,"PSU"
-13.8045738045747,"TYY1Y1",0,0.735268,"PSU"
-13.8045738045747,"TYY0Y2",0,0.735268,"PSU"
-13.8045738045747,"TYY1Y2",0,0.735268,"PSU"
-13.8045738045747,"KYY0Y1",0,0.771709,"PSU"
-13.8045738045747,"KYY1Y1",0,0.771709,"PSU"
-13.8045738045747,"KYY0Y2",0,0.771709,"PSU"
-13.8045738045747,"KYY1Y2",0,0.771709,"PSU"
-13.8045738045747,"TYF0Y1",0,0.794297,"PSU"
-13.8045738045747,"TYF1Y1",0,0.794297,"PSU"
-13.8045738045747,"TYF0Y2",0,0.794297,"PSU"
-13.8045738045747,"TYF1Y2",0,0.794297,"PSU"
-13.8045738045747,"KYF0Y1",0,0.824725,"PSU"
-13.8045738045747,"KYF1Y1",0,0.824725,"PSU"
-13.8045738045747,"KYF0Y2",0,0.824725,"PSU"
-13.8045738045747,"KYF1Y2",0,0.824725,"PSU"
-13.8045738045747,"TNY0Y1",0,0.864359,"PSU"
-13.8045738045747,"TNY1Y1",0,0.864359,"PSU"
-13.8045738045747,"TNY0Y2",0,0.864359,"PSU"
-13.8045738045747,"TNY1Y2",0,0.864359,"PSU"
-13.8045738045747,"TYY0C1",0,0.891124,"PSU"
-13.8045738045747,"TYY1C1",0,0.891124,"PSU"
-13.8045738045747,"TYY0C2",0,0.891124,"PSU"
-13.8045738045747,"TYY1C2",0,0.891124,"PSU"
-13.8045738045747,"TNF0Y1",0,0.892625,"PSU"
-13.8045738045747,"TNF1Y1",0,0.892625,"PSU"
-13.8045738045747,"TNF0Y2",0,0.892625,"PSU"
-13.8045738045747,"TNF1Y2",0,0.892625,"PSU"
-13.8045738045747,"KNY0Y1",0,0.895737,"PSU"
-13.8045738045747,"KNY1Y1",0,0.895737,"PSU"
-13.8045738045747,"KNY0Y2",0,0.895737,"PSU"
-13.8045738045747,"KNY1Y2",0,0.895737,"PSU"
-13.8045738045747,"KYY0C1",0,0.905281,"PSU"
-13.8045738045747,"KYY1C1",0,0.905281,"PSU"
-13.8045738045747,"KYY0C2",0,0.905281,"PSU"
-13.8045738045747,"KYY1C2",0,0.905281,"PSU"
-13.8045738045747,"TYF0C1",0,0.917383,"PSU"
-13.8045738045747,"TYF1C1",0,0.917383,"PSU"
-13.8045738045747,"TYF0C2",0,0.917383,"PSU"
-13.8045738045747,"TYF1C2",0,0.917383,"PSU"
-13.8045738045747,"KYF0C1",0,0.930465,"PSU"
-13.8045738045747,"KYF1C1",0,0.930465,"PSU"
-13.8045738045747,"KYF0C2",0,0.930465,"PSU"
-13.8045738045747,"KYF1C2",0,0.930465,"PSU"
-13.8045738045747,"TNY0C1",0,0.947158,"PSU"
-13.8045738045747,"TNY1C1",0,0.947158,"PSU"
-13.8045738045747,"TNY0C2",0,0.947158,"PSU"
-13.8045738045747,"TNY1C2",0,0.947158,"PSU"
-13.8045738045747,"KNF0Y1",0,0.948359,"PSU"
-13.8045738045747,"KNF1Y1",0,0.948359,"PSU"
-13.8045738045747,"KNF0Y2",0,0.948359,"PSU"
-13.8045738045747,"KNF1Y2",0,0.948359,"PSU"
-13.8045738045747,"TNF0C1",0,0.958879,"PSU"
-13.8045738045747,"TNF1C1",0,0.958879,"PSU"
-13.8045738045747,"TNF0C2",0,0.958879,"PSU"
-13.8045738045747,"TNF1C2",0,0.958879,"PSU"
-13.8045738045747,"KNY0C1",1,0.962073,"PSU"
-13.8045738045747,"KNY1C1",0,0.962073,"PSU"
-13.8045738045747,"KNY0C2",0,0.962073,"PSU"
-13.8045738045747,"KNY1C2",0,0.962073,"PSU"
-13.8045738045747,"KNF0C1",0,0.976982,"PSU"
-13.8045738045747,"KNF1C1",0,0.976982,"PSU"
-13.8045738045747,"KNF0C2",0,0.976982,"PSU"
-13.8045738045747,"KNF1C2",0,0.976982,"PSU"
-13.7214137214146,"TYY0Y1",0,0.735268,"PSU"
-13.7214137214146,"TYY1Y1",0,0.735268,"PSU"
-13.7214137214146,"TYY0Y2",0,0.735268,"PSU"
-13.7214137214146,"TYY1Y2",0,0.735268,"PSU"
-13.7214137214146,"KYY0Y1",0,0.771709,"PSU"
-13.7214137214146,"KYY1Y1",0,0.771709,"PSU"
-13.7214137214146,"KYY0Y2",0,0.771709,"PSU"
-13.7214137214146,"KYY1Y2",0,0.771709,"PSU"
-13.7214137214146,"TYF0Y1",0,0.794297,"PSU"
-13.7214137214146,"TYF1Y1",0,0.794297,"PSU"
-13.7214137214146,"TYF0Y2",0,0.794297,"PSU"
-13.7214137214146,"TYF1Y2",0,0.794297,"PSU"
-13.7214137214146,"KYF0Y1",0,0.824725,"PSU"
-13.7214137214146,"KYF1Y1",0,0.824725,"PSU"
-13.7214137214146,"KYF0Y2",0,0.824725,"PSU"
-13.7214137214146,"KYF1Y2",0,0.824725,"PSU"
-13.7214137214146,"TNY0Y1",0,0.864359,"PSU"
-13.7214137214146,"TNY1Y1",0,0.864359,"PSU"
-13.7214137214146,"TNY0Y2",0,0.864359,"PSU"
-13.7214137214146,"TNY1Y2",0,0.864359,"PSU"
-13.7214137214146,"TYY0C1",0,0.891124,"PSU"
-13.7214137214146,"TYY1C1",0,0.891124,"PSU"
-13.7214137214146,"TYY0C2",0,0.891124,"PSU"
-13.7214137214146,"TYY1C2",0,0.891124,"PSU"
-13.7214137214146,"TNF0Y1",0,0.892625,"PSU"
-13.7214137214146,"TNF1Y1",0,0.892625,"PSU"
-13.7214137214146,"TNF0Y2",0,0.892625,"PSU"
-13.7214137214146,"TNF1Y2",0,0.892625,"PSU"
-13.7214137214146,"KNY0Y1",0,0.895737,"PSU"
-13.7214137214146,"KNY1Y1",0,0.895737,"PSU"
-13.7214137214146,"KNY0Y2",0,0.895737,"PSU"
-13.7214137214146,"KNY1Y2",0,0.895737,"PSU"
-13.7214137214146,"KYY0C1",0,0.905281,"PSU"
-13.7214137214146,"KYY1C1",0,0.905281,"PSU"
-13.7214137214146,"KYY0C2",0,0.905281,"PSU"
-13.7214137214146,"KYY1C2",0,0.905281,"PSU"
-13.7214137214146,"TYF0C1",0,0.917383,"PSU"
-13.7214137214146,"TYF1C1",0,0.917383,"PSU"
-13.7214137214146,"TYF0C2",0,0.917383,"PSU"
-13.7214137214146,"TYF1C2",0,0.917383,"PSU"
-13.7214137214146,"KYF0C1",0,0.930465,"PSU"
-13.7214137214146,"KYF1C1",0,0.930465,"PSU"
-13.7214137214146,"KYF0C2",0,0.930465,"PSU"
-13.7214137214146,"KYF1C2",0,0.930465,"PSU"
-13.7214137214146,"TNY0C1",0,0.947158,"PSU"
-13.7214137214146,"TNY1C1",0,0.947158,"PSU"
-13.7214137214146,"TNY0C2",0,0.947158,"PSU"
-13.7214137214146,"TNY1C2",0,0.947158,"PSU"
-13.7214137214146,"KNF0Y1",0,0.948359,"PSU"
-13.7214137214146,"KNF1Y1",0,0.948359,"PSU"
-13.7214137214146,"KNF0Y2",0,0.948359,"PSU"
-13.7214137214146,"KNF1Y2",0,0.948359,"PSU"
-13.7214137214146,"TNF0C1",0,0.958879,"PSU"
-13.7214137214146,"TNF1C1",0,0.958879,"PSU"
-13.7214137214146,"TNF0C2",0,0.958879,"PSU"
-13.7214137214146,"TNF1C2",0,0.958879,"PSU"
-13.7214137214146,"KNY0C1",1,0.962073,"PSU"
-13.7214137214146,"KNY1C1",0,0.962073,"PSU"
-13.7214137214146,"KNY0C2",0,0.962073,"PSU"
-13.7214137214146,"KNY1C2",0,0.962073,"PSU"
-13.7214137214146,"KNF0C1",0,0.976982,"PSU"
-13.7214137214146,"KNF1C1",0,0.976982,"PSU"
-13.7214137214146,"KNF0C2",0,0.976982,"PSU"
-13.7214137214146,"KNF1C2",0,0.976982,"PSU"
-13.6382536382545,"TYY0Y1",0,0.735268,"PSU"
-13.6382536382545,"TYY1Y1",0,0.735268,"PSU"
-13.6382536382545,"TYY0Y2",0,0.735268,"PSU"
-13.6382536382545,"TYY1Y2",0,0.735268,"PSU"
-13.6382536382545,"KYY0Y1",0,0.771709,"PSU"
-13.6382536382545,"KYY1Y1",0,0.771709,"PSU"
-13.6382536382545,"KYY0Y2",0,0.771709,"PSU"
-13.6382536382545,"KYY1Y2",0,0.771709,"PSU"
-13.6382536382545,"TYF0Y1",0,0.794297,"PSU"
-13.6382536382545,"TYF1Y1",0,0.794297,"PSU"
-13.6382536382545,"TYF0Y2",0,0.794297,"PSU"
-13.6382536382545,"TYF1Y2",0,0.794297,"PSU"
-13.6382536382545,"KYF0Y1",0,0.824725,"PSU"
-13.6382536382545,"KYF1Y1",0,0.824725,"PSU"
-13.6382536382545,"KYF0Y2",0,0.824725,"PSU"
-13.6382536382545,"KYF1Y2",0,0.824725,"PSU"
-13.6382536382545,"TNY0Y1",0,0.864359,"PSU"
-13.6382536382545,"TNY1Y1",0,0.864359,"PSU"
-13.6382536382545,"TNY0Y2",0,0.864359,"PSU"
-13.6382536382545,"TNY1Y2",0,0.864359,"PSU"
-13.6382536382545,"TYY0C1",0,0.891124,"PSU"
-13.6382536382545,"TYY1C1",0,0.891124,"PSU"
-13.6382536382545,"TYY0C2",0,0.891124,"PSU"
-13.6382536382545,"TYY1C2",0,0.891124,"PSU"
-13.6382536382545,"TNF0Y1",0,0.892625,"PSU"
-13.6382536382545,"TNF1Y1",0,0.892625,"PSU"
-13.6382536382545,"TNF0Y2",0,0.892625,"PSU"
-13.6382536382545,"TNF1Y2",0,0.892625,"PSU"
-13.6382536382545,"KNY0Y1",0,0.895737,"PSU"
-13.6382536382545,"KNY1Y1",0,0.895737,"PSU"
-13.6382536382545,"KNY0Y2",0,0.895737,"PSU"
-13.6382536382545,"KNY1Y2",0,0.895737,"PSU"
-13.6382536382545,"KYY0C1",0,0.905281,"PSU"
-13.6382536382545,"KYY1C1",0,0.905281,"PSU"
-13.6382536382545,"KYY0C2",0,0.905281,"PSU"
-13.6382536382545,"KYY1C2",0,0.905281,"PSU"
-13.6382536382545,"TYF0C1",0,0.917383,"PSU"
-13.6382536382545,"TYF1C1",0,0.917383,"PSU"
-13.6382536382545,"TYF0C2",0,0.917383,"PSU"
-13.6382536382545,"TYF1C2",0,0.917383,"PSU"
-13.6382536382545,"KYF0C1",0,0.930465,"PSU"
-13.6382536382545,"KYF1C1",0,0.930465,"PSU"
-13.6382536382545,"KYF0C2",0,0.930465,"PSU"
-13.6382536382545,"KYF1C2",0,0.930465,"PSU"
-13.6382536382545,"TNY0C1",0,0.947158,"PSU"
-13.6382536382545,"TNY1C1",0,0.947158,"PSU"
-13.6382536382545,"TNY0C2",0,0.947158,"PSU"
-13.6382536382545,"TNY1C2",0,0.947158,"PSU"
-13.6382536382545,"KNF0Y1",0,0.948359,"PSU"
-13.6382536382545,"KNF1Y1",0,0.948359,"PSU"
-13.6382536382545,"KNF0Y2",0,0.948359,"PSU"
-13.6382536382545,"KNF1Y2",0,0.948359,"PSU"
-13.6382536382545,"TNF0C1",0,0.958879,"PSU"
-13.6382536382545,"TNF1C1",0,0.958879,"PSU"
-13.6382536382545,"TNF0C2",0,0.958879,"PSU"
-13.6382536382545,"TNF1C2",0,0.958879,"PSU"
-13.6382536382545,"KNY0C1",1,0.962073,"PSU"
-13.6382536382545,"KNY1C1",0,0.962073,"PSU"
-13.6382536382545,"KNY0C2",0,0.962073,"PSU"
-13.6382536382545,"KNY1C2",0,0.962073,"PSU"
-13.6382536382545,"KNF0C1",0,0.976982,"PSU"
-13.6382536382545,"KNF1C1",0,0.976982,"PSU"
-13.6382536382545,"KNF0C2",0,0.976982,"PSU"
-13.6382536382545,"KNF1C2",0,0.976982,"PSU"
-13.5550935550944,"TYY0Y1",0,0.735268,"PSU"
-13.5550935550944,"TYY1Y1",0,0.735268,"PSU"
-13.5550935550944,"TYY0Y2",0,0.735268,"PSU"
-13.5550935550944,"TYY1Y2",0,0.735268,"PSU"
-13.5550935550944,"KYY0Y1",0,0.771709,"PSU"
-13.5550935550944,"KYY1Y1",0,0.771709,"PSU"
-13.5550935550944,"KYY0Y2",0,0.771709,"PSU"
-13.5550935550944,"KYY1Y2",0,0.771709,"PSU"
-13.5550935550944,"TYF0Y1",0,0.794297,"PSU"
-13.5550935550944,"TYF1Y1",0,0.794297,"PSU"
-13.5550935550944,"TYF0Y2",0,0.794297,"PSU"
-13.5550935550944,"TYF1Y2",0,0.794297,"PSU"
-13.5550935550944,"KYF0Y1",0,0.824725,"PSU"
-13.5550935550944,"KYF1Y1",0,0.824725,"PSU"
-13.5550935550944,"KYF0Y2",0,0.824725,"PSU"
-13.5550935550944,"KYF1Y2",0,0.824725,"PSU"
-13.5550935550944,"TNY0Y1",0,0.864359,"PSU"
-13.5550935550944,"TNY1Y1",0,0.864359,"PSU"
-13.5550935550944,"TNY0Y2",0,0.864359,"PSU"
-13.5550935550944,"TNY1Y2",0,0.864359,"PSU"
-13.5550935550944,"TYY0C1",0,0.891124,"PSU"
-13.5550935550944,"TYY1C1",0,0.891124,"PSU"
-13.5550935550944,"TYY0C2",0,0.891124,"PSU"
-13.5550935550944,"TYY1C2",0,0.891124,"PSU"
-13.5550935550944,"TNF0Y1",0,0.892625,"PSU"
-13.5550935550944,"TNF1Y1",0,0.892625,"PSU"
-13.5550935550944,"TNF0Y2",0,0.892625,"PSU"
-13.5550935550944,"TNF1Y2",0,0.892625,"PSU"
-13.5550935550944,"KNY0Y1",0,0.895737,"PSU"
-13.5550935550944,"KNY1Y1",0,0.895737,"PSU"
-13.5550935550944,"KNY0Y2",0,0.895737,"PSU"
-13.5550935550944,"KNY1Y2",0,0.895737,"PSU"
-13.5550935550944,"KYY0C1",0,0.905281,"PSU"
-13.5550935550944,"KYY1C1",0,0.905281,"PSU"
-13.5550935550944,"KYY0C2",0,0.905281,"PSU"
-13.5550935550944,"KYY1C2",0,0.905281,"PSU"
-13.5550935550944,"TYF0C1",0,0.917383,"PSU"
-13.5550935550944,"TYF1C1",0,0.917383,"PSU"
-13.5550935550944,"TYF0C2",0,0.917383,"PSU"
-13.5550935550944,"TYF1C2",0,0.917383,"PSU"
-13.5550935550944,"KYF0C1",0,0.930465,"PSU"
-13.5550935550944,"KYF1C1",0,0.930465,"PSU"
-13.5550935550944,"KYF0C2",0,0.930465,"PSU"
-13.5550935550944,"KYF1C2",0,0.930465,"PSU"
-13.5550935550944,"TNY0C1",0,0.947158,"PSU"
-13.5550935550944,"TNY1C1",0,0.947158,"PSU"
-13.5550935550944,"TNY0C2",0,0.947158,"PSU"
-13.5550935550944,"TNY1C2",0,0.947158,"PSU"
-13.5550935550944,"KNF0Y1",0,0.948359,"PSU"
-13.5550935550944,"KNF1Y1",0,0.948359,"PSU"
-13.5550935550944,"KNF0Y2",0,0.948359,"PSU"
-13.5550935550944,"KNF1Y2",0,0.948359,"PSU"
-13.5550935550944,"TNF0C1",0,0.958879,"PSU"
-13.5550935550944,"TNF1C1",0,0.958879,"PSU"
-13.5550935550944,"TNF0C2",0,0.958879,"PSU"
-13.5550935550944,"TNF1C2",0,0.958879,"PSU"
-13.5550935550944,"KNY0C1",1,0.962073,"PSU"
-13.5550935550944,"KNY1C1",0,0.962073,"PSU"
-13.5550935550944,"KNY0C2",0,0.962073,"PSU"
-13.5550935550944,"KNY1C2",0,0.962073,"PSU"
-13.5550935550944,"KNF0C1",0,0.976982,"PSU"
-13.5550935550944,"KNF1C1",0,0.976982,"PSU"
-13.5550935550944,"KNF0C2",0,0.976982,"PSU"
-13.5550935550944,"KNF1C2",0,0.976982,"PSU"
-13.4719334719343,"TYY0Y1",0,0.735268,"PSU"
-13.4719334719343,"TYY1Y1",0,0.735268,"PSU"
-13.4719334719343,"TYY0Y2",0,0.735268,"PSU"
-13.4719334719343,"TYY1Y2",0,0.735268,"PSU"
-13.4719334719343,"KYY0Y1",0,0.771709,"PSU"
-13.4719334719343,"KYY1Y1",0,0.771709,"PSU"
-13.4719334719343,"KYY0Y2",0,0.771709,"PSU"
-13.4719334719343,"KYY1Y2",0,0.771709,"PSU"
-13.4719334719343,"TYF0Y1",0,0.794297,"PSU"
-13.4719334719343,"TYF1Y1",0,0.794297,"PSU"
-13.4719334719343,"TYF0Y2",0,0.794297,"PSU"
-13.4719334719343,"TYF1Y2",0,0.794297,"PSU"
-13.4719334719343,"KYF0Y1",0,0.824725,"PSU"
-13.4719334719343,"KYF1Y1",0,0.824725,"PSU"
-13.4719334719343,"KYF0Y2",0,0.824725,"PSU"
-13.4719334719343,"KYF1Y2",0,0.824725,"PSU"
-13.4719334719343,"TNY0Y1",0,0.864359,"PSU"
-13.4719334719343,"TNY1Y1",0,0.864359,"PSU"
-13.4719334719343,"TNY0Y2",0,0.864359,"PSU"
-13.4719334719343,"TNY1Y2",0,0.864359,"PSU"
-13.4719334719343,"TYY0C1",0,0.891124,"PSU"
-13.4719334719343,"TYY1C1",0,0.891124,"PSU"
-13.4719334719343,"TYY0C2",0,0.891124,"PSU"
-13.4719334719343,"TYY1C2",0,0.891124,"PSU"
-13.4719334719343,"TNF0Y1",0,0.892625,"PSU"
-13.4719334719343,"TNF1Y1",0,0.892625,"PSU"
-13.4719334719343,"TNF0Y2",0,0.892625,"PSU"
-13.4719334719343,"TNF1Y2",0,0.892625,"PSU"
-13.4719334719343,"KNY0Y1",0,0.895737,"PSU"
-13.4719334719343,"KNY1Y1",0,0.895737,"PSU"
-13.4719334719343,"KNY0Y2",0,0.895737,"PSU"
-13.4719334719343,"KNY1Y2",0,0.895737,"PSU"
-13.4719334719343,"KYY0C1",0,0.905281,"PSU"
-13.4719334719343,"KYY1C1",0,0.905281,"PSU"
-13.4719334719343,"KYY0C2",0,0.905281,"PSU"
-13.4719334719343,"KYY1C2",0,0.905281,"PSU"
-13.4719334719343,"TYF0C1",0,0.917383,"PSU"
-13.4719334719343,"TYF1C1",0,0.917383,"PSU"
-13.4719334719343,"TYF0C2",0,0.917383,"PSU"
-13.4719334719343,"TYF1C2",0,0.917383,"PSU"
-13.4719334719343,"KYF0C1",0,0.930465,"PSU"
-13.4719334719343,"KYF1C1",0,0.930465,"PSU"
-13.4719334719343,"KYF0C2",0,0.930465,"PSU"
-13.4719334719343,"KYF1C2",0,0.930465,"PSU"
-13.4719334719343,"TNY0C1",0,0.947158,"PSU"
-13.4719334719343,"TNY1C1",0,0.947158,"PSU"
-13.4719334719343,"TNY0C2",0,0.947158,"PSU"
-13.4719334719343,"TNY1C2",0,0.947158,"PSU"
-13.4719334719343,"KNF0Y1",0,0.948359,"PSU"
-13.4719334719343,"KNF1Y1",0,0.948359,"PSU"
-13.4719334719343,"KNF0Y2",0,0.948359,"PSU"
-13.4719334719343,"KNF1Y2",0,0.948359,"PSU"
-13.4719334719343,"TNF0C1",0,0.958879,"PSU"
-13.4719334719343,"TNF1C1",0,0.958879,"PSU"
-13.4719334719343,"TNF0C2",0,0.958879,"PSU"
-13.4719334719343,"TNF1C2",0,0.958879,"PSU"
-13.4719334719343,"KNY0C1",1,0.962073,"PSU"
-13.4719334719343,"KNY1C1",0,0.962073,"PSU"
-13.4719334719343,"KNY0C2",0,0.962073,"PSU"
-13.4719334719343,"KNY1C2",0,0.962073,"PSU"
-13.4719334719343,"KNF0C1",0,0.976982,"PSU"
-13.4719334719343,"KNF1C1",0,0.976982,"PSU"
-13.4719334719343,"KNF0C2",0,0.976982,"PSU"
-13.4719334719343,"KNF1C2",0,0.976982,"PSU"
-13.3887733887742,"TYY0Y1",0,0.735268,"PSU"
-13.3887733887742,"TYY1Y1",0,0.735268,"PSU"
-13.3887733887742,"TYY0Y2",0,0.735268,"PSU"
-13.3887733887742,"TYY1Y2",0,0.735268,"PSU"
-13.3887733887742,"KYY0Y1",0,0.771709,"PSU"
-13.3887733887742,"KYY1Y1",0,0.771709,"PSU"
-13.3887733887742,"KYY0Y2",0,0.771709,"PSU"
-13.3887733887742,"KYY1Y2",0,0.771709,"PSU"
-13.3887733887742,"TYF0Y1",0,0.794297,"PSU"
-13.3887733887742,"TYF1Y1",0,0.794297,"PSU"
-13.3887733887742,"TYF0Y2",0,0.794297,"PSU"
-13.3887733887742,"TYF1Y2",0,0.794297,"PSU"
-13.3887733887742,"KYF0Y1",0,0.824725,"PSU"
-13.3887733887742,"KYF1Y1",0,0.824725,"PSU"
-13.3887733887742,"KYF0Y2",0,0.824725,"PSU"
-13.3887733887742,"KYF1Y2",0,0.824725,"PSU"
-13.3887733887742,"TNY0Y1",0,0.864359,"PSU"
-13.3887733887742,"TNY1Y1",0,0.864359,"PSU"
-13.3887733887742,"TNY0Y2",0,0.864359,"PSU"
-13.3887733887742,"TNY1Y2",0,0.864359,"PSU"
-13.3887733887742,"TYY0C1",0,0.891124,"PSU"
-13.3887733887742,"TYY1C1",0,0.891124,"PSU"
-13.3887733887742,"TYY0C2",0,0.891124,"PSU"
-13.3887733887742,"TYY1C2",0,0.891124,"PSU"
-13.3887733887742,"TNF0Y1",0,0.892625,"PSU"
-13.3887733887742,"TNF1Y1",0,0.892625,"PSU"
-13.3887733887742,"TNF0Y2",0,0.892625,"PSU"
-13.3887733887742,"TNF1Y2",0,0.892625,"PSU"
-13.3887733887742,"KNY0Y1",0,0.895737,"PSU"
-13.3887733887742,"KNY1Y1",0,0.895737,"PSU"
-13.3887733887742,"KNY0Y2",0,0.895737,"PSU"
-13.3887733887742,"KNY1Y2",0,0.895737,"PSU"
-13.3887733887742,"KYY0C1",0,0.905281,"PSU"
-13.3887733887742,"KYY1C1",0,0.905281,"PSU"
-13.3887733887742,"KYY0C2",0,0.905281,"PSU"
-13.3887733887742,"KYY1C2",0,0.905281,"PSU"
-13.3887733887742,"TYF0C1",0,0.917383,"PSU"
-13.3887733887742,"TYF1C1",0,0.917383,"PSU"
-13.3887733887742,"TYF0C2",0,0.917383,"PSU"
-13.3887733887742,"TYF1C2",0,0.917383,"PSU"
-13.3887733887742,"KYF0C1",0,0.930465,"PSU"
-13.3887733887742,"KYF1C1",0,0.930465,"PSU"
-13.3887733887742,"KYF0C2",0,0.930465,"PSU"
-13.3887733887742,"KYF1C2",0,0.930465,"PSU"
-13.3887733887742,"TNY0C1",0,0.947158,"PSU"
-13.3887733887742,"TNY1C1",0,0.947158,"PSU"
-13.3887733887742,"TNY0C2",0,0.947158,"PSU"
-13.3887733887742,"TNY1C2",0,0.947158,"PSU"
-13.3887733887742,"KNF0Y1",0,0.948359,"PSU"
-13.3887733887742,"KNF1Y1",0,0.948359,"PSU"
-13.3887733887742,"KNF0Y2",0,0.948359,"PSU"
-13.3887733887742,"KNF1Y2",0,0.948359,"PSU"
-13.3887733887742,"TNF0C1",0,0.958879,"PSU"
-13.3887733887742,"TNF1C1",0,0.958879,"PSU"
-13.3887733887742,"TNF0C2",0,0.958879,"PSU"
-13.3887733887742,"TNF1C2",0,0.958879,"PSU"
-13.3887733887742,"KNY0C1",1,0.962073,"PSU"
-13.3887733887742,"KNY1C1",0,0.962073,"PSU"
-13.3887733887742,"KNY0C2",0,0.962073,"PSU"
-13.3887733887742,"KNY1C2",0,0.962073,"PSU"
-13.3887733887742,"KNF0C1",0,0.976982,"PSU"
-13.3887733887742,"KNF1C1",0,0.976982,"PSU"
-13.3887733887742,"KNF0C2",0,0.976982,"PSU"
-13.3887733887742,"KNF1C2",0,0.976982,"PSU"
-13.3056133056142,"TYY0Y1",0,0.735268,"PSU"
-13.3056133056142,"TYY1Y1",0,0.735268,"PSU"
-13.3056133056142,"TYY0Y2",0,0.735268,"PSU"
-13.3056133056142,"TYY1Y2",0,0.735268,"PSU"
-13.3056133056142,"KYY0Y1",0,0.771709,"PSU"
-13.3056133056142,"KYY1Y1",0,0.771709,"PSU"
-13.3056133056142,"KYY0Y2",0,0.771709,"PSU"
-13.3056133056142,"KYY1Y2",0,0.771709,"PSU"
-13.3056133056142,"TYF0Y1",0,0.794297,"PSU"
-13.3056133056142,"TYF1Y1",0,0.794297,"PSU"
