"Time","Genotype","Strains","Prob_LPF","Model"
17.2972972972969,"KNY0C1",0.870152,0.962073,"PSU"
17.2972972972969,"KNY1C1",0,0.962073,"PSU"
17.2972972972969,"KNY0C2",0,0.962073,"PSU"
17.2972972972969,"KNY1C2",0,0.962073,"PSU"
17.2972972972969,"KNF0C1",0,0.976982,"PSU"
17.2972972972969,"KNF1C1",0,0.976982,"PSU"
17.2972972972969,"KNF0C2",0,0.976982,"PSU"
17.2972972972969,"KNF1C2",0,0.976982,"PSU"
17.380457380457,"TYY0Y1",0.00396672,0.735268,"PSU"
17.380457380457,"TYY1Y1",0,0.735268,"PSU"
17.380457380457,"TYY0Y2",0,0.735268,"PSU"
17.380457380457,"TYY1Y2",0,0.735268,"PSU"
17.380457380457,"KYY0Y1",0.000241379,0.771709,"PSU"
17.380457380457,"KYY1Y1",0,0.771709,"PSU"
17.380457380457,"KYY0Y2",0,0.771709,"PSU"
17.380457380457,"KYY1Y2",0,0.771709,"PSU"
17.380457380457,"TYF0Y1",0,0.794297,"PSU"
17.380457380457,"TYF1Y1",0,0.794297,"PSU"
17.380457380457,"TYF0Y2",0,0.794297,"PSU"
17.380457380457,"TYF1Y2",0,0.794297,"PSU"
17.380457380457,"KYF0Y1",0,0.824725,"PSU"
17.380457380457,"KYF1Y1",0,0.824725,"PSU"
17.380457380457,"KYF0Y2",0,0.824725,"PSU"
17.380457380457,"KYF1Y2",0,0.824725,"PSU"
17.380457380457,"TNY0Y1",0.000598638,0.864359,"PSU"
17.380457380457,"TNY1Y1",0,0.864359,"PSU"
17.380457380457,"TNY0Y2",0,0.864359,"PSU"
17.380457380457,"TNY1Y2",0,0.864359,"PSU"
17.380457380457,"TYY0C1",0.00664932,0.891124,"PSU"
17.380457380457,"TYY1C1",0,0.891124,"PSU"
17.380457380457,"TYY0C2",0,0.891124,"PSU"
17.380457380457,"TYY1C2",0,0.891124,"PSU"
17.380457380457,"TNF0Y1",0,0.892625,"PSU"
17.380457380457,"TNF1Y1",0,0.892625,"PSU"
17.380457380457,"TNF0Y2",0,0.892625,"PSU"
17.380457380457,"TNF1Y2",0,0.892625,"PSU"
17.380457380457,"KNY0Y1",0.0188904,0.895737,"PSU"
17.380457380457,"KNY1Y1",0,0.895737,"PSU"
17.380457380457,"KNY0Y2",0,0.895737,"PSU"
17.380457380457,"KNY1Y2",0,0.895737,"PSU"
17.380457380457,"KYY0C1",0.0236655,0.905281,"PSU"
17.380457380457,"KYY1C1",0,0.905281,"PSU"
17.380457380457,"KYY0C2",0,0.905281,"PSU"
17.380457380457,"KYY1C2",0,0.905281,"PSU"
17.380457380457,"TYF0C1",0,0.917383,"PSU"
17.380457380457,"TYF1C1",0,0.917383,"PSU"
17.380457380457,"TYF0C2",0,0.917383,"PSU"
17.380457380457,"TYF1C2",0,0.917383,"PSU"
17.380457380457,"KYF0C1",0,0.930465,"PSU"
17.380457380457,"KYF1C1",0,0.930465,"PSU"
17.380457380457,"KYF0C2",0,0.930465,"PSU"
17.380457380457,"KYF1C2",0,0.930465,"PSU"
17.380457380457,"TNY0C1",0.0760654,0.947158,"PSU"
17.380457380457,"TNY1C1",0,0.947158,"PSU"
17.380457380457,"TNY0C2",0,0.947158,"PSU"
17.380457380457,"TNY1C2",0,0.947158,"PSU"
17.380457380457,"KNF0Y1",0,0.948359,"PSU"
17.380457380457,"KNF1Y1",0,0.948359,"PSU"
17.380457380457,"KNF0Y2",0,0.948359,"PSU"
17.380457380457,"KNF1Y2",0,0.948359,"PSU"
17.380457380457,"TNF0C1",0,0.958879,"PSU"
17.380457380457,"TNF1C1",0,0.958879,"PSU"
17.380457380457,"TNF0C2",0,0.958879,"PSU"
17.380457380457,"TNF1C2",0,0.958879,"PSU"
17.380457380457,"KNY0C1",0.869923,0.962073,"PSU"
17.380457380457,"KNY1C1",0,0.962073,"PSU"
17.380457380457,"KNY0C2",0,0.962073,"PSU"
17.380457380457,"KNY1C2",0,0.962073,"PSU"
17.380457380457,"KNF0C1",0,0.976982,"PSU"
17.380457380457,"KNF1C1",0,0.976982,"PSU"
17.380457380457,"KNF0C2",0,0.976982,"PSU"
17.380457380457,"KNF1C2",0,0.976982,"PSU"
17.4636174636171,"TYY0Y1",0.00399916,0.735268,"PSU"
17.4636174636171,"TYY1Y1",0,0.735268,"PSU"
17.4636174636171,"TYY0Y2",0,0.735268,"PSU"
17.4636174636171,"TYY1Y2",0,0.735268,"PSU"
17.4636174636171,"KYY0Y1",0.000164142,0.771709,"PSU"
17.4636174636171,"KYY1Y1",0,0.771709,"PSU"
17.4636174636171,"KYY0Y2",0,0.771709,"PSU"
17.4636174636171,"KYY1Y2",0,0.771709,"PSU"
17.4636174636171,"TYF0Y1",0,0.794297,"PSU"
17.4636174636171,"TYF1Y1",0,0.794297,"PSU"
17.4636174636171,"TYF0Y2",0,0.794297,"PSU"
17.4636174636171,"TYF1Y2",0,0.794297,"PSU"
17.4636174636171,"KYF0Y1",0,0.824725,"PSU"
17.4636174636171,"KYF1Y1",0,0.824725,"PSU"
17.4636174636171,"KYF0Y2",0,0.824725,"PSU"
17.4636174636171,"KYF1Y2",0,0.824725,"PSU"
17.4636174636171,"TNY0Y1",0.000499146,0.864359,"PSU"
17.4636174636171,"TNY1Y1",0,0.864359,"PSU"
17.4636174636171,"TNY0Y2",0,0.864359,"PSU"
17.4636174636171,"TNY1Y2",0,0.864359,"PSU"
17.4636174636171,"TYY0C1",0.00701324,0.891124,"PSU"
17.4636174636171,"TYY1C1",0,0.891124,"PSU"
17.4636174636171,"TYY0C2",0,0.891124,"PSU"
17.4636174636171,"TYY1C2",0,0.891124,"PSU"
17.4636174636171,"TNF0Y1",0,0.892625,"PSU"
17.4636174636171,"TNF1Y1",0,0.892625,"PSU"
17.4636174636171,"TNF0Y2",0,0.892625,"PSU"
17.4636174636171,"TNF1Y2",0,0.892625,"PSU"
17.4636174636171,"KNY0Y1",0.0177507,0.895737,"PSU"
17.4636174636171,"KNY1Y1",0,0.895737,"PSU"
17.4636174636171,"KNY0Y2",0,0.895737,"PSU"
17.4636174636171,"KNY1Y2",0,0.895737,"PSU"
17.4636174636171,"KYY0C1",0.0241312,0.905281,"PSU"
17.4636174636171,"KYY1C1",0,0.905281,"PSU"
17.4636174636171,"KYY0C2",0,0.905281,"PSU"
17.4636174636171,"KYY1C2",0,0.905281,"PSU"
17.4636174636171,"TYF0C1",0,0.917383,"PSU"
17.4636174636171,"TYF1C1",0,0.917383,"PSU"
17.4636174636171,"TYF0C2",0,0.917383,"PSU"
17.4636174636171,"TYF1C2",0,0.917383,"PSU"
17.4636174636171,"KYF0C1",0,0.930465,"PSU"
17.4636174636171,"KYF1C1",0,0.930465,"PSU"
17.4636174636171,"KYF0C2",0,0.930465,"PSU"
17.4636174636171,"KYF1C2",0,0.930465,"PSU"
17.4636174636171,"TNY0C1",0.0774444,0.947158,"PSU"
17.4636174636171,"TNY1C1",0,0.947158,"PSU"
17.4636174636171,"TNY0C2",0,0.947158,"PSU"
17.4636174636171,"TNY1C2",0,0.947158,"PSU"
17.4636174636171,"KNF0Y1",0,0.948359,"PSU"
17.4636174636171,"KNF1Y1",0,0.948359,"PSU"
17.4636174636171,"KNF0Y2",0,0.948359,"PSU"
17.4636174636171,"KNF1Y2",0,0.948359,"PSU"
17.4636174636171,"TNF0C1",0,0.958879,"PSU"
17.4636174636171,"TNF1C1",0,0.958879,"PSU"
17.4636174636171,"TNF0C2",0,0.958879,"PSU"
17.4636174636171,"TNF1C2",0,0.958879,"PSU"
17.4636174636171,"KNY0C1",0.868998,0.962073,"PSU"
17.4636174636171,"KNY1C1",0,0.962073,"PSU"
17.4636174636171,"KNY0C2",0,0.962073,"PSU"
17.4636174636171,"KNY1C2",0,0.962073,"PSU"
17.4636174636171,"KNF0C1",0,0.976982,"PSU"
17.4636174636171,"KNF1C1",0,0.976982,"PSU"
17.4636174636171,"KNF0C2",0,0.976982,"PSU"
17.4636174636171,"KNF1C2",0,0.976982,"PSU"
17.5467775467772,"TYY0Y1",0.00413455,0.735268,"PSU"
17.5467775467772,"TYY1Y1",0,0.735268,"PSU"
17.5467775467772,"TYY0Y2",0,0.735268,"PSU"
17.5467775467772,"TYY1Y2",0,0.735268,"PSU"
17.5467775467772,"KYY0Y1",0.000119694,0.771709,"PSU"
17.5467775467772,"KYY1Y1",0,0.771709,"PSU"
17.5467775467772,"KYY0Y2",0,0.771709,"PSU"
17.5467775467772,"KYY1Y2",0,0.771709,"PSU"
17.5467775467772,"TYF0Y1",0,0.794297,"PSU"
17.5467775467772,"TYF1Y1",0,0.794297,"PSU"
17.5467775467772,"TYF0Y2",0,0.794297,"PSU"
17.5467775467772,"TYF1Y2",0,0.794297,"PSU"
17.5467775467772,"KYF0Y1",0,0.824725,"PSU"
17.5467775467772,"KYF1Y1",0,0.824725,"PSU"
17.5467775467772,"KYF0Y2",0,0.824725,"PSU"
17.5467775467772,"KYF1Y2",0,0.824725,"PSU"
17.5467775467772,"TNY0Y1",0.000418929,0.864359,"PSU"
17.5467775467772,"TNY1Y1",0,0.864359,"PSU"
17.5467775467772,"TNY0Y2",0,0.864359,"PSU"
17.5467775467772,"TNY1Y2",0,0.864359,"PSU"
17.5467775467772,"TYY0C1",0.00766377,0.891124,"PSU"
17.5467775467772,"TYY1C1",0,0.891124,"PSU"
17.5467775467772,"TYY0C2",0,0.891124,"PSU"
17.5467775467772,"TYY1C2",0,0.891124,"PSU"
17.5467775467772,"TNF0Y1",0,0.892625,"PSU"
17.5467775467772,"TNF1Y1",0,0.892625,"PSU"
17.5467775467772,"TNF0Y2",0,0.892625,"PSU"
17.5467775467772,"TNF1Y2",0,0.892625,"PSU"
17.5467775467772,"KNY0Y1",0.0170636,0.895737,"PSU"
17.5467775467772,"KNY1Y1",0,0.895737,"PSU"
17.5467775467772,"KNY0Y2",0,0.895737,"PSU"
17.5467775467772,"KNY1Y2",0,0.895737,"PSU"
17.5467775467772,"KYY0C1",0.0247244,0.905281,"PSU"
17.5467775467772,"KYY1C1",0,0.905281,"PSU"
17.5467775467772,"KYY0C2",0,0.905281,"PSU"
17.5467775467772,"KYY1C2",0,0.905281,"PSU"
17.5467775467772,"TYF0C1",0,0.917383,"PSU"
17.5467775467772,"TYF1C1",0,0.917383,"PSU"
17.5467775467772,"TYF0C2",0,0.917383,"PSU"
17.5467775467772,"TYF1C2",0,0.917383,"PSU"
17.5467775467772,"KYF0C1",0,0.930465,"PSU"
17.5467775467772,"KYF1C1",0,0.930465,"PSU"
17.5467775467772,"KYF0C2",0,0.930465,"PSU"
17.5467775467772,"KYF1C2",0,0.930465,"PSU"
17.5467775467772,"TNY0C1",0.0767241,0.947158,"PSU"
17.5467775467772,"TNY1C1",0,0.947158,"PSU"
17.5467775467772,"TNY0C2",0,0.947158,"PSU"
17.5467775467772,"TNY1C2",0,0.947158,"PSU"
17.5467775467772,"KNF0Y1",0,0.948359,"PSU"
17.5467775467772,"KNF1Y1",0,0.948359,"PSU"
17.5467775467772,"KNF0Y2",0,0.948359,"PSU"
17.5467775467772,"KNF1Y2",0,0.948359,"PSU"
17.5467775467772,"TNF0C1",0,0.958879,"PSU"
17.5467775467772,"TNF1C1",0,0.958879,"PSU"
17.5467775467772,"TNF0C2",0,0.958879,"PSU"
17.5467775467772,"TNF1C2",0,0.958879,"PSU"
17.5467775467772,"KNY0C1",0.869151,0.962073,"PSU"
17.5467775467772,"KNY1C1",0,0.962073,"PSU"
17.5467775467772,"KNY0C2",0,0.962073,"PSU"
17.5467775467772,"KNY1C2",0,0.962073,"PSU"
17.5467775467772,"KNF0C1",0,0.976982,"PSU"
17.5467775467772,"KNF1C1",0,0.976982,"PSU"
17.5467775467772,"KNF0C2",0,0.976982,"PSU"
17.5467775467772,"KNF1C2",0,0.976982,"PSU"
17.6299376299373,"TYY0Y1",0.00402872,0.735268,"PSU"
17.6299376299373,"TYY1Y1",0,0.735268,"PSU"
17.6299376299373,"TYY0Y2",0,0.735268,"PSU"
17.6299376299373,"TYY1Y2",0,0.735268,"PSU"
17.6299376299373,"KYY0Y1",0.00011881,0.771709,"PSU"
17.6299376299373,"KYY1Y1",0,0.771709,"PSU"
17.6299376299373,"KYY0Y2",0,0.771709,"PSU"
17.6299376299373,"KYY1Y2",0,0.771709,"PSU"
17.6299376299373,"TYF0Y1",0,0.794297,"PSU"
17.6299376299373,"TYF1Y1",0,0.794297,"PSU"
17.6299376299373,"TYF0Y2",0,0.794297,"PSU"
17.6299376299373,"TYF1Y2",0,0.794297,"PSU"
17.6299376299373,"KYF0Y1",0,0.824725,"PSU"
17.6299376299373,"KYF1Y1",0,0.824725,"PSU"
17.6299376299373,"KYF0Y2",0,0.824725,"PSU"
17.6299376299373,"KYF1Y2",0,0.824725,"PSU"
17.6299376299373,"TNY0Y1",0.000449102,0.864359,"PSU"
17.6299376299373,"TNY1Y1",0,0.864359,"PSU"
17.6299376299373,"TNY0Y2",0,0.864359,"PSU"
17.6299376299373,"TNY1Y2",0,0.864359,"PSU"
17.6299376299373,"TYY0C1",0.00774926,0.891124,"PSU"
17.6299376299373,"TYY1C1",0,0.891124,"PSU"
17.6299376299373,"TYY0C2",0,0.891124,"PSU"
17.6299376299373,"TYY1C2",0,0.891124,"PSU"
17.6299376299373,"TNF0Y1",0,0.892625,"PSU"
17.6299376299373,"TNF1Y1",0,0.892625,"PSU"
17.6299376299373,"TNF0Y2",0,0.892625,"PSU"
17.6299376299373,"TNF1Y2",0,0.892625,"PSU"
17.6299376299373,"KNY0Y1",0.0170509,0.895737,"PSU"
17.6299376299373,"KNY1Y1",0,0.895737,"PSU"
17.6299376299373,"KNY0Y2",0,0.895737,"PSU"
17.6299376299373,"KNY1Y2",0,0.895737,"PSU"
17.6299376299373,"KYY0C1",0.0251902,0.905281,"PSU"
17.6299376299373,"KYY1C1",0,0.905281,"PSU"
17.6299376299373,"KYY0C2",0,0.905281,"PSU"
17.6299376299373,"KYY1C2",0,0.905281,"PSU"
17.6299376299373,"TYF0C1",0,0.917383,"PSU"
17.6299376299373,"TYF1C1",0,0.917383,"PSU"
17.6299376299373,"TYF0C2",0,0.917383,"PSU"
17.6299376299373,"TYF1C2",0,0.917383,"PSU"
17.6299376299373,"KYF0C1",0,0.930465,"PSU"
17.6299376299373,"KYF1C1",0,0.930465,"PSU"
17.6299376299373,"KYF0C2",0,0.930465,"PSU"
17.6299376299373,"KYF1C2",0,0.930465,"PSU"
17.6299376299373,"TNY0C1",0.0777812,0.947158,"PSU"
17.6299376299373,"TNY1C1",0,0.947158,"PSU"
17.6299376299373,"TNY0C2",0,0.947158,"PSU"
17.6299376299373,"TNY1C2",0,0.947158,"PSU"
17.6299376299373,"KNF0Y1",0,0.948359,"PSU"
17.6299376299373,"KNF1Y1",0,0.948359,"PSU"
17.6299376299373,"KNF0Y2",0,0.948359,"PSU"
17.6299376299373,"KNF1Y2",0,0.948359,"PSU"
17.6299376299373,"TNF0C1",0,0.958879,"PSU"
17.6299376299373,"TNF1C1",0,0.958879,"PSU"
17.6299376299373,"TNF0C2",0,0.958879,"PSU"
17.6299376299373,"TNF1C2",0,0.958879,"PSU"
17.6299376299373,"KNY0C1",0.867632,0.962073,"PSU"
17.6299376299373,"KNY1C1",0,0.962073,"PSU"
17.6299376299373,"KNY0C2",0,0.962073,"PSU"
17.6299376299373,"KNY1C2",0,0.962073,"PSU"
17.6299376299373,"KNF0C1",0,0.976982,"PSU"
17.6299376299373,"KNF1C1",0,0.976982,"PSU"
17.6299376299373,"KNF0C2",0,0.976982,"PSU"
17.6299376299373,"KNF1C2",0,0.976982,"PSU"
17.7130977130974,"TYY0Y1",0.00359925,0.735268,"PSU"
17.7130977130974,"TYY1Y1",0,0.735268,"PSU"
17.7130977130974,"TYY0Y2",0,0.735268,"PSU"
17.7130977130974,"TYY1Y2",0,0.735268,"PSU"
17.7130977130974,"KYY0Y1",0.000142167,0.771709,"PSU"
17.7130977130974,"KYY1Y1",0,0.771709,"PSU"
17.7130977130974,"KYY0Y2",0,0.771709,"PSU"
17.7130977130974,"KYY1Y2",0,0.771709,"PSU"
17.7130977130974,"TYF0Y1",0,0.794297,"PSU"
17.7130977130974,"TYF1Y1",0,0.794297,"PSU"
17.7130977130974,"TYF0Y2",0,0.794297,"PSU"
17.7130977130974,"TYF1Y2",0,0.794297,"PSU"
17.7130977130974,"KYF0Y1",0,0.824725,"PSU"
17.7130977130974,"KYF1Y1",0,0.824725,"PSU"
17.7130977130974,"KYF0Y2",0,0.824725,"PSU"
17.7130977130974,"KYF1Y2",0,0.824725,"PSU"
17.7130977130974,"TNY0Y1",0.000390958,0.864359,"PSU"
17.7130977130974,"TNY1Y1",0,0.864359,"PSU"
17.7130977130974,"TNY0Y2",0,0.864359,"PSU"
17.7130977130974,"TNY1Y2",0,0.864359,"PSU"
17.7130977130974,"TYY0C1",0.00801041,0.891124,"PSU"
17.7130977130974,"TYY1C1",0,0.891124,"PSU"
17.7130977130974,"TYY0C2",0,0.891124,"PSU"
17.7130977130974,"TYY1C2",0,0.891124,"PSU"
17.7130977130974,"TNF0Y1",0,0.892625,"PSU"
17.7130977130974,"TNF1Y1",0,0.892625,"PSU"
17.7130977130974,"TNF0Y2",0,0.892625,"PSU"
17.7130977130974,"TNF1Y2",0,0.892625,"PSU"
17.7130977130974,"KNY0Y1",0.0168783,0.895737,"PSU"
17.7130977130974,"KNY1Y1",0,0.895737,"PSU"
17.7130977130974,"KNY0Y2",0,0.895737,"PSU"
17.7130977130974,"KNY1Y2",0,0.895737,"PSU"
17.7130977130974,"KYY0C1",0.0265417,0.905281,"PSU"
17.7130977130974,"KYY1C1",0,0.905281,"PSU"
17.7130977130974,"KYY0C2",0,0.905281,"PSU"
17.7130977130974,"KYY1C2",0,0.905281,"PSU"
17.7130977130974,"TYF0C1",0,0.917383,"PSU"
17.7130977130974,"TYF1C1",0,0.917383,"PSU"
17.7130977130974,"TYF0C2",0,0.917383,"PSU"
17.7130977130974,"TYF1C2",0,0.917383,"PSU"
17.7130977130974,"KYF0C1",0,0.930465,"PSU"
17.7130977130974,"KYF1C1",0,0.930465,"PSU"
17.7130977130974,"KYF0C2",0,0.930465,"PSU"
17.7130977130974,"KYF1C2",0,0.930465,"PSU"
17.7130977130974,"TNY0C1",0.0768965,0.947158,"PSU"
17.7130977130974,"TNY1C1",0,0.947158,"PSU"
17.7130977130974,"TNY0C2",0,0.947158,"PSU"
17.7130977130974,"TNY1C2",0,0.947158,"PSU"
17.7130977130974,"KNF0Y1",0,0.948359,"PSU"
17.7130977130974,"KNF1Y1",0,0.948359,"PSU"
17.7130977130974,"KNF0Y2",0,0.948359,"PSU"
17.7130977130974,"KNF1Y2",0,0.948359,"PSU"
17.7130977130974,"TNF0C1",0,0.958879,"PSU"
17.7130977130974,"TNF1C1",0,0.958879,"PSU"
17.7130977130974,"TNF0C2",0,0.958879,"PSU"
17.7130977130974,"TNF1C2",0,0.958879,"PSU"
17.7130977130974,"KNY0C1",0.867541,0.962073,"PSU"
17.7130977130974,"KNY1C1",0,0.962073,"PSU"
17.7130977130974,"KNY0C2",0,0.962073,"PSU"
17.7130977130974,"KNY1C2",0,0.962073,"PSU"
17.7130977130974,"KNF0C1",0,0.976982,"PSU"
17.7130977130974,"KNF1C1",0,0.976982,"PSU"
17.7130977130974,"KNF0C2",0,0.976982,"PSU"
17.7130977130974,"KNF1C2",0,0.976982,"PSU"
17.7962577962574,"TYY0Y1",0.00351336,0.735268,"PSU"
17.7962577962574,"TYY1Y1",0,0.735268,"PSU"
17.7962577962574,"TYY0Y2",0,0.735268,"PSU"
17.7962577962574,"TYY1Y2",0,0.735268,"PSU"
17.7962577962574,"KYY0Y1",0.000141551,0.771709,"PSU"
17.7962577962574,"KYY1Y1",0,0.771709,"PSU"
17.7962577962574,"KYY0Y2",0,0.771709,"PSU"
17.7962577962574,"KYY1Y2",0,0.771709,"PSU"
17.7962577962574,"TYF0Y1",0,0.794297,"PSU"
17.7962577962574,"TYF1Y1",0,0.794297,"PSU"
17.7962577962574,"TYF0Y2",0,0.794297,"PSU"
17.7962577962574,"TYF1Y2",0,0.794297,"PSU"
17.7962577962574,"KYF0Y1",0,0.824725,"PSU"
17.7962577962574,"KYF1Y1",0,0.824725,"PSU"
17.7962577962574,"KYF0Y2",0,0.824725,"PSU"
17.7962577962574,"KYF1Y2",0,0.824725,"PSU"
17.7962577962574,"TNY0Y1",0.000306693,0.864359,"PSU"
17.7962577962574,"TNY1Y1",0,0.864359,"PSU"
17.7962577962574,"TNY0Y2",0,0.864359,"PSU"
17.7962577962574,"TNY1Y2",0,0.864359,"PSU"
17.7962577962574,"TYY0C1",0.00825572,0.891124,"PSU"
17.7962577962574,"TYY1C1",0,0.891124,"PSU"
17.7962577962574,"TYY0C2",0,0.891124,"PSU"
17.7962577962574,"TYY1C2",0,0.891124,"PSU"
17.7962577962574,"TNF0Y1",0,0.892625,"PSU"
17.7962577962574,"TNF1Y1",0,0.892625,"PSU"
17.7962577962574,"TNF0Y2",0,0.892625,"PSU"
17.7962577962574,"TNF1Y2",0,0.892625,"PSU"
17.7962577962574,"KNY0Y1",0.0175419,0.895737,"PSU"
17.7962577962574,"KNY1Y1",0,0.895737,"PSU"
17.7962577962574,"KNY0Y2",0,0.895737,"PSU"
17.7962577962574,"KNY1Y2",0,0.895737,"PSU"
17.7962577962574,"KYY0C1",0.0271735,0.905281,"PSU"
17.7962577962574,"KYY1C1",0,0.905281,"PSU"
17.7962577962574,"KYY0C2",0,0.905281,"PSU"
17.7962577962574,"KYY1C2",0,0.905281,"PSU"
17.7962577962574,"TYF0C1",0,0.917383,"PSU"
17.7962577962574,"TYF1C1",0,0.917383,"PSU"
17.7962577962574,"TYF0C2",0,0.917383,"PSU"
17.7962577962574,"TYF1C2",0,0.917383,"PSU"
17.7962577962574,"KYF0C1",0,0.930465,"PSU"
17.7962577962574,"KYF1C1",0,0.930465,"PSU"
17.7962577962574,"KYF0C2",0,0.930465,"PSU"
17.7962577962574,"KYF1C2",0,0.930465,"PSU"
17.7962577962574,"TNY0C1",0.0759284,0.947158,"PSU"
17.7962577962574,"TNY1C1",0,0.947158,"PSU"
17.7962577962574,"TNY0C2",0,0.947158,"PSU"
17.7962577962574,"TNY1C2",0,0.947158,"PSU"
17.7962577962574,"KNF0Y1",0,0.948359,"PSU"
17.7962577962574,"KNF1Y1",0,0.948359,"PSU"
17.7962577962574,"KNF0Y2",0,0.948359,"PSU"
17.7962577962574,"KNF1Y2",0,0.948359,"PSU"
17.7962577962574,"TNF0C1",0,0.958879,"PSU"
17.7962577962574,"TNF1C1",0,0.958879,"PSU"
17.7962577962574,"TNF0C2",0,0.958879,"PSU"
17.7962577962574,"TNF1C2",0,0.958879,"PSU"
17.7962577962574,"KNY0C1",0.867139,0.962073,"PSU"
17.7962577962574,"KNY1C1",0,0.962073,"PSU"
17.7962577962574,"KNY0C2",0,0.962073,"PSU"
17.7962577962574,"KNY1C2",0,0.962073,"PSU"
17.7962577962574,"KNF0C1",0,0.976982,"PSU"
17.7962577962574,"KNF1C1",0,0.976982,"PSU"
17.7962577962574,"KNF0C2",0,0.976982,"PSU"
17.7962577962574,"KNF1C2",0,0.976982,"PSU"
17.8794178794175,"TYY0Y1",0.00368821,0.735268,"PSU"
17.8794178794175,"TYY1Y1",0,0.735268,"PSU"
17.8794178794175,"TYY0Y2",0,0.735268,"PSU"
17.8794178794175,"TYY1Y2",0,0.735268,"PSU"
17.8794178794175,"KYY0Y1",0.000240425,0.771709,"PSU"
17.8794178794175,"KYY1Y1",0,0.771709,"PSU"
17.8794178794175,"KYY0Y2",0,0.771709,"PSU"
17.8794178794175,"KYY1Y2",0,0.771709,"PSU"
17.8794178794175,"TYF0Y1",0,0.794297,"PSU"
17.8794178794175,"TYF1Y1",0,0.794297,"PSU"
17.8794178794175,"TYF0Y2",0,0.794297,"PSU"
17.8794178794175,"TYF1Y2",0,0.794297,"PSU"
17.8794178794175,"KYF0Y1",0,0.824725,"PSU"
17.8794178794175,"KYF1Y1",0,0.824725,"PSU"
17.8794178794175,"KYF0Y2",0,0.824725,"PSU"
17.8794178794175,"KYF1Y2",0,0.824725,"PSU"
17.8794178794175,"TNY0Y1",0.000254568,0.864359,"PSU"
17.8794178794175,"TNY1Y1",0,0.864359,"PSU"
17.8794178794175,"TNY0Y2",0,0.864359,"PSU"
17.8794178794175,"TNY1Y2",0,0.864359,"PSU"
17.8794178794175,"TYY0C1",0.00836802,0.891124,"PSU"
17.8794178794175,"TYY1C1",0,0.891124,"PSU"
17.8794178794175,"TYY0C2",0,0.891124,"PSU"
17.8794178794175,"TYY1C2",0,0.891124,"PSU"
17.8794178794175,"TNF0Y1",0,0.892625,"PSU"
17.8794178794175,"TNF1Y1",0,0.892625,"PSU"
17.8794178794175,"TNF0Y2",0,0.892625,"PSU"
17.8794178794175,"TNF1Y2",0,0.892625,"PSU"
17.8794178794175,"KNY0Y1",0.0170983,0.895737,"PSU"
17.8794178794175,"KNY1Y1",0,0.895737,"PSU"
17.8794178794175,"KNY0Y2",0,0.895737,"PSU"
17.8794178794175,"KNY1Y2",0,0.895737,"PSU"
17.8794178794175,"KYY0C1",0.028418,0.905281,"PSU"
17.8794178794175,"KYY1C1",0,0.905281,"PSU"
17.8794178794175,"KYY0C2",0,0.905281,"PSU"
17.8794178794175,"KYY1C2",0,0.905281,"PSU"
17.8794178794175,"TYF0C1",0,0.917383,"PSU"
17.8794178794175,"TYF1C1",0,0.917383,"PSU"
17.8794178794175,"TYF0C2",0,0.917383,"PSU"
17.8794178794175,"TYF1C2",0,0.917383,"PSU"
17.8794178794175,"KYF0C1",0,0.930465,"PSU"
17.8794178794175,"KYF1C1",0,0.930465,"PSU"
17.8794178794175,"KYF0C2",0,0.930465,"PSU"
17.8794178794175,"KYF1C2",0,0.930465,"PSU"
17.8794178794175,"TNY0C1",0.0772755,0.947158,"PSU"
17.8794178794175,"TNY1C1",0,0.947158,"PSU"
17.8794178794175,"TNY0C2",0,0.947158,"PSU"
17.8794178794175,"TNY1C2",0,0.947158,"PSU"
17.8794178794175,"KNF0Y1",0,0.948359,"PSU"
17.8794178794175,"KNF1Y1",0,0.948359,"PSU"
17.8794178794175,"KNF0Y2",0,0.948359,"PSU"
17.8794178794175,"KNF1Y2",0,0.948359,"PSU"
17.8794178794175,"TNF0C1",0,0.958879,"PSU"
17.8794178794175,"TNF1C1",0,0.958879,"PSU"
17.8794178794175,"TNF0C2",0,0.958879,"PSU"
17.8794178794175,"TNF1C2",0,0.958879,"PSU"
17.8794178794175,"KNY0C1",0.864657,0.962073,"PSU"
17.8794178794175,"KNY1C1",0,0.962073,"PSU"
17.8794178794175,"KNY0C2",0,0.962073,"PSU"
17.8794178794175,"KNY1C2",0,0.962073,"PSU"
17.8794178794175,"KNF0C1",0,0.976982,"PSU"
17.8794178794175,"KNF1C1",0,0.976982,"PSU"
17.8794178794175,"KNF0C2",0,0.976982,"PSU"
17.8794178794175,"KNF1C2",0,0.976982,"PSU"
17.9625779625776,"TYY0Y1",0.00380644,0.735268,"PSU"
17.9625779625776,"TYY1Y1",0,0.735268,"PSU"
17.9625779625776,"TYY0Y2",0,0.735268,"PSU"
17.9625779625776,"TYY1Y2",0,0.735268,"PSU"
17.9625779625776,"KYY0Y1",0.000292891,0.771709,"PSU"
17.9625779625776,"KYY1Y1",0,0.771709,"PSU"
17.9625779625776,"KYY0Y2",0,0.771709,"PSU"
17.9625779625776,"KYY1Y2",0,0.771709,"PSU"
17.9625779625776,"TYF0Y1",0,0.794297,"PSU"
17.9625779625776,"TYF1Y1",0,0.794297,"PSU"
17.9625779625776,"TYF0Y2",0,0.794297,"PSU"
17.9625779625776,"TYF1Y2",0,0.794297,"PSU"
