"Time","Lineage","Strains","Prob_LPF","Model"
-13.6382536382545,"35",0,0.768484,"PSU"
-13.6382536382545,"36",0,0.768484,"PSU"
-13.6382536382545,"37",0,0.768484,"PSU"
-13.6382536382545,"38",0,0.768484,"PSU"
-13.6382536382545,"39",0,0.768484,"PSU"
-13.6382536382545,"40",0,0.768484,"PSU"
-13.6382536382545,"41",0,0.768484,"PSU"
-13.6382536382545,"42",0,0.768484,"PSU"
-13.6382536382545,"43",0,0.768484,"PSU"
-13.6382536382545,"44",0,0.768484,"PSU"
-13.6382536382545,"45",0,0.768484,"PSU"
-13.6382536382545,"46",0,0.768484,"PSU"
-13.6382536382545,"47",0,0.768484,"PSU"
-13.6382536382545,"48",0,0.768484,"PSU"
-13.6382536382545,"17",0,0.928664,"PSU"
-13.6382536382545,"18",0,0.928664,"PSU"
-13.6382536382545,"19",0,0.928664,"PSU"
-13.6382536382545,"20",0,0.928664,"PSU"
-13.6382536382545,"21",0,0.928664,"PSU"
-13.6382536382545,"22",0,0.928664,"PSU"
-13.6382536382545,"23",0,0.928664,"PSU"
-13.6382536382545,"24",0,0.928664,"PSU"
-13.6382536382545,"25",0,0.928664,"PSU"
-13.6382536382545,"26",0,0.928664,"PSU"
-13.6382536382545,"27",0,0.928664,"PSU"
-13.6382536382545,"28",0,0.928664,"PSU"
-13.6382536382545,"29",0,0.928664,"PSU"
-13.6382536382545,"30",0,0.928664,"PSU"
-13.6382536382545,"31",0,0.928664,"PSU"
-13.6382536382545,"32",0,0.928664,"PSU"
-13.6382536382545,"1",0.272145,0.972486,"PSU"
-13.6382536382545,"2",0.233929,0.972486,"PSU"
-13.6382536382545,"3",0.252796,0.972486,"PSU"
-13.6382536382545,"4",0.241131,0.972486,"PSU"
-13.6382536382545,"5",0,0.972486,"PSU"
-13.6382536382545,"6",0,0.972486,"PSU"
-13.6382536382545,"7",0,0.972486,"PSU"
-13.6382536382545,"8",0,0.972486,"PSU"
-13.6382536382545,"9",0,0.972486,"PSU"
-13.6382536382545,"10",0,0.972486,"PSU"
-13.6382536382545,"11",0,0.972486,"PSU"
-13.6382536382545,"12",0,0.972486,"PSU"
-13.6382536382545,"13",0,0.972486,"PSU"
-13.6382536382545,"14",0,0.972486,"PSU"
-13.6382536382545,"15",0,0.972486,"PSU"
-13.6382536382545,"16",0,0.972486,"PSU"
-13.5550935550944,"49",0,0.414973,"PSU"
-13.5550935550944,"50",0,0.414973,"PSU"
-13.5550935550944,"51",0,0.414973,"PSU"
-13.5550935550944,"52",0,0.414973,"PSU"
-13.5550935550944,"53",0,0.414973,"PSU"
-13.5550935550944,"54",0,0.414973,"PSU"
-13.5550935550944,"55",0,0.414973,"PSU"
-13.5550935550944,"56",0,0.414973,"PSU"
-13.5550935550944,"57",0,0.414973,"PSU"
-13.5550935550944,"58",0,0.414973,"PSU"
-13.5550935550944,"59",0,0.414973,"PSU"
-13.5550935550944,"60",0,0.414973,"PSU"
-13.5550935550944,"61",0,0.414973,"PSU"
-13.5550935550944,"62",0,0.414973,"PSU"
-13.5550935550944,"63",0,0.414973,"PSU"
-13.5550935550944,"64",0,0.414973,"PSU"
-13.5550935550944,"33",0,0.768484,"PSU"
-13.5550935550944,"34",0,0.768484,"PSU"
-13.5550935550944,"35",0,0.768484,"PSU"
-13.5550935550944,"36",0,0.768484,"PSU"
-13.5550935550944,"37",0,0.768484,"PSU"
-13.5550935550944,"38",0,0.768484,"PSU"
-13.5550935550944,"39",0,0.768484,"PSU"
-13.5550935550944,"40",0,0.768484,"PSU"
-13.5550935550944,"41",0,0.768484,"PSU"
-13.5550935550944,"42",0,0.768484,"PSU"
-13.5550935550944,"43",0,0.768484,"PSU"
-13.5550935550944,"44",0,0.768484,"PSU"
-13.5550935550944,"45",0,0.768484,"PSU"
-13.5550935550944,"46",0,0.768484,"PSU"
-13.5550935550944,"47",0,0.768484,"PSU"
-13.5550935550944,"48",0,0.768484,"PSU"
-13.5550935550944,"17",0,0.928664,"PSU"
-13.5550935550944,"18",0,0.928664,"PSU"
-13.5550935550944,"19",0,0.928664,"PSU"
-13.5550935550944,"20",0,0.928664,"PSU"
-13.5550935550944,"21",0,0.928664,"PSU"
-13.5550935550944,"22",0,0.928664,"PSU"
-13.5550935550944,"23",0,0.928664,"PSU"
-13.5550935550944,"24",0,0.928664,"PSU"
-13.5550935550944,"25",0,0.928664,"PSU"
-13.5550935550944,"26",0,0.928664,"PSU"
-13.5550935550944,"27",0,0.928664,"PSU"
-13.5550935550944,"28",0,0.928664,"PSU"
-13.5550935550944,"29",0,0.928664,"PSU"
-13.5550935550944,"30",0,0.928664,"PSU"
-13.5550935550944,"31",0,0.928664,"PSU"
-13.5550935550944,"32",0,0.928664,"PSU"
-13.5550935550944,"1",0.270967,0.972486,"PSU"
-13.5550935550944,"2",0.234469,0.972486,"PSU"
-13.5550935550944,"3",0.252135,0.972486,"PSU"
-13.5550935550944,"4",0.24243,0.972486,"PSU"
-13.5550935550944,"5",0,0.972486,"PSU"
-13.5550935550944,"6",0,0.972486,"PSU"
-13.5550935550944,"7",0,0.972486,"PSU"
-13.5550935550944,"8",0,0.972486,"PSU"
-13.5550935550944,"9",0,0.972486,"PSU"
-13.5550935550944,"10",0,0.972486,"PSU"
-13.5550935550944,"11",0,0.972486,"PSU"
-13.5550935550944,"12",0,0.972486,"PSU"
-13.5550935550944,"13",0,0.972486,"PSU"
-13.5550935550944,"14",0,0.972486,"PSU"
-13.5550935550944,"15",0,0.972486,"PSU"
-13.5550935550944,"16",0,0.972486,"PSU"
-13.4719334719343,"49",0,0.414973,"PSU"
-13.4719334719343,"50",0,0.414973,"PSU"
-13.4719334719343,"51",0,0.414973,"PSU"
-13.4719334719343,"52",0,0.414973,"PSU"
-13.4719334719343,"53",0,0.414973,"PSU"
-13.4719334719343,"54",0,0.414973,"PSU"
-13.4719334719343,"55",0,0.414973,"PSU"
-13.4719334719343,"56",0,0.414973,"PSU"
-13.4719334719343,"57",0,0.414973,"PSU"
-13.4719334719343,"58",0,0.414973,"PSU"
-13.4719334719343,"59",0,0.414973,"PSU"
-13.4719334719343,"60",0,0.414973,"PSU"
-13.4719334719343,"61",0,0.414973,"PSU"
-13.4719334719343,"62",0,0.414973,"PSU"
-13.4719334719343,"63",0,0.414973,"PSU"
-13.4719334719343,"64",0,0.414973,"PSU"
-13.4719334719343,"33",0,0.768484,"PSU"
-13.4719334719343,"34",0,0.768484,"PSU"
-13.4719334719343,"35",0,0.768484,"PSU"
-13.4719334719343,"36",0,0.768484,"PSU"
-13.4719334719343,"37",0,0.768484,"PSU"
-13.4719334719343,"38",0,0.768484,"PSU"
-13.4719334719343,"39",0,0.768484,"PSU"
-13.4719334719343,"40",0,0.768484,"PSU"
-13.4719334719343,"41",0,0.768484,"PSU"
-13.4719334719343,"42",0,0.768484,"PSU"
-13.4719334719343,"43",0,0.768484,"PSU"
-13.4719334719343,"44",0,0.768484,"PSU"
-13.4719334719343,"45",0,0.768484,"PSU"
-13.4719334719343,"46",0,0.768484,"PSU"
-13.4719334719343,"47",0,0.768484,"PSU"
-13.4719334719343,"48",0,0.768484,"PSU"
-13.4719334719343,"17",0,0.928664,"PSU"
-13.4719334719343,"18",0,0.928664,"PSU"
-13.4719334719343,"19",0,0.928664,"PSU"
-13.4719334719343,"20",0,0.928664,"PSU"
-13.4719334719343,"21",0,0.928664,"PSU"
-13.4719334719343,"22",0,0.928664,"PSU"
-13.4719334719343,"23",0,0.928664,"PSU"
-13.4719334719343,"24",0,0.928664,"PSU"
-13.4719334719343,"25",0,0.928664,"PSU"
-13.4719334719343,"26",0,0.928664,"PSU"
-13.4719334719343,"27",0,0.928664,"PSU"
-13.4719334719343,"28",0,0.928664,"PSU"
-13.4719334719343,"29",0,0.928664,"PSU"
-13.4719334719343,"30",0,0.928664,"PSU"
-13.4719334719343,"31",0,0.928664,"PSU"
-13.4719334719343,"32",0,0.928664,"PSU"
-13.4719334719343,"1",0.271759,0.972486,"PSU"
-13.4719334719343,"2",0.237928,0.972486,"PSU"
-13.4719334719343,"3",0.249813,0.972486,"PSU"
-13.4719334719343,"4",0.2405,0.972486,"PSU"
-13.4719334719343,"5",0,0.972486,"PSU"
-13.4719334719343,"6",0,0.972486,"PSU"
-13.4719334719343,"7",0,0.972486,"PSU"
-13.4719334719343,"8",0,0.972486,"PSU"
-13.4719334719343,"9",0,0.972486,"PSU"
-13.4719334719343,"10",0,0.972486,"PSU"
-13.4719334719343,"11",0,0.972486,"PSU"
-13.4719334719343,"12",0,0.972486,"PSU"
-13.4719334719343,"13",0,0.972486,"PSU"
-13.4719334719343,"14",0,0.972486,"PSU"
-13.4719334719343,"15",0,0.972486,"PSU"
-13.4719334719343,"16",0,0.972486,"PSU"
-13.3887733887742,"49",0,0.414973,"PSU"
-13.3887733887742,"50",0,0.414973,"PSU"
-13.3887733887742,"51",0,0.414973,"PSU"
-13.3887733887742,"52",0,0.414973,"PSU"
-13.3887733887742,"53",0,0.414973,"PSU"
-13.3887733887742,"54",0,0.414973,"PSU"
-13.3887733887742,"55",0,0.414973,"PSU"
-13.3887733887742,"56",0,0.414973,"PSU"
-13.3887733887742,"57",0,0.414973,"PSU"
-13.3887733887742,"58",0,0.414973,"PSU"
-13.3887733887742,"59",0,0.414973,"PSU"
-13.3887733887742,"60",0,0.414973,"PSU"
-13.3887733887742,"61",0,0.414973,"PSU"
-13.3887733887742,"62",0,0.414973,"PSU"
-13.3887733887742,"63",0,0.414973,"PSU"
-13.3887733887742,"64",0,0.414973,"PSU"
-13.3887733887742,"33",0,0.768484,"PSU"
-13.3887733887742,"34",0,0.768484,"PSU"
-13.3887733887742,"35",0,0.768484,"PSU"
-13.3887733887742,"36",0,0.768484,"PSU"
-13.3887733887742,"37",0,0.768484,"PSU"
-13.3887733887742,"38",0,0.768484,"PSU"
-13.3887733887742,"39",0,0.768484,"PSU"
-13.3887733887742,"40",0,0.768484,"PSU"
-13.3887733887742,"41",0,0.768484,"PSU"
-13.3887733887742,"42",0,0.768484,"PSU"
-13.3887733887742,"43",0,0.768484,"PSU"
-13.3887733887742,"44",0,0.768484,"PSU"
-13.3887733887742,"45",0,0.768484,"PSU"
-13.3887733887742,"46",0,0.768484,"PSU"
-13.3887733887742,"47",0,0.768484,"PSU"
-13.3887733887742,"48",0,0.768484,"PSU"
-13.3887733887742,"17",0,0.928664,"PSU"
-13.3887733887742,"18",0,0.928664,"PSU"
-13.3887733887742,"19",0,0.928664,"PSU"
-13.3887733887742,"20",0,0.928664,"PSU"
-13.3887733887742,"21",0,0.928664,"PSU"
-13.3887733887742,"22",0,0.928664,"PSU"
-13.3887733887742,"23",0,0.928664,"PSU"
-13.3887733887742,"24",0,0.928664,"PSU"
-13.3887733887742,"25",0,0.928664,"PSU"
-13.3887733887742,"26",0,0.928664,"PSU"
-13.3887733887742,"27",0,0.928664,"PSU"
-13.3887733887742,"28",0,0.928664,"PSU"
-13.3887733887742,"29",0,0.928664,"PSU"
-13.3887733887742,"30",0,0.928664,"PSU"
-13.3887733887742,"31",0,0.928664,"PSU"
-13.3887733887742,"32",0,0.928664,"PSU"
-13.3887733887742,"1",0.270892,0.972486,"PSU"
-13.3887733887742,"2",0.238456,0.972486,"PSU"
-13.3887733887742,"3",0.251538,0.972486,"PSU"
-13.3887733887742,"4",0.239114,0.972486,"PSU"
-13.3887733887742,"5",0,0.972486,"PSU"
-13.3887733887742,"6",0,0.972486,"PSU"
-13.3887733887742,"7",0,0.972486,"PSU"
-13.3887733887742,"8",0,0.972486,"PSU"
-13.3887733887742,"9",0,0.972486,"PSU"
-13.3887733887742,"10",0,0.972486,"PSU"
-13.3887733887742,"11",0,0.972486,"PSU"
-13.3887733887742,"12",0,0.972486,"PSU"
-13.3887733887742,"13",0,0.972486,"PSU"
-13.3887733887742,"14",0,0.972486,"PSU"
-13.3887733887742,"15",0,0.972486,"PSU"
-13.3887733887742,"16",0,0.972486,"PSU"
-13.3056133056142,"49",0,0.414973,"PSU"
-13.3056133056142,"50",0,0.414973,"PSU"
-13.3056133056142,"51",0,0.414973,"PSU"
-13.3056133056142,"52",0,0.414973,"PSU"
-13.3056133056142,"53",0,0.414973,"PSU"
-13.3056133056142,"54",0,0.414973,"PSU"
-13.3056133056142,"55",0,0.414973,"PSU"
-13.3056133056142,"56",0,0.414973,"PSU"
-13.3056133056142,"57",0,0.414973,"PSU"
-13.3056133056142,"58",0,0.414973,"PSU"
-13.3056133056142,"59",0,0.414973,"PSU"
-13.3056133056142,"60",0,0.414973,"PSU"
-13.3056133056142,"61",0,0.414973,"PSU"
-13.3056133056142,"62",0,0.414973,"PSU"
-13.3056133056142,"63",0,0.414973,"PSU"
-13.3056133056142,"64",0,0.414973,"PSU"
-13.3056133056142,"33",0,0.768484,"PSU"
-13.3056133056142,"34",0,0.768484,"PSU"
-13.3056133056142,"35",0,0.768484,"PSU"
-13.3056133056142,"36",0,0.768484,"PSU"
-13.3056133056142,"37",0,0.768484,"PSU"
-13.3056133056142,"38",0,0.768484,"PSU"
-13.3056133056142,"39",0,0.768484,"PSU"
-13.3056133056142,"40",0,0.768484,"PSU"
-13.3056133056142,"41",0,0.768484,"PSU"
-13.3056133056142,"42",0,0.768484,"PSU"
-13.3056133056142,"43",0,0.768484,"PSU"
-13.3056133056142,"44",0,0.768484,"PSU"
-13.3056133056142,"45",0,0.768484,"PSU"
-13.3056133056142,"46",0,0.768484,"PSU"
-13.3056133056142,"47",0,0.768484,"PSU"
-13.3056133056142,"48",0,0.768484,"PSU"
-13.3056133056142,"17",0,0.928664,"PSU"
-13.3056133056142,"18",0,0.928664,"PSU"
-13.3056133056142,"19",0,0.928664,"PSU"
-13.3056133056142,"20",0,0.928664,"PSU"
-13.3056133056142,"21",0,0.928664,"PSU"
-13.3056133056142,"22",0,0.928664,"PSU"
-13.3056133056142,"23",0,0.928664,"PSU"
-13.3056133056142,"24",0,0.928664,"PSU"
-13.3056133056142,"25",0,0.928664,"PSU"
-13.3056133056142,"26",0,0.928664,"PSU"
-13.3056133056142,"27",0,0.928664,"PSU"
-13.3056133056142,"28",0,0.928664,"PSU"
-13.3056133056142,"29",0,0.928664,"PSU"
-13.3056133056142,"30",0,0.928664,"PSU"
-13.3056133056142,"31",0,0.928664,"PSU"
-13.3056133056142,"32",0,0.928664,"PSU"
-13.3056133056142,"1",0.26942,0.972486,"PSU"
-13.3056133056142,"2",0.241053,0.972486,"PSU"
-13.3056133056142,"3",0.251283,0.972486,"PSU"
-13.3056133056142,"4",0.238244,0.972486,"PSU"
-13.3056133056142,"5",0,0.972486,"PSU"
-13.3056133056142,"6",0,0.972486,"PSU"
-13.3056133056142,"7",0,0.972486,"PSU"
-13.3056133056142,"8",0,0.972486,"PSU"
-13.3056133056142,"9",0,0.972486,"PSU"
-13.3056133056142,"10",0,0.972486,"PSU"
-13.3056133056142,"11",0,0.972486,"PSU"
-13.3056133056142,"12",0,0.972486,"PSU"
-13.3056133056142,"13",0,0.972486,"PSU"
-13.3056133056142,"14",0,0.972486,"PSU"
-13.3056133056142,"15",0,0.972486,"PSU"
-13.3056133056142,"16",0,0.972486,"PSU"
-13.2224532224541,"49",0,0.414973,"PSU"
-13.2224532224541,"50",0,0.414973,"PSU"
-13.2224532224541,"51",0,0.414973,"PSU"
-13.2224532224541,"52",0,0.414973,"PSU"
-13.2224532224541,"53",0,0.414973,"PSU"
-13.2224532224541,"54",0,0.414973,"PSU"
-13.2224532224541,"55",0,0.414973,"PSU"
-13.2224532224541,"56",0,0.414973,"PSU"
-13.2224532224541,"57",0,0.414973,"PSU"
-13.2224532224541,"58",0,0.414973,"PSU"
-13.2224532224541,"59",0,0.414973,"PSU"
-13.2224532224541,"60",0,0.414973,"PSU"
-13.2224532224541,"61",0,0.414973,"PSU"
-13.2224532224541,"62",0,0.414973,"PSU"
-13.2224532224541,"63",0,0.414973,"PSU"
-13.2224532224541,"64",0,0.414973,"PSU"
-13.2224532224541,"33",0,0.768484,"PSU"
-13.2224532224541,"34",0,0.768484,"PSU"
-13.2224532224541,"35",0,0.768484,"PSU"
-13.2224532224541,"36",0,0.768484,"PSU"
-13.2224532224541,"37",0,0.768484,"PSU"
-13.2224532224541,"38",0,0.768484,"PSU"
-13.2224532224541,"39",0,0.768484,"PSU"
-13.2224532224541,"40",0,0.768484,"PSU"
-13.2224532224541,"41",0,0.768484,"PSU"
-13.2224532224541,"42",0,0.768484,"PSU"
-13.2224532224541,"43",0,0.768484,"PSU"
-13.2224532224541,"44",0,0.768484,"PSU"
-13.2224532224541,"45",0,0.768484,"PSU"
-13.2224532224541,"46",0,0.768484,"PSU"
-13.2224532224541,"47",0,0.768484,"PSU"
-13.2224532224541,"48",0,0.768484,"PSU"
-13.2224532224541,"17",0,0.928664,"PSU"
-13.2224532224541,"18",0,0.928664,"PSU"
-13.2224532224541,"19",0,0.928664,"PSU"
-13.2224532224541,"20",0,0.928664,"PSU"
-13.2224532224541,"21",0,0.928664,"PSU"
-13.2224532224541,"22",0,0.928664,"PSU"
-13.2224532224541,"23",0,0.928664,"PSU"
-13.2224532224541,"24",0,0.928664,"PSU"
