PFPR,TREATMENT_COVERAGE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,TIME_PARTNER_DRUG_RES_FREQ_TO_1p,TIME_PARTNER_DRUG_RES_FREQ_TO_5p,TIME_PARTNER_DRUG_RES_FREQ_TO_10p,TIME_PARTNER_DRUG_RES_FREQ_TO_20p
1.0,0.2,0.00,6.93973,13.1562,34.6247,18.3205,40.0849,,,,,,,24.6986,45,45,45
1.0,0.2,0.00,45,45,45,40.0329,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,14.463,29.7233,45,28.326,40.0849,,,,,,,14.6795,45,45,45
1.0,0.2,0.00,45,45,45,28.1671,40.0849,,,,,,,18.6274,29.0411,45,45
1.0,0.2,0.00,27.3096,45,45,26.2849,40.0849,,,,,,,13.6329,19.9562,33.3973,45
1.0,0.2,0.00,6.85479,45,45,40.0849,40.0849,,,,,,,22.5425,45,45,45
1.0,0.2,0.00,25.3616,45,45,4.37808,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,35.1205,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,19.2986,40.0849,,,,,,,30.9014,45,45,45
1.0,0.2,0.00,4.22192,12.2219,45,7.61644,40.0849,,,,,,,11.8685,45,45,45
1.0,0.2,0.00,45,45,45,2.06301,40.0849,,,,,,,7.32329,45,45,45
1.0,0.2,0.00,45,45,45,1.48493,40.0849,,,,,,,16.1808,45,45,45
1.0,0.2,0.00,25.8548,45,45,8.01644,40.0849,,,,,,,38.2301,45,45,45
1.0,0.2,0.00,45,45,45,20.0959,40.0849,,,,,,,17.4548,45,45,45
1.0,0.2,0.00,2.31781,45,45,22.5151,40.0849,,,,,,,26.8658,45,45,45
1.0,0.2,0.00,2.6274,45,45,40.0849,40.0849,,,,,,,7.71233,45,45,45
1.0,0.2,0.00,16.7315,45,45,40.0849,40.0849,,,,,,,8.6411,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,18.4795,45,45,19.5041,40.0849,,,,,,,7.84932,25.0603,29.0247,45
1.0,0.2,0.00,45,45,45,28.6137,40.0849,,,,,,,8.75068,45,45,45
1.0,0.2,0.00,18.9041,33.926,40.0932,7.25205,40.0849,,,,,,,20.1945,22.7068,33.5945,38.474
1.0,0.2,0.00,21.0959,39.1973,45,4.43836,40.0849,,,,,,,20.2795,45,45,45
1.0,0.2,0.00,36.5836,45,45,8.45205,40.0849,,,,,,,13.4247,20.1068,36.3781,45
1.0,0.2,0.00,22.0904,45,45,4.61644,40.0849,,,,,,,3.10411,9.74247,45,45
1.0,0.2,0.00,26.1808,33.6767,45,7.16712,40.0849,,,,,,,20.6329,31.7562,37.0603,45
1.0,0.2,0.00,26.3178,45,45,35.9151,40.0849,,,,,,,3.26849,15.5616,45,45
1.0,0.2,0.00,12.5507,24.2301,45,19.8466,40.0849,,,,,,,19.4521,45,45,45
1.0,0.2,0.00,45,45,45,5.3863,40.0849,,,,,,,2.91507,45,45,45
1.0,0.2,0.00,25.7616,45,45,40.0849,40.0849,,,,,,,25.7616,45,45,45
1.0,0.2,0.00,3.41096,45,45,1.03014,40.0849,,,,,,,7.93973,45,45,45
1.0,0.2,0.00,10.1452,21.3616,45,1.11507,40.0849,,,,,,,5.99178,21.5123,45,45
1.0,0.2,0.00,45,45,45,7.9589,40.0849,,,,,,,36.7534,45,45,45
1.0,0.2,0.00,31.0082,45,45,35.8904,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,16.2877,28.3315,31.5562,1.5726,32.7726,,,,,,,4.45753,27.1479,28.3315,30.9644
1.0,0.2,0.00,9.32055,45,45,19.0493,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,28.126,45,45,14.4027,40.0849,,,,,,,28.1068,45,45,45
1.0,0.2,0.00,9.67671,45,45,27.1562,40.0849,,,,,,,32.4712,45,45,45
1.0,0.2,0.00,28.9205,45,45,26.3753,40.0849,,,,,,,6.23562,24.0192,25.3644,45
1.0,0.2,0.00,45,45,45,16.3699,40.0849,,,,,,,23.5726,45,45,45
1.0,0.2,0.00,10.1534,45,45,15.6438,40.0849,,,,,,,6.49041,24.7342,34.8877,45
1.0,0.2,0.00,27.6658,45,45,0.915068,40.0849,,,,,,,9.88767,14.5589,23.2795,39.4
1.0,0.2,0.00,45,45,45,32.5479,40.0849,,,,,,,26.2247,31.5288,45,45
1.0,0.2,0.00,45,45,45,5.61644,40.0849,,,,,,,34.7397,45,45,45
1.0,0.2,0.00,2.63288,45,45,13.3014,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,32.3068,45,45,4.33973,40.0849,,,,,,,13.1863,45,45,45
1.0,0.2,0.00,45,45,45,5.12877,40.0849,,,,,,,18.1589,45,45,45
1.0,0.2,0.00,29.3068,45,45,24.9041,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,11.0164,45,45,40.0849,40.0849,,,,,,,13.4274,16.1452,45,45
1.0,0.2,0.00,4.36164,19.1863,23.389,8.97808,25.2301,,,,,,,4.35342,13.2767,19.1753,21.4466
1.0,0.2,0.00,16.6247,45,45,9.16712,40.0849,,,,,,,23.8849,45,45,45
1.0,0.2,0.00,30.5178,45,45,13.411,40.0849,,,,,,,5.24658,9.36986,23.6658,45
1.0,0.2,0.00,9.67945,45,45,32.2575,40.0849,,,,,,,3.47123,45,45,45
1.0,0.2,0.00,30.0219,45,45,17.1507,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,35.189,45,45,40.0849,40.0849,,,,,,,20.9205,45,45,45
1.0,0.2,0.00,6.37808,45,45,30.6658,40.0849,,,,,,,11.9205,45,45,45
1.0,0.2,0.00,15.1671,45,45,30.6274,40.0849,,,,,,,11.6822,21.1973,24.8301,45
1.0,0.2,0.00,29.6384,45,45,10.9671,40.0849,,,,,,,3.51507,45,45,45
1.0,0.2,0.00,36.4301,45,45,40.0849,40.0849,,,,,,,9.27671,36.0877,39.3918,45
