PFPR,TREATMENT_COVERAGE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,TIME_PARTNER_DRUG_RES_FREQ_TO_1p,TIME_PARTNER_DRUG_RES_FREQ_TO_5p,TIME_PARTNER_DRUG_RES_FREQ_TO_10p,TIME_PARTNER_DRUG_RES_FREQ_TO_20p
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,7.54521,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,25.8055,31.9562,35.5973,33.9068,40.0849,,,,,,,25.8055,30.4603,31.9562,34.137
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,39.7753,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,16.0384,45,45,40.0849,40.0849,,,,,,,7.46575,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,37.5178,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,8.5589,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,12.389,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,28.8685,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,9.44384,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,5.08493,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,13.1096,20.7452,25.4795,23.9342,30.6466,,,,,,,12.6849,19.5781,20.7452,24.5425
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,4.72877,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,39.9397,45,45,45
1.0,0.2,0.00,34.0603,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,19.2575,45,45,40.0849,40.0849,,,,,,,14.3644,45,45,45
1.0,0.2,0.00,39.6164,45,45,40.0849,40.0849,,,,,,,6.0137,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,25.8822,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,5.13151,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,39.1397,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,13.0137,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,24.1479,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,30.1644,45,45,40.0849,40.0849,,,,,,,30.1644,39.6219,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,38.4164,45,45,40.0849,40.0849,,,,,,,22.9178,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,17.8384,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,31.7123,45,45,40.0849,40.0849,,,,,,,31.7123,35.6192,37.9808,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,25.1288,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,12.6274,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,25.7534,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,27.0274,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,12.2849,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,37.1699,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,16.3479,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,16.9616,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,45,45,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,27.0932,32.4603,45,45
1.0,0.2,0.00,45,45,45,40.0849,40.0849,,,,,,,37.0575,45,45,45
