"FIRST_LINE","CLINICAL_MULTIPLY_FACTOR","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.85,0.01,6.21917808219178,18.7945205479452,27.7534246575342,0.465753424657535,NA,37,41,38,40,33,0.97735,7.397875
2,0.85,0.01,6.46575342465754,22.5753424657534,32.6027397260274,1.36986301369863,NA,37,39,37,46,40,0.905475,7.445575
2,0.85,0.01,4.24657534246575,13.6986301369863,23.2328767123288,0.712328767123289,34.3287671232877,43,43,49,49,43,1.089375,7.35275
2,0.85,0.01,5.06849315068493,24.0547945205479,32.9315068493151,0.301369863013697,NA,38,34,35,36,40,0.83355,7.1667
2,0.85,0.01,7.12328767123288,17.0684931506849,24.3835616438356,0.136986301369863,32.7671232876712,41,28,34,43,55,1.09025,7.42775
2,0.85,0.01,6.13698630136986,20.2739726027397,28,0.0547945205479436,39.3424657534247,29,37,43,39,42,0.939225,7.261375
2,0.85,0.1,7.12328767123288,24.3835616438356,32.4383561643836,0.136986301369863,36.958904109589,36,31,29,39,37,1.064125,7.435975
2,0.85,0.1,4.82191780821918,18.958904109589,26.3561643835616,0.136986301369863,31.2876712328767,32,37,43,43,38,1.166475,7.306425
2,0.85,0.1,7.2054794520548,24.3835616438356,30.7123287671233,0.136986301369863,36.5479452054795,57,65,51,55,60,1.057375,7.3845
2,0.85,0.1,7.6986301369863,23.2328767123288,32.9315068493151,0.136986301369863,35.5616438356164,33,27,45,44,36,1.060575,7.278225
2,0.85,0.1,6.21917808219178,25.6986301369863,33.5068493150685,0.0547945205479436,37.4520547945205,35,40,34,44,40,1.063325,7.38325
2,0.85,0.1,7.94520547945206,24.7945205479452,31.9452054794521,0.136986301369863,36.3835616438356,41,45,38,38,48,1.100775,7.450875
2,0.85,0.1,3.83561643835617,18.4657534246575,27.2602739726027,0.136986301369863,30.7123287671233,37,46,51,66,50,1.202825,7.40205
2,0.85,0.1,10.2465753424658,26.5205479452055,34.0821917808219,0.136986301369863,35.8082191780822,35,33,30,32,45,1.047925,7.51055
2,0.85,0.1,8.35616438356164,19.6986301369863,27.9178082191781,0.136986301369863,34.5753424657534,35,44,25,40,30,1.1201,7.2522
2,0.85,0.1,7.2054794520548,18.7945205479452,26.6027397260274,0.136986301369863,34.4931506849315,29,34,46,30,33,1.165975,7.34065
2,0.85,0.1,5.97260273972603,16.4109589041096,23.8082191780822,0.136986301369863,28.8219178082192,25,47,35,33,29,1.28545,7.428425
2,0.85,0.1,4.82191780821918,23.6438356164384,30.0547945205479,0.547945205479451,34.1643835616438,29,46,35,38,42,1.1492,7.346075
2,0.85,0.1,7.86301369863014,24.3013698630137,33.0958904109589,0.136986301369863,38.2739726027397,23,32,33,32,37,1.039525,7.378425
2,0.85,0.1,4.73972602739726,21.0958904109589,28.986301369863,0.136986301369863,34.4109589041096,31,42,34,38,42,1.126375,7.361525
2,0.85,0.1,5.23287671232877,22.2465753424658,30.4657534246575,0.136986301369863,36.0547945205479,37,41,38,36,46,1.085875,7.314775
2,0.85,0.1,14.2739726027397,28.9041095890411,37.4520547945205,0.136986301369863,NA,41,32,36,32,38,0.99795,7.423225
2,0.85,0.1,5.80821917808219,22.7397260273973,29.7260273972603,0.219178082191782,34.9041095890411,40,30,41,43,31,1.0737,7.220375
2,0.85,0.1,3.91780821917808,12.958904109589,20.4383561643836,0.219178082191782,27.6712328767123,44,56,49,50,51,1.292075,7.35055
2,0.85,0.1,5.72602739726027,17.6438356164384,25.8630136986301,0.136986301369863,33.013698630137,25,55,37,31,43,1.165275,7.368475
2,0.85,0.1,10.3287671232877,26.4383561643836,35.3150684931507,0.383561643835616,39.5890410958904,40,36,39,26,37,1.049275,7.42195
2,0.85,0.1,5.15068493150685,16.8219178082192,25.1232876712329,0.219178082191782,31.4520547945205,17,46,35,39,29,1.190475,7.40735
2,0.85,0.1,5.06849315068493,21.4246575342466,30.2191780821918,0.136986301369863,35.5616438356164,40,33,40,51,43,1.06805,7.4432
2,0.85,0.1,4.65753424657534,17.4794520547945,23.1506849315069,0.136986301369863,31.2054794520548,38,36,33,39,46,1.22365,7.252225
2,0.85,0.1,5.3972602739726,14.7671232876712,21.0958904109589,0.219178082191782,25.7808219178082,54,52,54,55,37,1.396,7.3211
2,0.85,0.1,7.45205479452055,23.4794520547945,31.1232876712329,0.219178082191782,35.2328767123288,24,47,55,37,36,1.079075,7.383325
2,0.85,0.1,5.3972602739726,19.7808219178082,26.3561643835616,0.136986301369863,31.9452054794521,33,41,44,48,38,1.20895,7.35845
2,0.85,0.1,4.9041095890411,16,24.3013698630137,0.0547945205479436,30.3835616438356,32,39,38,50,47,1.30695,7.37815
2,0.85,0.1,10.5753424657534,24.3835616438356,31.9452054794521,0.136986301369863,36.3835616438356,29,29,38,51,34,1.1374,7.435725
2,0.85,0.1,7.36986301369863,18.3013698630137,25.2054794520548,0.136986301369863,32.027397260274,39,40,24,48,35,1.220175,7.467875
2,0.85,0.1,5.80821917808219,21.013698630137,28.9041095890411,0.136986301369863,32.4383561643836,33,44,40,44,52,1.2009,7.3948
2,0.85,0.1,5.3972602739726,15.7534246575342,22.2465753424658,0.219178082191782,26.8493150684931,29,42,21,36,39,1.343975,7.28705
2,0.85,0.1,5.23287671232877,20.6849315068493,28.5753424657534,0.136986301369863,34.8219178082192,41,39,53,48,47,1.1443,7.316725
2,0.85,0.1,5.56164383561644,17.2328767123288,23.972602739726,0.136986301369863,29.4794520547945,35,30,33,49,31,1.24955,7.23865
2,0.85,0.1,5.31506849315069,23.8904109589041,31.041095890411,0.136986301369863,35.8082191780822,46,55,47,36,49,1.113875,7.4487
2,0.85,0.1,5.15068493150685,20.6849315068493,29.4794520547945,0.136986301369863,33.1780821917808,35,35,40,40,36,1.16125,7.4953
2,0.85,0.1,6.3013698630137,18.8767123287671,29.6438356164384,0.0547945205479436,34.1643835616438,38,32,31,50,32,1.108425,7.405775
2,0.85,0.1,4.73972602739726,19.5342465753425,25.9452054794521,0.136986301369863,31.2054794520548,42,44,47,63,50,1.23065,7.4872
2,0.85,0.1,3.01369863013699,17.6438356164384,25.2876712328767,0.136986301369863,33.5068493150685,53,48,49,59,52,1.18355,7.3133
2,0.85,0.1,4.32876712328767,15.8356164383562,23.8082191780822,0.136986301369863,30.0547945205479,45,42,43,50,46,1.292575,7.3786
2,0.85,0.1,6.21917808219178,24.5479452054795,30.958904109589,0.301369863013697,36.3013698630137,39,44,34,44,34,1.115725,7.491975
2,0.85,0.1,4.16438356164383,16.4931506849315,23.8904109589041,0.136986301369863,31.5342465753425,47,41,49,41,55,1.2112,7.42915
2,0.85,0.1,9.0958904109589,23.2328767123288,31.2876712328767,0.0547945205479436,36.958904109589,40,30,32,44,36,1.049425,7.392275
2,0.85,0.1,5.97260273972603,20.6849315068493,28.1643835616438,0.136986301369863,30.7123287671233,48,56,48,48,48,1.199425,7.33635
2,0.85,0.1,4,16.5753424657534,24.2191780821918,0.63013698630137,29.0684931506849,40,45,55,59,53,1.244475,7.20775
2,0.85,0.1,9.0958904109589,24.4657534246575,32.9315068493151,0.383561643835616,38.7671232876712,33,29,26,42,36,1.043925,7.29955
2,0.85,0.1,6.21917808219178,20.4383561643836,28.2465753424658,0.136986301369863,33.6712328767123,35,46,44,43,31,1.197575,7.44625
2,0.85,0.1,7.61643835616438,22.0821917808219,28.6575342465753,0.547945205479451,32.6849315068493,23,34,33,41,39,1.13765,7.27625
2,0.85,0.1,8.02739726027397,23.7260273972603,30.5479452054795,0.0547945205479436,35.2328767123288,36,33,39,40,34,1.089925,7.35815
2,0.85,0.1,12.2191780821918,30.8767123287671,37.4520547945205,0.0547945205479436,NA,33,52,38,53,36,0.966025,7.264225
2,0.85,0.1,5.47945205479452,25.1232876712329,32.5205479452055,0.136986301369863,37.4520547945205,41,34,43,50,30,0.984825,7.208725
2,0.85,0.25,8.35616438356164,21.6712328767123,29.0684931506849,0.136986301369863,29.3150684931507,32,31,41,44,39,1.313375,7.3141
2,0.85,0.25,5.97260273972603,16.4109589041096,24.2191780821918,0.136986301369863,27.9178082191781,24,43,25,44,44,1.434175,7.38365
2,0.85,0.25,3.67123287671233,17.8082191780822,26.9315068493151,0.136986301369863,29.5616438356164,39,41,32,36,40,1.3395,7.273625
2,0.85,0.25,9.0958904109589,18.5479452054795,24.958904109589,0.136986301369863,25.2054794520548,33,43,36,39,33,1.370475,7.265875
2,0.85,0.25,5.89041095890411,21.3424657534247,27.5068493150685,0.136986301369863,29.8082191780822,34,46,38,36,30,1.324225,7.308025
2,0.85,0.25,4.73972602739726,19.041095890411,24.7123287671233,0.136986301369863,26.6027397260274,30,36,47,56,34,1.404625,7.349175
2,0.85,0.25,10,19.2876712328767,26.7671232876712,0.136986301369863,29.1506849315069,32,49,34,44,39,1.359225,7.24665
2,0.85,0.25,8.02739726027397,18.7945205479452,27.5890410958904,0.136986301369863,29.5616438356164,35,30,41,33,21,1.31545,7.29265
2,0.85,0.25,5.56164383561644,17.4794520547945,25.6986301369863,0.136986301369863,28.7397260273973,28,27,37,34,32,1.404325,7.402625
2,0.85,0.25,7.6986301369863,18.958904109589,28.5753424657534,0.136986301369863,30.6301369863014,37,30,44,39,39,1.341075,7.47095
2,0.85,0.25,11.4794520547945,23.5616438356164,29.3972602739726,0.136986301369863,31.7808219178082,33,33,40,43,46,1.272575,7.35815
2,0.85,0.25,9.34246575342466,22.986301369863,30.7945205479452,0.136986301369863,31.6986301369863,35,36,40,36,40,1.225825,7.376925
2,0.85,0.25,6.46575342465754,18.3013698630137,25.6164383561644,0.136986301369863,28.4931506849315,26,45,46,47,49,1.403225,7.501375
2,0.85,0.25,6.38356164383562,17.4794520547945,23.4794520547945,0.136986301369863,25.6164383561644,27,39,28,36,47,1.477775,7.3068
2,0.85,0.25,6.54794520547945,18.5479452054795,26.6027397260274,0.0547945205479436,27.6712328767123,30,39,33,50,50,1.359775,7.32795
2,0.85,0.25,10.3287671232877,23.0684931506849,29.3972602739726,0.0547945205479436,31.1232876712329,36,34,38,54,34,1.261425,7.285175
2,0.85,0.25,6.46575342465754,20.1917808219178,25.9452054794521,0.136986301369863,27.8356164383562,43,46,56,57,52,1.38575,7.4462
2,0.85,0.25,9.01369863013699,20.6027397260274,26.5205479452055,0.136986301369863,26.6027397260274,34,47,41,37,41,1.365575,7.38995
2,0.85,0.25,5.47945205479452,16.0821917808219,22.7397260273973,0.136986301369863,25.5342465753425,35,40,45,35,34,1.497525,7.365125
2,0.85,0.25,4.57534246575343,21.013698630137,26.7671232876712,0.136986301369863,28.986301369863,36,38,24,48,31,1.35185,7.36935
2,0.85,0.25,7.53424657534246,22,28.3287671232877,0.0547945205479436,31.5342465753425,31,48,30,30,23,1.25465,7.292575
2,0.85,0.25,5.56164383561644,17.3150684931507,26.1917808219178,0.136986301369863,28.9041095890411,45,40,34,46,32,1.379475,7.289525
2,0.85,0.25,4.82191780821918,17.8904109589041,26.7671232876712,0.136986301369863,28.4931506849315,35,45,37,40,45,1.3951,7.41265
2,0.85,0.25,6.7945205479452,20.4383561643836,28.7397260273973,0.0547945205479436,29.2328767123288,40,25,45,44,31,1.31715,7.3647
2,0.85,0.25,6.63013698630137,22.1643835616438,29.0684931506849,0.136986301369863,30.5479452054795,31,32,38,43,36,1.250775,7.24875
2,0.85,0.25,5.23287671232877,19.1232876712329,26.7671232876712,0.136986301369863,29.8082191780822,22,37,41,30,37,1.306225,7.393275
2,0.85,0.25,5.56164383561644,26.4383561643836,34.2465753424658,0.136986301369863,34.9041095890411,47,45,53,49,47,1.19615,7.364075
2,0.85,0.25,6.38356164383562,19.9452054794521,28.1643835616438,0.136986301369863,31.7808219178082,34,34,32,40,34,1.312875,7.46205
2,0.85,0.25,6.05479452054794,23.1506849315069,30.8767123287671,0.136986301369863,31.3698630136986,40,45,35,52,42,1.27335,7.44075
2,0.85,0.25,3.42465753424657,15.5890410958904,22.5753424657534,0.136986301369863,24.5479452054795,42,41,38,43,38,1.53455,7.446075
2,0.85,0.25,4,13.9452054794521,21.3424657534247,0.136986301369863,23.972602739726,35,39,48,35,40,1.561675,7.497025
2,0.85,0.25,6.54794520547945,23.7260273972603,29.4794520547945,0.136986301369863,31.6164383561644,30,33,34,41,43,1.29535,7.413425
2,0.85,0.25,4.41095890410959,13.9452054794521,21.6712328767123,0.219178082191782,23.972602739726,40,48,53,49,51,1.54765,7.463
2,0.85,0.25,9.91780821917808,23.1506849315069,30.3835616438356,0.136986301369863,31.7808219178082,35,53,30,44,36,1.253975,7.337525
2,0.85,0.25,5.15068493150685,20.6027397260274,28,0.0547945205479436,28.4931506849315,37,49,44,43,41,1.344625,7.419225
2,0.85,0.25,10.5753424657534,22.6575342465753,30.8767123287671,0.136986301369863,32.7671232876712,53,48,59,56,49,1.266275,7.398475
2,0.85,0.25,6.05479452054794,18.8767123287671,26.5205479452055,0.136986301369863,29.2328767123288,44,33,26,41,37,1.368025,7.41855
2,0.85,0.25,7.45205479452055,19.6164383561644,26.6849315068493,0.136986301369863,28.9041095890411,29,35,29,45,41,1.4167,7.463925
2,0.85,0.25,6.13698630136986,19.6164383561644,25.9452054794521,0.0547945205479436,29.3972602739726,44,36,42,37,36,1.368825,7.356375
2,0.85,0.25,8.76712328767123,23.8904109589041,29.7260273972603,0.136986301369863,30.7945205479452,28,38,41,50,44,1.268475,7.4128
2,0.85,0.25,4.9041095890411,18.7123287671233,25.1232876712329,0.136986301369863,26.3561643835616,35,38,46,32,42,1.41775,7.40065
2,0.85,0.25,8.02739726027397,21.0958904109589,30.0547945205479,0.136986301369863,31.9452054794521,39,27,32,38,34,1.235875,7.2725
2,0.85,0.25,4.24657534246575,15.7534246575342,23.8904109589041,0.136986301369863,26.2739726027397,36,40,45,44,34,1.43595,7.313925
2,0.85,0.25,6.05479452054794,18.2191780821918,25.5342465753425,0.0547945205479436,29.4794520547945,30,34,48,45,35,1.378175,7.46185
2,0.85,0.25,4.98630136986301,22.7397260273973,29.8082191780822,0.0547945205479436,33.4246575342466,45,22,42,40,35,1.192075,7.190125
2,0.85,0.25,6.21917808219178,17.5616438356164,24.6301369863014,0.136986301369863,28.2465753424658,51,45,40,55,45,1.3637,7.321
2,0.85,0.25,3.83561643835617,18.1369863013699,26.9315068493151,0.136986301369863,28.7397260273973,36,40,37,45,34,1.363625,7.3295
2,0.85,0.25,5.72602739726027,19.3698630136986,26.1917808219178,0.136986301369863,28,40,58,46,44,50,1.330425,7.3614
2,0.85,0.25,5.56164383561644,18.1369863013699,25.1232876712329,0.0547945205479436,28.1643835616438,34,38,38,34,41,1.4042,7.42335
2,0.85,0.25,3.91780821917808,16.986301369863,24.2191780821918,0.0547945205479436,26.3561643835616,43,53,43,57,52,1.475425,7.457725
2,0.85,0.5,3.67123287671233,11.4794520547945,18.6301369863014,0.136986301369863,17.3150684931507,42,52,50,51,57,1.80575,7.4152
2,0.85,0.5,5.15068493150685,17.8082191780822,23.8904109589041,0.136986301369863,24.7123287671233,35,38,34,55,32,1.624775,7.4038
2,0.85,0.5,6.87671232876712,18.2191780821918,23.7260273972603,0.136986301369863,22.4931506849315,35,25,45,40,37,1.6009,7.4053
2,0.85,0.5,8.68493150684931,19.3698630136986,24.5479452054795,0.136986301369863,24.6301369863014,27,32,33,45,34,1.576475,7.517325
2,0.85,0.5,5.47945205479452,12.958904109589,19.4520547945205,0.0547945205479436,17.6438356164384,38,38,33,38,32,1.844775,7.423475
2,0.85,0.5,8.19178082191781,17.7260273972603,24.2191780821918,0.136986301369863,24.2191780821918,40,39,29,33,40,1.609675,7.4118
2,0.85,0.5,8.43835616438356,18.4657534246575,24.6301369863014,0.136986301369863,24.0547945205479,27,46,24,38,30,1.553375,7.2624
2,0.85,0.5,3.83561643835617,14.6027397260274,21.2602739726027,0.136986301369863,19.8630136986301,56,69,56,71,62,1.7354,7.44915
2,0.85,0.5,7.04109589041096,17.5616438356164,24.7945205479452,0.136986301369863,23.3972602739726,44,39,36,39,43,1.6075,7.412125
2,0.85,0.5,4.82191780821918,13.7808219178082,20.4383561643836,0.136986301369863,20.6849315068493,28,39,35,39,46,1.655325,7.321575
2,0.85,0.5,4.16438356164383,13.8630136986301,20.7671232876712,0.136986301369863,19.2054794520548,47,61,51,47,41,1.737825,7.383375
2,0.85,0.5,6.05479452054794,18.3835616438356,25.5342465753425,0.136986301369863,26.5205479452055,39,43,36,42,28,1.58295,7.36575
2,0.85,0.5,7.28767123287671,17.8082191780822,23.8082191780822,0.136986301369863,22.986301369863,33,39,43,43,32,1.613475,7.4048
2,0.85,0.5,5.64383561643836,17.7260273972603,24.6301369863014,0.136986301369863,24.6301369863014,46,39,32,33,49,1.562625,7.36285
2,0.85,0.5,10.4109589041096,25.1232876712329,31.2876712328767,0.136986301369863,30.4657534246575,37,42,38,36,39,1.375025,7.34
2,0.85,0.5,5.80821917808219,14.1095890410959,20.1095890410959,0.136986301369863,19.2876712328767,36,41,57,35,40,1.76875,7.4312
2,0.85,0.5,8.35616438356164,22.4109589041096,28.986301369863,0.136986301369863,28.0821917808219,28,48,54,36,36,1.4178,7.294175
2,0.85,0.5,6.54794520547945,18.0547945205479,25.1232876712329,0.136986301369863,24.3835616438356,29,49,30,48,44,1.61695,7.5175
2,0.85,0.5,4.98630136986301,16.8219178082192,23.972602739726,0.136986301369863,23.2328767123288,26,35,39,36,38,1.5936,7.28915
2,0.85,0.5,4.73972602739726,13.2876712328767,19.6986301369863,0.136986301369863,19.041095890411,53,47,56,57,49,1.784675,7.4921
2,0.85,0.5,8.6027397260274,19.1232876712329,27.4246575342466,0.136986301369863,25.3698630136986,32,37,25,56,34,1.464875,7.323875
2,0.85,0.5,8.76712328767123,23.4794520547945,29.7260273972603,0.136986301369863,28.1643835616438,42,41,35,42,42,1.411625,7.3368
2,0.85,0.5,8.93150684931507,21.4246575342466,27.5068493150685,0.136986301369863,26.6027397260274,48,44,46,34,49,1.4877,7.467225
2,0.85,0.5,6.54794520547945,20.1095890410959,26.1095890410959,0.136986301369863,23.7260273972603,33,34,47,45,30,1.5307,7.412925
2,0.85,0.5,3.67123287671233,16.4931506849315,24.0547945205479,0.136986301369863,24.2191780821918,31,38,35,42,43,1.586,7.350975
2,0.85,0.5,5.80821917808219,22.4931506849315,30.5479452054795,0.136986301369863,29.2328767123288,33,47,45,38,44,1.429925,7.35485
2,0.85,0.5,6.63013698630137,16.3287671232877,22.9041095890411,0.136986301369863,21.1780821917808,29,36,40,38,39,1.6592,7.360775
2,0.85,0.5,3.58904109589041,16.3287671232877,22.986301369863,0.136986301369863,22.2465753424658,42,35,31,44,42,1.6633,7.333175
2,0.85,0.5,4.65753424657534,14.8493150684931,21.5890410958904,0.136986301369863,23.6438356164384,50,44,41,49,50,1.59595,7.17765
2,0.85,0.5,3.91780821917808,14.6849315068493,21.4246575342466,0.136986301369863,22.5753424657534,50,52,48,59,48,1.66335,7.325625
2,0.85,0.5,5.06849315068493,14.5205479452055,20.2739726027397,0.136986301369863,20.8493150684931,30,34,41,39,22,1.75205,7.492475
2,0.85,0.5,5.64383561643836,18.1369863013699,24.5479452054795,0.136986301369863,24.7123287671233,36,32,30,38,43,1.587875,7.349925
2,0.85,0.5,8.19178082191781,19.6986301369863,25.041095890411,0.136986301369863,24.2191780821918,37,33,36,45,51,1.590475,7.377525
2,0.85,0.5,6.95890410958904,20.1917808219178,27.5068493150685,0.136986301369863,25.041095890411,36,38,45,34,43,1.50725,7.4541
2,0.85,0.5,4.16438356164383,18.1369863013699,23.8082191780822,0.136986301369863,21.3424657534247,31,41,39,34,31,1.598475,7.4084
2,0.85,0.5,6.71232876712329,22.8219178082192,30.1369863013699,0.136986301369863,30.0547945205479,38,36,33,43,44,1.430075,7.52385
2,0.85,0.5,5.56164383561644,15.3424657534247,22.3287671232877,0.0547945205479436,22.6575342465753,43,57,43,66,53,1.696675,7.485025
2,0.85,0.5,5.80821917808219,15.0958904109589,22.0821917808219,0.136986301369863,22.5753424657534,39,47,38,41,39,1.7119,7.398675
2,0.85,0.5,4.82191780821918,14.6849315068493,22.0821917808219,0.136986301369863,21.0958904109589,38,34,37,46,44,1.71275,7.369825
2,0.85,0.5,9.26027397260274,19.6164383561644,25.1232876712329,0.136986301369863,25.2876712328767,34,29,33,33,38,1.541,7.358775
2,0.85,0.5,4.41095890410959,13.7808219178082,19.5342465753425,0.136986301369863,19.041095890411,50,45,61,49,52,1.7541,7.477
