"FIRST_LINE","INFECTION_DURATION_MULTIPLY_FACTOR","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.9,0,4.32876712328767,18.0547945205479,25.3698630136986,0.712328767123289,38.8493150684931,38,44,49,50,35,1.30335,9.740925
2,0.9,0,4.24657534246575,16.0821917808219,23.7260273972603,1.2054794520548,35.3972602739726,52,65,53,54,51,1.4061,9.779275
2,0.9,0,4.9041095890411,18.3835616438356,25.6986301369863,0.136986301369863,37.1232876712329,51,63,56,52,60,1.307025,9.7316
2,0.9,0,7.94520547945206,20.8493150684931,28.3287671232877,0.301369863013697,NA,47,52,57,48,41,1.2097,9.7734
2,0.9,0,5.06849315068493,16.6575342465753,25.7808219178082,0.219178082191782,35.5616438356164,44,52,45,46,49,1.329525,9.7946
2,0.9,0,6.63013698630137,18.958904109589,26.6027397260274,0.794520547945204,38.9315068493151,42,47,51,41,42,1.266025,9.655425
2,0.9,0,4.41095890410959,16.2465753424658,24.7123287671233,0.0547945205479436,38.7671232876712,42,44,48,51,40,1.3054,9.675375
2,0.9,0,6.3013698630137,19.2876712328767,26.5205479452055,2.10958904109589,NA,33,42,42,42,37,1.20725,9.6646
2,0.9,0,7.12328767123288,19.3698630136986,26.027397260274,0.383561643835616,36.3013698630137,38,60,50,50,37,1.325225,9.834175
2,0.9,0,4.9041095890411,16.2465753424658,24.5479452054795,0.0547945205479436,38.3561643835616,39,46,42,47,49,1.322125,9.631775
2,0.9,0,4.73972602739726,16,23.5616438356164,1.12328767123288,36.958904109589,31,36,48,46,45,1.324675,9.748
2,0.9,0,3.17808219178082,14.7671232876712,23.2328767123288,0.301369863013697,34.8219178082192,60,55,56,66,57,1.41435,9.89705
2,0.9,0,4.08219178082192,18.1369863013699,24.8767123287671,0.794520547945204,37.7808219178082,43,42,54,64,40,1.316275,9.79075
2,0.9,0,5.47945205479452,16.7397260273973,26.027397260274,3.50684931506849,NA,49,46,37,49,46,1.25505,9.78275
2,0.9,0,5.23287671232877,16.8219178082192,25.5342465753425,0.712328767123289,39.6712328767123,43,41,36,41,48,1.249875,9.683625
2,0.9,0,8.52054794520548,21.2602739726027,28.9041095890411,4.49315068493151,39.0958904109589,42,45,59,49,47,1.2093,9.6822
2,0.9,0,6.95890410958904,25.041095890411,33.7534246575342,0.465753424657535,NA,36,50,45,46,52,1.087175,9.67235
2,0.9,0,5.89041095890411,14.027397260274,20.2739726027397,2.93150684931507,35.8082191780822,45,42,41,41,43,1.385,9.76
2,0.9,0,5.47945205479452,18.5479452054795,26.027397260274,2.35616438356164,38.2739726027397,47,42,39,56,46,1.261625,9.678325
2,0.9,0,5.97260273972603,21.2602739726027,28.3287671232877,0.794520547945204,39.9178082191781,47,57,49,73,44,1.234975,9.783925
2,0.9,0,6.38356164383562,17.6438356164384,25.3698630136986,0.876712328767123,38.027397260274,51,59,57,65,62,1.282325,9.6936
2,0.9,0,4.24657534246575,17.2328767123288,24.0547945205479,0.383561643835616,36.5479452054795,52,39,40,43,40,1.34755,9.7811
2,0.9,0,4.98630136986301,17.972602739726,24.4657534246575,0.136986301369863,NA,49,67,61,42,50,1.3025,9.7758
2,0.9,0,5.3972602739726,16.8219178082192,23.5616438356164,0.136986301369863,39.2602739726027,31,43,35,54,47,1.271275,9.647175
2,0.9,0,11.2328767123288,25.8630136986301,33.4246575342466,0.301369863013697,NA,46,44,50,50,41,1.13625,9.7323
2,0.8,0.01,5.06849315068493,15.7534246575342,22.9041095890411,1.2054794520548,31.6164383561644,55,61,45,49,57,1.610925,10.69615
2,0.8,0.01,4.98630136986301,17.4794520547945,25.5342465753425,3.26027397260274,34.3287671232877,51,50,55,41,64,1.558825,10.650125
2,0.8,0.01,7.28767123287671,20.5205479452055,27.5890410958904,1.61643835616438,36.1369863013699,45,51,46,59,50,1.46995,10.810275
2,0.8,0.01,5.3972602739726,17.5616438356164,24.958904109589,1.6986301369863,34.6575342465753,61,68,70,57,58,1.575875,10.715675
2,0.8,0.01,4.98630136986301,18.7945205479452,26.4383561643836,0.301369863013697,36.5479452054795,41,51,43,57,68,1.51305,10.733275
2,0.8,0.01,5.31506849315069,20.6027397260274,27.3424657534247,0.876712328767123,38.1917808219178,67,58,79,82,69,1.454475,10.715225
2,0.8,0.01,5.47945205479452,17.0684931506849,24.3835616438356,0.136986301369863,33.5890410958904,35,52,57,51,62,1.62055,10.7949
2,0.8,0.01,4.73972602739726,16.9041095890411,25.2876712328767,1.2054794520548,33.7534246575342,32,46,56,71,56,1.619675,10.71345
2,0.8,0.01,7.53424657534246,19.3698630136986,26.1095890410959,0.136986301369863,37.3698630136986,47,52,48,49,62,1.470925,10.7195
2,0.8,0.01,4.57534246575343,15.5890410958904,22.8219178082192,0.383561643835616,35.5616438356164,47,52,46,55,53,1.5628,10.774425
2,0.8,0.01,6.05479452054794,18.5479452054795,26.027397260274,0.136986301369863,34.4931506849315,39,47,45,38,48,1.53495,10.47975
2,0.8,0.01,6.54794520547945,18.3835616438356,25.041095890411,0.794520547945204,35.8904109589041,50,54,51,61,50,1.510725,10.610975
2,0.8,0.01,5.80821917808219,13.6986301369863,21.7534246575342,0.136986301369863,33.5068493150685,52,64,71,65,66,1.6089,10.6677
2,0.8,0.01,6.63013698630137,20.6027397260274,27.5068493150685,0.794520547945204,36.958904109589,38,63,55,46,57,1.42605,10.5681
2,0.8,0.01,6.13698630136986,17.3972602739726,25.041095890411,0.465753424657535,34.3287671232877,44,47,49,62,48,1.579525,10.6831
2,0.8,0.01,5.64383561643836,16.6575342465753,24.6301369863014,2.35616438356164,38.4383561643836,44,46,45,64,58,1.4789,10.66755
2,0.8,0.01,5.15068493150685,20.1095890410959,26.2739726027397,3.58904109589041,36.958904109589,43,55,54,58,70,1.519725,10.83625
2,0.8,0.01,6.13698630136986,17.8904109589041,24.3835616438356,1.78082191780822,35.1506849315069,46,56,63,53,50,1.5929,10.6991
2,0.8,0.01,6.46575342465754,16.9041095890411,24.6301369863014,1.36986301369863,34.5753424657534,49,57,42,53,49,1.539975,10.704275
2,0.8,0.01,5.72602739726027,17.7260273972603,24.3013698630137,0.136986301369863,35.8082191780822,51,50,53,62,58,1.540125,10.694
2,0.8,0.01,4.16438356164383,16.8219178082192,24.958904109589,0.63013698630137,39.1780821917808,44,52,59,67,64,1.4796,10.801475
2,0.8,0.01,4.57534246575343,14.7671232876712,24.0547945205479,0.465753424657535,34.8219178082192,43,57,52,68,53,1.58435,10.595575
2,0.8,0.01,7.2054794520548,19.2054794520548,26.7671232876712,4.32876712328767,35.2328767123288,50,50,53,62,38,1.5007,10.751875
2,0.8,0.01,4.57534246575343,13.5342465753425,20.1095890410959,0.712328767123289,30.958904109589,54,40,61,61,60,1.791775,10.788475
2,0.8,0.01,6.54794520547945,17.8082191780822,25.6164383561644,2.68493150684931,34.9041095890411,46,54,54,62,58,1.5343,10.8089
2,0.8,0.01,5.31506849315069,15.0958904109589,22,1.28767123287671,33.5068493150685,47,56,50,60,57,1.6399,10.736775
2,0.8,0.01,5.3972602739726,17.8904109589041,25.6164383561644,0.465753424657535,35.4794520547945,52,55,61,45,50,1.522775,10.742675
2,0.8,0.01,6.05479452054794,19.2876712328767,26.5205479452055,0.301369863013697,37.4520547945205,52,51,55,44,62,1.41965,10.7689
2,0.8,0.01,8.19178082191781,19.4520547945205,27.0958904109589,0.794520547945204,37.6164383561644,36,46,52,65,54,1.455725,10.682
2,0.8,0.01,4.82191780821918,17.1506849315069,24.3835616438356,0.0547945205479436,37.6164383561644,64,49,52,60,40,1.50025,10.6922
2,0.8,0.01,9.34246575342466,19.5342465753425,25.4520547945205,0.465753424657535,35.3150684931507,41,52,46,66,51,1.523425,10.677025
2,0.8,0.01,5.80821917808219,18.2191780821918,23.972602739726,1.04109589041096,33.5068493150685,45,48,59,63,49,1.5943,10.61375
2,0.8,0.01,4.24657534246575,16.2465753424658,23.2328767123288,0.63013698630137,33.2602739726027,77,69,67,66,65,1.579675,10.6343
2,0.8,0.01,8.19178082191781,18.958904109589,26.1917808219178,0.547945205479451,33.5068493150685,37,50,40,45,39,1.519275,10.68705
2,0.8,0.01,7.45205479452055,18.2191780821918,25.6986301369863,2.6027397260274,34.6575342465753,41,46,49,55,53,1.523075,10.87895
2,0.8,0.01,5.15068493150685,15.013698630137,22.9041095890411,2.35616438356164,35.972602739726,41,50,47,58,38,1.4668,10.5856
2,0.8,0.01,5.80821917808219,17.5616438356164,25.7808219178082,2.68493150684931,36.4657534246575,41,54,47,51,42,1.478325,10.7193
2,0.8,0.01,4.73972602739726,20.2739726027397,27.2602739726027,2.84931506849315,36.7123287671233,38,60,56,57,67,1.43885,10.7563
2,0.8,0.01,7.2054794520548,17.6438356164384,24.7123287671233,0.465753424657535,37.4520547945205,47,46,55,57,57,1.506825,10.63825
2,0.8,0.01,5.56164383561644,17.0684931506849,23.8082191780822,0.465753424657535,35.0684931506849,60,48,51,47,58,1.60265,10.612925
2,0.8,0.01,5.31506849315069,18.958904109589,27.013698630137,0.547945205479451,38.6849315068493,54,56,44,44,47,1.420125,10.6137
2,0.8,0.01,5.97260273972603,18.3835616438356,25.9452054794521,0.547945205479451,34.6575342465753,47,55,68,54,41,1.504,10.692875
2,0.8,0.01,5.64383561643836,18.3013698630137,25.5342465753425,0.0547945205479436,34.0821917808219,35,56,52,64,45,1.55325,10.5342
2,0.8,0.01,6.63013698630137,17.0684931506849,24.5479452054795,0.136986301369863,37.041095890411,41,56,54,67,46,1.499175,10.73995
2,0.8,0.01,4.65753424657534,15.4246575342466,22.6575342465753,0.383561643835616,33.013698630137,67,67,54,82,69,1.580525,10.578075
2,0.8,0.01,5.64383561643836,18.8767123287671,25.3698630136986,1.61643835616438,33.5890410958904,40,55,50,51,57,1.614325,10.754275
2,0.8,0.01,5.56164383561644,18.958904109589,27.0958904109589,0.958904109589042,37.4520547945205,57,59,44,63,57,1.484775,10.6725
2,0.8,0.01,5.97260273972603,16.9041095890411,24.7945205479452,3.0958904109589,31.5342465753425,68,48,55,52,41,1.5793,10.65815
2,0.8,0.01,8.43835616438356,20.1095890410959,28.5753424657534,1.61643835616438,39.5890410958904,41,50,52,61,60,1.39495,10.675725
2,0.8,0.01,5.31506849315069,14.4383561643836,21.0958904109589,0.712328767123289,33.9178082191781,47,54,48,65,43,1.665875,10.84615
2,0.8,0.1,5.80821917808219,18.958904109589,26.4383561643836,0.136986301369863,30.3013698630137,58,48,49,50,45,1.8479,10.7181
2,0.8,0.1,6.38356164383562,15.9178082191781,22.2465753424658,0.136986301369863,27.013698630137,47,58,53,62,53,1.967625,10.77835
2,0.8,0.1,6.87671232876712,19.6986301369863,27.013698630137,0.301369863013697,30.5479452054795,53,58,49,47,58,1.853925,10.75795
2,0.8,0.1,5.06849315068493,17.7260273972603,24.3835616438356,0.0547945205479436,29.3972602739726,48,56,54,63,52,1.9278,10.689525
2,0.8,0.1,4.73972602739726,14.8493150684931,21.8356164383562,0.301369863013697,26.9315068493151,37,49,46,64,58,1.991775,10.633625
2,0.8,0.1,6.46575342465754,19.1232876712329,25.6164383561644,0.136986301369863,30.2191780821918,49,66,76,66,54,1.931175,10.9434
2,0.8,0.1,5.97260273972603,16.2465753424658,23.4794520547945,0.383561643835616,27.8356164383562,66,68,65,72,65,1.921425,10.72275
2,0.8,0.1,7.04109589041096,16.8219178082192,23.4794520547945,0.301369863013697,26.7671232876712,41,58,49,65,48,1.998525,10.793125
2,0.8,0.1,4.08219178082192,14.027397260274,20.6027397260274,0.136986301369863,26.1095890410959,56,61,48,54,70,2.07415,10.751975
2,0.8,0.1,7.2054794520548,19.4520547945205,25.6986301369863,0.136986301369863,29.2328767123288,48,56,49,61,40,1.8852,10.6941
2,0.8,0.1,6.13698630136986,19.4520547945205,26.6849315068493,0.136986301369863,30.1369863013699,59,48,54,54,55,1.880425,10.691075
2,0.8,0.1,7.04109589041096,21.3424657534247,27.7534246575342,0.136986301369863,32.2739726027397,45,58,62,34,43,1.804475,10.79865
2,0.8,0.1,8.6027397260274,22.5753424657534,28.4931506849315,0.136986301369863,32.9315068493151,32,44,48,58,51,1.730975,10.810925
2,0.8,0.1,9.42465753424657,22.1643835616438,28.4931506849315,0.0547945205479436,31.3698630136986,50,40,53,66,51,1.782575,10.684375
2,0.8,0.1,8.68493150684931,19.6986301369863,27.0958904109589,0.0547945205479436,31.2054794520548,48,48,46,60,44,1.784925,10.73515
2,0.8,0.1,5.80821917808219,19.2054794520548,26.3561643835616,0.136986301369863,30.7123287671233,53,61,62,53,69,1.817,10.707625
2,0.8,0.1,6.54794520547945,18.7123287671233,26.7671232876712,0.136986301369863,33.0958904109589,42,52,49,56,45,1.75535,10.685075
2,0.8,0.1,5.80821917808219,18.2191780821918,25.2876712328767,0.136986301369863,30.3835616438356,44,54,45,57,44,1.827425,10.55485
2,0.8,0.1,7.61643835616438,18.5479452054795,24.3013698630137,0.136986301369863,29.8082191780822,34,47,47,51,38,1.956275,10.839625
2,0.8,0.1,6.38356164383562,21.013698630137,27.3424657534247,0.136986301369863,29.8082191780822,43,56,48,58,60,1.7528,10.605075
2,0.8,0.1,6.13698630136986,19.6164383561644,27.013698630137,0.0547945205479436,32.2739726027397,35,50,53,58,54,1.7892,10.656875
2,0.8,0.1,9.0958904109589,25.041095890411,31.4520547945205,0.136986301369863,36.7123287671233,56,58,52,50,58,1.5908,10.7367
2,0.8,0.1,4.41095890410959,16.1643835616438,22.9041095890411,0.136986301369863,27.0958904109589,58,47,65,68,49,2.020875,10.71325
2,0.8,0.1,3.58904109589041,13.5342465753425,20.3561643835616,0.136986301369863,26.8493150684931,50,61,62,60,63,2.1199,10.6868
2,0.8,0.1,5.3972602739726,17.8082191780822,24.8767123287671,0.136986301369863,29.3150684931507,60,67,78,69,63,1.9178,10.732175
2,0.8,0.1,7.86301369863014,17.1506849315069,23.6438356164384,0.136986301369863,26.3561643835616,44,49,42,64,56,2.003975,10.627775
2,0.8,0.1,5.06849315068493,16.7397260273973,22.986301369863,0.136986301369863,28.1643835616438,44,72,31,74,57,1.974575,10.6822
2,0.8,0.1,6.05479452054794,18.1369863013699,26.6849315068493,0.136986301369863,32.5205479452055,45,50,61,48,57,1.78675,10.6643
2,0.8,0.1,4.49315068493151,19.8630136986301,25.6986301369863,0.136986301369863,28.4109589041096,49,60,53,60,54,1.885025,10.69015
2,0.8,0.1,5.56164383561644,16.9041095890411,24.2191780821918,0.136986301369863,27.3424657534247,44,58,43,52,42,2.013025,10.765625
2,0.8,0.1,5.3972602739726,17.0684931506849,23.972602739726,0.136986301369863,27.2602739726027,53,48,49,60,68,1.946425,10.70765
2,0.8,0.1,5.31506849315069,16.4931506849315,22.3287671232877,0.136986301369863,27.5890410958904,61,69,74,78,68,1.9484,10.61565
2,0.8,0.1,8.35616438356164,16.9041095890411,24.8767123287671,0.136986301369863,29.0684931506849,52,47,49,65,57,1.92745,10.76715
2,0.8,0.1,4.57534246575343,15.5890410958904,22.1643835616438,0.794520547945204,27.3424657534247,61,63,63,58,50,1.99115,10.64425
2,0.8,0.1,8.35616438356164,17.6438356164384,24.7945205479452,0.219178082191782,28.4109589041096,47,43,59,56,40,1.8709,10.80925
2,0.8,0.1,3.01369863013699,15.0958904109589,22,0.0547945205479436,27.2602739726027,64,81,60,88,85,2.04645,10.676575
2,0.8,0.1,6.54794520547945,18.2191780821918,24.0547945205479,0.136986301369863,28.6575342465753,40,40,52,51,43,1.92405,10.789075
2,0.8,0.1,5.15068493150685,14.9315068493151,21.8356164383562,0.301369863013697,26.027397260274,46,46,60,64,54,2.045575,10.799725
2,0.8,0.1,5.72602739726027,16.4109589041096,23.6438356164384,0.136986301369863,29.3972602739726,55,57,61,53,50,1.960075,10.757825
2,0.8,0.1,4.32876712328767,18.1369863013699,25.6986301369863,0.136986301369863,29.3972602739726,52,75,64,71,68,1.885125,10.7144
2,0.8,0.1,5.3972602739726,16.3287671232877,22.9041095890411,0.136986301369863,27.7534246575342,68,42,65,69,53,1.974,10.77365
2,0.8,0.1,5.72602739726027,18.3013698630137,25.2054794520548,0.136986301369863,29.2328767123288,63,53,48,42,53,1.931925,10.789025
2,0.8,0.1,7.12328767123288,19.5342465753425,25.6986301369863,0.136986301369863,28.9041095890411,55,51,56,53,54,1.938075,10.77905
2,0.8,0.1,7.94520547945206,19.8630136986301,25.3698630136986,0.136986301369863,28.3287671232877,51,46,52,59,57,1.849525,10.754325
2,0.8,0.1,6.3013698630137,18.7945205479452,26.1095890410959,0.136986301369863,31.4520547945205,45,46,42,61,56,1.71855,10.5196
2,0.8,0.1,3.75342465753425,17.1506849315069,23.7260273972603,0.712328767123289,28.7397260273973,67,49,50,60,58,1.96465,10.705525
2,0.8,0.1,4.41095890410959,18.7945205479452,25.6164383561644,0.136986301369863,31.2876712328767,56,46,43,61,48,1.752175,10.618725
2,0.8,0.1,4.9041095890411,15.9178082191781,22.6575342465753,0.219178082191782,28.6575342465753,37,59,47,65,61,1.9554,10.68725
2,0.8,0.1,6.95890410958904,17.972602739726,24.6301369863014,0.136986301369863,30.958904109589,46,58,50,53,58,1.854775,10.695075
2,0.8,0.1,4.49315068493151,18.0547945205479,24.0547945205479,0.136986301369863,28.1643835616438,56,60,58,82,70,1.914575,10.604725
2,0.8,0.25,8.02739726027397,19.6986301369863,26.5205479452055,0.136986301369863,28.5753424657534,42,59,53,62,47,2.077075,10.71245
2,0.8,0.25,5.06849315068493,17.3150684931507,23.3972602739726,0.136986301369863,25.1232876712329,45,52,44,61,41,2.197,10.68765
2,0.8,0.25,4.9041095890411,17.3150684931507,22.986301369863,0.136986301369863,26.3561643835616,53,52,60,61,55,2.1978,10.7238
2,0.8,0.25,5.15068493150685,18.1369863013699,24.7945205479452,0.136986301369863,27.6712328767123,63,48,53,51,60,2.16075,10.7656
2,0.8,0.25,6.71232876712329,16.3287671232877,23.6438356164384,0.136986301369863,25.6986301369863,50,58,49,46,50,2.2704,10.695875
2,0.8,0.25,5.31506849315069,16.8219178082192,22.3287671232877,0.136986301369863,23.3150684931507,64,54,66,82,56,2.236375,10.62415
2,0.8,0.25,5.89041095890411,19.041095890411,25.6164383561644,0.0547945205479436,28.6575342465753,47,54,55,61,50,2.006975,10.59485
2,0.8,0.25,5.47945205479452,17.4794520547945,23.972602739726,0.136986301369863,25.6164383561644,55,37,47,52,54,2.2374,10.68845
2,0.8,0.25,5.3972602739726,19.9452054794521,26.8493150684931,0.136986301369863,29.8082191780822,42,54,55,60,43,1.967025,10.6048
2,0.8,0.25,4.9041095890411,16,22.6575342465753,0.136986301369863,24.2191780821918,48,45,64,68,60,2.30815,10.8186
2,0.8,0.25,6.05479452054794,17.972602739726,23.8082191780822,0.136986301369863,24.6301369863014,47,56,55,54,54,2.18605,10.740225
2,0.8,0.25,5.80821917808219,17.3150684931507,22.7397260273973,0.136986301369863,23.4794520547945,39,38,51,47,55,2.2197,10.6746
2,0.8,0.25,6.71232876712329,18.958904109589,24.7945205479452,0.136986301369863,26.1095890410959,37,57,67,55,35,2.097625,10.664475
2,0.8,0.25,9.26027397260274,18.5479452054795,24.958904109589,0.136986301369863,26.6027397260274,67,54,59,64,45,2.1212,10.684125
2,0.8,0.25,4,15.4246575342466,22,0.136986301369863,24.0547945205479,47,46,43,53,64,2.28135,10.66255
2,0.8,0.25,4.16438356164383,19.1232876712329,25.9452054794521,0.136986301369863,28.1643835616438,41,55,69,60,49,2.043425,10.761225
2,0.8,0.25,4.82191780821918,18.6301369863014,23.8904109589041,0.136986301369863,26.2739726027397,45,55,56,63,71,2.2488,10.75715
2,0.8,0.25,5.06849315068493,17.1506849315069,23.8082191780822,0.136986301369863,27.5068493150685,59,52,60,55,57,2.1725,10.749625
2,0.8,0.25,8.6027397260274,20.6027397260274,26.9315068493151,0.136986301369863,28.2465753424658,41,58,43,59,65,2.0928,10.7374
2,0.8,0.25,8.35616438356164,19.2876712328767,24.958904109589,0.136986301369863,26.9315068493151,45,53,49,61,45,2.139975,10.618425
2,0.8,0.25,5.31506849315069,15.5890410958904,21.4246575342466,0.136986301369863,24.958904109589,46,61,65,48,52,2.297675,10.650875
2,0.8,0.25,8.35616438356164,20.2739726027397,25.4520547945205,0.136986301369863,26.2739726027397,42,67,46,59,58,2.07825,10.7051
2,0.8,0.25,5.31506849315069,16,21.5890410958904,0.136986301369863,24.1369863013699,54,55,51,52,53,2.318725,10.7258
2,0.8,0.25,5.47945205479452,16.4931506849315,22.2465753424658,0.136986301369863,26.5205479452055,42,50,41,64,59,2.16875,10.596625
2,0.8,0.25,4.08219178082192,16.7397260273973,22.0821917808219,0.136986301369863,24.7123287671233,52,63,58,53,60,2.262675,10.6651
2,0.8,0.25,6.13698630136986,18.2191780821918,23.6438356164384,0.136986301369863,25.3698630136986,40,56,68,70,49,2.218325,10.71445
2,0.8,0.25,5.89041095890411,19.6164383561644,25.2876712328767,0.136986301369863,27.7534246575342,48,52,50,48,63,2.116175,10.72785
2,0.8,0.25,4.24657534246575,17.8904109589041,23.7260273972603,0.0547945205479436,27.013698630137,60,63,53,57,41,2.204275,10.7765
2,0.8,0.25,7.45205479452055,20.2739726027397,26.5205479452055,0.0547945205479436,28.4109589041096,53,59,52,62,54,2.064225,10.770625
2,0.8,0.25,5.47945205479452,15.2602739726027,20.5205479452055,0.136986301369863,23.2328767123288,47,59,56,47,46,2.363275,10.834375
2,0.8,0.25,5.23287671232877,17.2328767123288,22.6575342465753,0.136986301369863,24.7123287671233,48,63,39,56,58,2.199425,10.58025
2,0.8,0.25,4,16.5753424657534,24.5479452054795,0.136986301369863,27.5068493150685,47,62,46,62,67,2.139025,10.675175
2,0.8,0.25,4.98630136986301,15.3424657534247,21.5890410958904,0.136986301369863,22.1643835616438,42,58,69,45,49,2.305525,10.6409
2,0.8,0.25,4.73972602739726,15.0958904109589,21.3424657534247,0.136986301369863,23.2328767123288,56,59,48,45,59,2.273475,10.58045
2,0.8,0.25,6.13698630136986,16.4931506849315,22.5753424657534,0.0547945205479436,24.7123287671233,46,53,55,58,59,2.3075,10.8131
2,0.8,0.25,5.23287671232877,17.1506849315069,23.3972602739726,0.136986301369863,26.8493150684931,52,51,72,73,65,2.165675,10.64055
2,0.8,0.25,6.95890410958904,18.2191780821918,23.4794520547945,0.136986301369863,25.7808219178082,42,50,62,68,43,2.19605,10.7133
2,0.8,0.25,5.47945205479452,20.1917808219178,25.7808219178082,0.136986301369863,28.9041095890411,47,56,68,77,45,2.04075,10.635775
2,0.8,0.25,6.46575342465754,17.3972602739726,24.1369863013699,0.136986301369863,26.6849315068493,44,43,45,61,55,2.106225,10.594
2,0.8,0.25,4.49315068493151,16.5753424657534,22.9041095890411,0.136986301369863,24.2191780821918,47,60,51,65,55,2.203675,10.65705
2,0.8,0.25,4.82191780821918,17.5616438356164,25.2876712328767,0.136986301369863,27.7534246575342,39,48,63,68,37,2.070925,10.60265
2,0.8,0.25,4.49315068493151,15.3424657534247,21.013698630137,0.136986301369863,24.0547945205479,43,59,41,68,57,2.2991,10.7953
2,0.8,0.25,6.95890410958904,18.1369863013699,23.3972602739726,0.136986301369863,24.8767123287671,49,53,57,42,51,2.229225,10.808
2,0.8,0.25,4.9041095890411,15.1780821917808,22.4109589041096,0.136986301369863,25.7808219178082,57,55,54,54,49,2.267075,10.752675
2,0.8,0.25,6.21917808219178,19.5342465753425,25.6986301369863,0.136986301369863,27.5068493150685,42,40,61,60,49,2.052925,10.535575
2,0.8,0.25,5.23287671232877,19.6164383561644,25.6164383561644,0.136986301369863,27.1780821917808,65,61,51,57,48,2.0626,10.720875
2,0.8,0.25,7.78082191780822,18.2191780821918,24.6301369863014,0.136986301369863,25.7808219178082,46,56,60,47,62,2.136375,10.741875
2,0.8,0.25,7.6986301369863,18.2191780821918,25.8630136986301,0.136986301369863,26.5205479452055,52,77,65,56,57,2.056725,10.7048
2,0.8,0.25,5.31506849315069,15.4246575342466,22.1643835616438,0.136986301369863,24.2191780821918,48,50,56,68,46,2.280125,10.738275
2,0.8,0.25,6.05479452054794,17.0684931506849,22.9041095890411,0.136986301369863,24.7945205479452,39,54,53,45,59,2.240325,10.63365
2,0.8,0.5,6.21917808219178,18.8767123287671,24.7123287671233,0.136986301369863,25.041095890411,47,52,50,53,45,2.30415,10.677975
2,0.8,0.5,6.13698630136986,15.9178082191781,21.5890410958904,0.136986301369863,21.0958904109589,49,56,50,73,41,2.55175,10.905375
2,0.8,0.5,4.08219178082192,15.2602739726027,21.013698630137,0.136986301369863,20.9315068493151,55,49,52,59,55,2.570025,10.6938
2,0.8,0.5,5.56164383561644,18.1369863013699,24.2191780821918,0.136986301369863,23.8082191780822,53,53,44,63,49,2.39165,10.668925
2,0.8,0.5,3.75342465753425,12.5479452054795,18.4657534246575,0.136986301369863,18.8767123287671,48,57,58,65,63,2.697975,10.746675
2,0.8,0.5,4.73972602739726,14.6849315068493,20.6849315068493,0.136986301369863,18.8767123287671,60,77,58,70,62,2.5821,10.746575
2,0.8,0.5,4.08219178082192,12.7123287671233,17.8082191780822,0.136986301369863,17.8082191780822,57,43,51,62,59,2.749625,10.692575
2,0.8,0.5,6.63013698630137,15.5068493150685,21.4246575342466,0.136986301369863,19.6164383561644,50,58,49,57,42,2.56305,10.760825
2,0.8,0.5,5.89041095890411,16.4931506849315,21.4246575342466,0.136986301369863,20.1095890410959,53,40,48,50,52,2.566425,10.6569
2,0.8,0.5,5.15068493150685,14.1095890410959,21.2602739726027,0.0547945205479436,21.5890410958904,41,50,53,63,49,2.54405,10.721475
2,0.8,0.5,6.95890410958904,17.3150684931507,24.4657534246575,0.136986301369863,23.7260273972603,48,49,58,52,60,2.4138,10.6743
2,0.8,0.5,5.56164383561644,16.8219178082192,23.1506849315069,0.136986301369863,23.3972602739726,39,60,57,61,58,2.435825,10.601775
2,0.8,0.5,4.98630136986301,15.013698630137,21.013698630137,0.136986301369863,20.3561643835616,52,57,55,68,60,2.5709,10.676525
2,0.8,0.5,5.15068493150685,15.0958904109589,19.8630136986301,0.136986301369863,20.1095890410959,62,66,69,61,67,2.60785,10.758725
2,0.8,0.5,4.24657534246575,13.5342465753425,20.3561643835616,0.136986301369863,19.5342465753425,60,56,37,66,55,2.661525,10.8854
2,0.8,0.5,4.24657534246575,12.5479452054795,19.4520547945205,0.136986301369863,19.2876712328767,57,69,67,66,77,2.60725,10.65655
2,0.8,0.5,7.12328767123288,16.6575342465753,22.986301369863,0.136986301369863,22.5753424657534,60,67,41,52,45,2.5187,10.880075
2,0.8,0.5,6.05479452054794,16.5753424657534,22.4109589041096,0.136986301369863,22.9041095890411,53,53,56,59,55,2.468575,10.67545
2,0.8,0.5,5.3972602739726,15.7534246575342,21.5068493150685,0.136986301369863,21.0958904109589,49,37,54,53,50,2.564275,10.686525
2,0.8,0.5,3.83561643835617,13.2054794520548,18.8767123287671,0.136986301369863,19.2876712328767,49,50,53,54,69,2.6596,10.612425
2,0.8,0.5,5.3972602739726,15.7534246575342,21.4246575342466,0.136986301369863,19.8630136986301,34,51,54,57,56,2.591525,10.736025
2,0.8,0.5,6.38356164383562,19.2876712328767,26.027397260274,0.136986301369863,26.1095890410959,45,55,72,56,42,2.412825,10.9133
2,0.8,0.5,5.31506849315069,15.5068493150685,22.986301369863,0.136986301369863,21.5890410958904,60,52,63,49,59,2.444275,10.673275
