"FIRST_LINE","EC50_MULTIPLY_FACTOR","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,1,0.01,5.89041095890411,20.7671232876712,28.6575342465753,1.04109589041096,NA,28,41,39,31,36,1.117575,8.7439
2,1,0.01,6.87671232876712,19.041095890411,28,0.219178082191782,36.3835616438356,28,36,39,55,37,1.1516,8.8142
2,1,0.01,3.58904109589041,12.8767123287671,19.9452054794521,1.78082191780822,32.027397260274,39,55,31,48,35,1.4154,8.92375
2,1,0.01,4.73972602739726,15.5890410958904,21.4246575342466,1.2054794520548,36.3013698630137,33,37,47,53,40,1.298575,8.928
2,1,0.01,3.67123287671233,13.1232876712329,21.8356164383562,0.301369863013697,32.1095890410959,42,43,38,47,40,1.397425,8.953425
2,1,0.01,5.56164383561644,17.6438356164384,25.2054794520548,2.27397260273973,36.3835616438356,37,33,34,41,38,1.2788,9.044225
2,1,0.01,6.3013698630137,21.6712328767123,27.5890410958904,0.0547945205479436,38.8493150684931,39,44,40,45,33,1.206,8.98415
2,1,0.01,6.05479452054794,22.2465753424658,33.4246575342466,0.794520547945204,NA,38,37,31,45,41,0.9838,8.69195
2,1,0.01,5.15068493150685,14.5205479452055,21.8356164383562,0.876712328767123,33.3424657534247,35,39,46,42,41,1.382325,8.855375
2,1,0.01,5.15068493150685,17.0684931506849,22.4931506849315,0.136986301369863,32.1917808219178,39,42,40,45,46,1.29525,8.874775
2,1,0.01,7.04109589041096,20.8493150684931,28.1643835616438,1.86301369863014,38.3561643835616,36,42,45,47,37,1.1841,8.949175
2,1,0.01,5.47945205479452,14.6849315068493,21.5068493150685,0.383561643835616,35.8904109589041,41,54,45,54,54,1.333575,8.866475
2,1,0.01,6.54794520547945,17.3150684931507,23.8904109589041,0.547945205479451,31.3698630136986,41,36,50,36,41,1.3792,8.94825
2,1.05,0.01,4.57534246575343,17.1506849315069,26.3561643835616,6.13698630136986,NA,32,37,48,40,44,1.018375,9.02035
2,1.05,0.01,5.64383561643836,24.7945205479452,34.3287671232877,13.5342465753425,NA,33,42,27,46,35,0.870675,8.937625
2,1.05,0.01,6.3013698630137,19.1232876712329,28.0821917808219,9.01369863013699,NA,45,65,54,61,55,0.99535,8.98265
2,1.05,0.01,7.28767123287671,19.3698630136986,26.2739726027397,12.8767123287671,NA,33,39,40,36,37,1.030775,8.87525
2,1.05,0.01,5.64383561643836,16.9041095890411,24.0547945205479,0.63013698630137,NA,33,33,35,37,41,1.013725,9.0005
2,1.05,0.01,6.87671232876712,23.8904109589041,35.3150684931507,3.67123287671233,NA,46,28,41,30,45,0.8348,8.915175
2,1.05,0.01,6.71232876712329,16.8219178082192,27.9178082191781,11.6438356164384,NA,35,38,37,43,57,1.04115,9.0815
2,1.05,0.01,4.41095890410959,19.2876712328767,27.9178082191781,7.12328767123288,NA,31,45,50,56,41,1.01575,9.04225
2,1.05,0.01,6.7945205479452,25.4520547945205,34.4109589041096,11.2328767123288,NA,37,38,36,41,51,0.85495,9.012225
2,1.05,0.01,3.83561643835617,20.7671232876712,28.4931506849315,9.34246575342466,NA,41,49,43,46,37,1.0018,8.925875
2,1.05,0.01,5.72602739726027,20.027397260274,27.7534246575342,3.0958904109589,NA,47,30,30,50,39,1.0127,8.891175
2,1.05,0.01,8.35616438356164,17.6438356164384,25.7808219178082,8.27397260273973,39.013698630137,26,45,40,42,33,1.038475,8.94825
2,1.05,0.01,5.97260273972603,17.7260273972603,24.6301369863014,2.93150684931507,NA,41,57,46,50,43,0.998275,8.846325
2,1.05,0.01,5.89041095890411,19.4520547945205,26.6849315068493,8.93150684931507,NA,40,35,27,45,39,0.976525,9.01855
2,1.05,0.01,5.56164383561644,20.2739726027397,29.3972602739726,8.27397260273973,NA,28,32,43,27,41,0.94215,8.9156
2,1.05,0.01,5.31506849315069,20.1095890410959,28.3287671232877,11.3150684931507,NA,41,45,47,38,27,1.0273,8.8832
2,1.05,0.01,4.24657534246575,13.7808219178082,20.4383561643836,9.34246575342466,NA,48,51,47,56,55,1.120975,9.06945
2,1.05,0.01,4.82191780821918,15.7534246575342,23.4794520547945,1.45205479452055,NA,41,43,26,32,37,1.086375,8.969075
2,1.05,0.01,3.34246575342466,17.0684931506849,29.7260273972603,2.76712328767123,NA,49,49,47,66,60,0.9307,8.750675
2,1.05,0.01,3.91780821917808,14.4383561643836,22.9041095890411,8.84931506849315,NA,38,32,35,46,35,1.073425,8.9446
2,1.05,0.01,7.6986301369863,19.041095890411,26.3561643835616,7.12328767123288,NA,44,42,41,44,34,1.002575,8.86755
2,1.05,0.01,4.32876712328767,15.9178082191781,24.8767123287671,1.53424657534246,NA,30,44,34,31,39,1.0683,8.914625
2,1.05,0.01,6.54794520547945,21.4246575342466,29.972602739726,12.0547945205479,NA,38,38,42,44,49,0.9392,8.930675
2,1.05,0.01,5.80821917808219,20.6027397260274,30.2191780821918,5.23287671232877,NA,47,45,45,49,52,0.913975,8.892075
2,1.05,0.01,9.83561643835617,22,27.8356164383562,8.43835616438356,NA,28,27,48,49,35,0.969675,8.97915
2,1.05,0.01,6.7945205479452,18.7945205479452,25.4520547945205,10,NA,32,42,38,41,33,1.0728,8.928175
2,1.05,0.01,6.63013698630137,18.8767123287671,29.3972602739726,8.93150684931507,NA,41,32,35,38,34,0.965125,8.9969
2,1.05,0.01,3.91780821917808,21.5068493150685,27.9178082191781,6.05479452054794,NA,46,40,40,43,38,0.99875,8.9574
2,1.05,0.01,7.6986301369863,25.3698630136986,32.5205479452055,8.52054794520548,NA,30,35,34,35,39,0.902925,8.808025
2,1.05,0.01,4.41095890410959,17.2328767123288,26.6849315068493,8.6027397260274,NA,52,52,64,61,45,1.000475,8.775375
2,1.05,0.01,4.65753424657534,17.5616438356164,24.7945205479452,9.17808219178082,NA,40,45,34,42,35,0.970375,8.80015
2,1.05,0.01,6.54794520547945,21.7534246575342,30.6301369863014,6.3013698630137,NA,28,39,33,49,37,0.927425,8.826025
2,1.05,0.01,7.61643835616438,24.7945205479452,32.027397260274,5.80821917808219,NA,33,47,42,50,41,0.97655,9.1053
2,1.05,0.01,7.04109589041096,17.6438356164384,25.7808219178082,6.95890410958904,NA,36,40,47,54,42,1.046225,8.925675
2,1.05,0.01,3.91780821917808,18.1369863013699,25.9452054794521,7.04109589041096,39.0958904109589,56,53,37,60,47,1.084725,9.0277
2,1.05,0.01,5.3972602739726,19.6164383561644,27.013698630137,11.7260273972603,NA,33,33,32,40,34,0.96495,8.799425
2,1.05,0.01,3.91780821917808,18.1369863013699,26.7671232876712,12.2191780821918,NA,44,38,27,27,30,0.977675,8.8804
2,1.05,0.01,3.01369863013699,12.3835616438356,20.5205479452055,4.9041095890411,NA,38,47,38,44,42,1.1655,9.099725
2,1.05,0.01,6.95890410958904,23.2328767123288,31.041095890411,0.547945205479451,NA,49,36,27,43,46,0.911325,8.858775
2,1.05,0.01,5.31506849315069,19.7808219178082,26.6027397260274,5.64383561643836,NA,33,46,35,39,50,1.0576,9.0422
2,1.05,0.01,4.32876712328767,16.4931506849315,25.5342465753425,1.86301369863014,NA,35,45,39,43,37,1.0164,8.905725
2,1.05,0.01,5.80821917808219,19.6986301369863,27.6712328767123,1.78082191780822,NA,38,27,48,51,38,0.9763,9.05615
2,1.05,0.01,5.3972602739726,18.1369863013699,26.5205479452055,8.10958904109589,NA,32,40,41,45,44,1.03125,9.01525
2,1.05,0.01,9.50684931506849,22.9041095890411,30.958904109589,5.23287671232877,NA,34,31,46,31,30,0.8837,8.8826
2,1.05,0.01,4,23.5616438356164,30.6301369863014,5.80821917808219,NA,37,34,44,39,34,0.96325,8.9453
2,1.05,0.01,4.98630136986301,15.8356164383562,23.8904109589041,12.6301369863014,NA,30,45,49,59,35,1.019725,9.004875
2,1.05,0.01,4.82191780821918,14.6849315068493,25.2054794520548,8.6027397260274,NA,39,46,41,35,45,1.05405,8.97785
2,1.05,0.01,7.6986301369863,18.4657534246575,26.1917808219178,13.6986301369863,NA,35,35,29,34,30,0.98215,8.95035
2,1.05,0.01,8.84931506849315,18.8767123287671,25.6986301369863,2.6027397260274,NA,41,49,40,42,37,1.108425,9.0248
2,1.05,0.01,8.27397260273973,23.4794520547945,31.6164383561644,10.6575342465753,NA,40,32,43,49,36,0.906425,8.747325
2,1.1,0.01,8.84931506849315,22.7397260273973,30.8767123287671,24.1369863013699,NA,48,35,33,30,31,0.7139,8.690525
2,1.1,0.01,9.17808219178082,26.7671232876712,34.4109589041096,22.9041095890411,NA,33,43,39,34,36,0.713475,8.792175
2,1.1,0.01,4.32876712328767,19.2054794520548,29.6438356164384,22.6575342465753,NA,32,36,36,31,44,0.7796,9.060425
2,1.1,0.01,7.86301369863014,27.1780821917808,39.5068493150685,24.7123287671233,NA,26,42,34,33,40,0.682925,8.950025
2,1.1,0.01,9.50684931506849,23.6438356164384,35.0684931506849,24.8767123287671,NA,31,35,38,37,41,0.683775,8.810575
2,1.1,0.01,7.6986301369863,26.5205479452055,NA,18.7945205479452,NA,32,27,33,38,42,0.668375,8.73885
2,1.1,0.01,3.91780821917808,17.6438356164384,27.4246575342466,22.1643835616438,NA,61,41,64,67,46,0.747325,8.966875
2,1.1,0.01,9.83561643835617,23.972602739726,32.9315068493151,12.958904109589,NA,29,31,38,30,35,0.708375,8.77755
2,1.1,0.01,11.0684931506849,26.6027397260274,36.958904109589,19.2054794520548,NA,32,43,34,44,39,0.692575,8.82215
2,1.1,0.01,6.95890410958904,25.5342465753425,36.7945205479452,19.9452054794521,NA,35,48,33,45,44,0.73115,9.11075
2,1.1,0.01,5.06849315068493,19.2054794520548,30.0547945205479,22,NA,39,37,51,52,39,0.72085,8.85425
2,1.1,0.01,4.41095890410959,20.027397260274,32.2739726027397,17.8904109589041,NA,52,53,50,49,40,0.78515,9.040475
2,1.1,0.01,3.75342465753425,16,24.0547945205479,21.5890410958904,NA,34,32,37,45,36,0.864025,9.066125
2,1.1,0.01,8.35616438356164,20.2739726027397,28.5753424657534,17.1506849315069,NA,36,35,54,42,42,0.74685,8.83915
2,1.1,0.01,7.12328767123288,19.041095890411,27.8356164383562,16.4109589041096,NA,33,51,26,31,38,0.7616,8.800475
2,1.1,0.01,4.32876712328767,22.4109589041096,31.9452054794521,29.2328767123288,NA,31,29,31,38,38,0.704725,8.944925
2,1.1,0.01,8.68493150684931,26.6849315068493,35.6438356164384,27.013698630137,NA,37,39,33,42,53,0.688325,8.82535
2,1.1,0.01,4.32876712328767,16.986301369863,28.8219178082192,21.013698630137,NA,47,40,41,44,28,0.78595,8.908625
2,1.1,0.01,6.7945205479452,24.7123287671233,31.4520547945205,19.9452054794521,NA,37,39,35,34,41,0.7313,8.900575
2,1.1,0.01,4.73972602739726,18.3013698630137,26.2739726027397,17.972602739726,NA,40,48,36,42,42,0.851125,9.018475
2,1.1,0.01,5.80821917808219,17.2328767123288,27.7534246575342,17.1506849315069,NA,29,49,47,40,42,0.79655,9.0385
2,1.1,0.01,4.24657534246575,19.1232876712329,26.9315068493151,22.6575342465753,NA,43,52,52,60,42,0.7925,8.905625
2,1.1,0.01,4.41095890410959,21.5068493150685,28.6575342465753,22.9041095890411,NA,33,44,42,44,23,0.74365,8.93655
2,1.1,0.01,8.6027397260274,23.8082191780822,35.7260273972603,25.9452054794521,NA,30,48,44,39,35,0.694175,8.992875
2,1.1,0.01,5.06849315068493,29.972602739726,38.8493150684931,28.4109589041096,NA,31,42,49,41,42,0.6492,8.8292
2,1.1,0.01,10.9041095890411,25.6164383561644,38.2739726027397,26.6027397260274,NA,54,40,41,34,32,0.6664,8.8694
2,1.1,0.01,6.95890410958904,22.1643835616438,31.5342465753425,19.1232876712329,NA,42,24,50,49,49,0.716325,8.848925
2,1.1,0.01,4.49315068493151,19.6164383561644,28.7397260273973,22.5753424657534,NA,32,45,48,51,38,0.80045,9.015625
2,1.1,0.01,7.04109589041096,22.2465753424658,32.7671232876712,23.3150684931507,NA,31,31,40,38,47,0.7246,9.034875
2,1.1,0.01,3.91780821917808,16.9041095890411,24.7123287671233,19.041095890411,NA,34,33,42,46,50,0.81515,8.8816
2,1.1,0.01,4.41095890410959,19.041095890411,27.7534246575342,22.8219178082192,NA,58,48,66,64,65,0.764675,8.947525
2,1.1,0.01,7.2054794520548,19.6164383561644,27.1780821917808,20.027397260274,NA,45,37,33,37,48,0.8201,8.97655
2,1.1,0.01,5.47945205479452,21.7534246575342,29.6438356164384,20.027397260274,NA,30,44,40,47,49,0.7566,8.92265
2,1.1,0.01,7.94520547945206,24.3013698630137,32.9315068493151,24.6301369863014,NA,45,41,38,46,33,0.727775,8.861
2,1.1,0.01,5.72602739726027,22.4109589041096,31.1232876712329,23.972602739726,NA,34,47,28,45,40,0.7718,9.0221
2,1.1,0.01,4.73972602739726,19.8630136986301,30.7123287671233,12.0547945205479,NA,32,37,43,51,47,0.764575,8.946325
2,1.1,0.01,6.54794520547945,21.6712328767123,31.2054794520548,22.4109589041096,NA,55,38,58,45,48,0.703375,8.889625
2,1.1,0.01,5.15068493150685,18.3013698630137,27.1780821917808,16.1643835616438,NA,31,39,39,48,45,0.806525,9.054525
2,1.1,0.01,4.9041095890411,20.4383561643836,30.8767123287671,20.8493150684931,NA,34,42,42,38,35,0.756725,8.83095
2,1.1,0.01,5.80821917808219,17.8904109589041,27.4246575342466,17.0684931506849,NA,43,53,51,50,44,0.79905,9.02995
2,1.1,0.01,7.61643835616438,21.7534246575342,31.1232876712329,25.6986301369863,NA,48,54,38,38,39,0.724,8.82385
2,1.1,0.01,4.65753424657534,21.013698630137,31.2054794520548,23.3150684931507,NA,34,41,27,41,45,0.753875,9.012325
2,1.1,0.01,5.80821917808219,23.8082191780822,34.1643835616438,22.4931506849315,NA,40,31,44,54,45,0.692375,8.846125
2,1.1,0.01,4.9041095890411,18.8767123287671,29.972602739726,22.4109589041096,NA,42,38,45,51,28,0.76235,9.0355
2,1.1,0.01,7.36986301369863,19.3698630136986,30.1369863013699,21.6712328767123,NA,34,37,32,56,44,0.771075,9.000175
2,1.1,0.01,7.28767123287671,21.2602739726027,30.7945205479452,22.9041095890411,NA,38,42,38,34,29,0.782875,8.981775
2,1.1,0.01,4.82191780821918,19.8630136986301,29.8904109589041,11.6438356164384,NA,24,42,31,49,38,0.7592,9.00955
2,1.1,0.01,5.15068493150685,18.0547945205479,27.7534246575342,21.8356164383562,NA,25,32,47,42,29,0.78855,8.981975
2,1.1,0.01,4.24657534246575,14.8493150684931,24.1369863013699,16.8219178082192,NA,48,67,66,79,65,0.83315,8.9518
2,1.1,0.01,5.06849315068493,16.9041095890411,27.3424657534247,20.3561643835616,NA,38,34,36,35,33,0.803475,8.85095
2,1.15,0.01,5.47945205479452,19.6164383561644,29.8082191780822,32.1917808219178,NA,54,44,63,55,50,0.566575,8.9002
2,1.15,0.01,6.46575342465754,24.4657534246575,34.2465753424658,30.1369863013699,NA,35,34,45,40,36,0.5532,8.828475
2,1.15,0.01,7.36986301369863,27.3424657534247,NA,NA,NA,31,31,43,44,43,0.527625,8.90045
2,1.15,0.01,3.91780821917808,19.2876712328767,28.9041095890411,31.1232876712329,NA,39,38,42,50,37,0.5807,8.788
2,1.15,0.01,5.56164383561644,16.8219178082192,27.7534246575342,32.5205479452055,NA,34,49,49,54,48,0.580425,8.765125
2,1.15,0.01,5.15068493150685,19.3698630136986,33.3424657534247,37.6986301369863,NA,29,41,42,59,36,0.5422,8.913325
2,1.15,0.01,4.9041095890411,22.3287671232877,34.5753424657534,34.986301369863,NA,37,36,39,64,45,0.544775,8.961625
2,1.15,0.01,8.52054794520548,31.6164383561644,NA,NA,NA,31,36,42,44,46,0.5017,8.85575
2,1.15,0.01,5.06849315068493,16.4931506849315,28.7397260273973,32.3561643835616,NA,44,51,40,44,40,0.614875,9.00365
2,1.15,0.01,5.97260273972603,24.958904109589,36.6301369863014,37.1232876712329,NA,34,51,36,36,59,0.56255,9.06345
2,1.15,0.01,6.3013698630137,23.4794520547945,34.986301369863,33.1780821917808,NA,51,42,39,45,47,0.532025,8.75085
2,1.15,0.01,8.93150684931507,22.4109589041096,33.6712328767123,33.3424657534247,NA,32,34,36,42,37,0.5716,9.058825
2,1.15,0.01,8.10958904109589,30.958904109589,NA,NA,NA,34,29,34,40,27,0.506725,8.977275
2,1.15,0.01,5.23287671232877,21.2602739726027,34.2465753424658,38.4383561643836,NA,37,38,51,40,45,0.549,8.873425
2,1.15,0.01,8.68493150684931,21.8356164383562,34.5753424657534,32.5205479452055,NA,33,40,54,48,38,0.5559,8.95135
2,1.15,0.01,3.83561643835617,24.8767123287671,37.1232876712329,35.7260273972603,NA,51,63,56,58,43,0.55075,8.86895
2,1.15,0.01,9.75342465753425,24.5479452054795,36.3835616438356,NA,NA,50,60,54,66,51,0.533125,8.9847
2,1.15,0.01,6.3013698630137,27.0958904109589,37.041095890411,39.7534246575342,NA,34,46,51,43,37,0.527,8.934125
2,1.15,0.01,6.13698630136986,26.9315068493151,NA,NA,NA,31,33,36,36,35,0.507975,8.979975
2,1.15,0.01,4.82191780821918,20.2739726027397,32.3561643835616,36.7123287671233,NA,36,39,46,42,36,0.562925,8.834
2,1.15,0.01,6.71232876712329,27.4246575342466,37.2054794520548,37.4520547945205,NA,34,34,54,46,42,0.5521,9.1528
2,1.15,0.01,5.89041095890411,23.8904109589041,35.3972602739726,35.3972602739726,NA,45,62,28,41,45,0.56325,9.1027
2,1.15,0.01,7.28767123287671,24.8767123287671,37.6164383561644,37.5342465753425,NA,33,51,39,37,21,0.51255,8.76385
2,1.15,0.01,10.0821917808219,28.2465753424658,38.7671232876712,39.7534246575342,NA,33,33,42,53,51,0.5279,8.906425
2,1.15,0.01,7.45205479452055,25.9452054794521,38.3561643835616,39.9178082191781,NA,29,31,29,35,27,0.535325,8.85265
2,1.15,0.01,6.54794520547945,21.2602739726027,30.4657534246575,32.6027397260274,NA,39,41,23,55,30,0.5629,8.809725
2,1.15,0.01,5.31506849315069,29.8082191780822,39.6712328767123,37.7808219178082,NA,29,37,47,43,48,0.52535,9.002925
2,1.15,0.01,3.0958904109589,18.3835616438356,27.0958904109589,31.4520547945205,NA,27,42,36,42,39,0.589675,8.952625
2,1.15,0.01,5.89041095890411,23.1506849315069,34,33.013698630137,NA,44,48,57,59,51,0.56475,9.0279
2,1.15,0.01,6.05479452054794,29.8904109589041,39.1780821917808,39.5068493150685,NA,32,33,38,50,31,0.5077,8.953825
2,1.15,0.01,4.82191780821918,19.6986301369863,33.5890410958904,33.9178082191781,NA,46,49,47,48,54,0.5742,8.99015
2,1.15,0.01,5.72602739726027,30.4657534246575,NA,NA,NA,42,34,44,42,31,0.500525,8.846875
2,1.15,0.01,6.46575342465754,21.6712328767123,33.7534246575342,37.6164383561644,NA,38,52,38,42,43,0.571875,9.052775
2,1.15,0.01,3.42465753424657,20.4383561643836,36.0547945205479,33.8356164383562,NA,32,61,44,42,59,0.5617,9.0134
2,1.15,0.01,6.21917808219178,25.2054794520548,31.1232876712329,33.5890410958904,NA,33,47,47,30,40,0.55285,8.821975
2,1.15,0.01,6.7945205479452,28.3287671232877,NA,NA,NA,30,44,48,40,37,0.496125,8.79905
2,1.15,0.01,11.2328767123288,24.7123287671233,35.972602739726,NA,NA,25,42,31,43,37,0.513325,8.82815
2,1.15,0.01,7.61643835616438,22.7397260273973,34.2465753424658,38.7671232876712,NA,35,29,36,52,50,0.559175,9.14725
2,1.15,0.01,8.6027397260274,30.5479452054795,NA,NA,NA,32,28,37,35,42,0.503925,8.79195
2,1.15,0.01,7.2054794520548,24.4657534246575,39.9178082191781,NA,NA,25,44,44,37,27,0.53275,9.0725
2,1.15,0.01,6.13698630136986,27.9178082191781,37.1232876712329,39.5890410958904,NA,34,40,33,42,38,0.5172,8.887175
2,1.15,0.01,7.36986301369863,23.3150684931507,37.2054794520548,36.2191780821918,NA,39,31,40,46,41,0.517575,8.870925
2,1.15,0.01,4.32876712328767,25.3698630136986,NA,35.5616438356164,NA,36,36,49,56,42,0.53955,8.942375
2,1.15,0.01,6.95890410958904,28,37.1232876712329,NA,NA,36,50,39,48,41,0.5226,8.8766
2,1.15,0.01,6.95890410958904,27.6712328767123,NA,NA,NA,38,40,30,32,45,0.507575,8.8153
2,1.15,0.01,8.52054794520548,25.5342465753425,33.9178082191781,33.5068493150685,NA,46,42,40,39,34,0.5491,8.930175
2,1.15,0.01,10.3287671232877,23.4794520547945,35.6438356164384,NA,NA,38,38,41,43,36,0.506175,8.848175
2,1.15,0.01,7.28767123287671,24.4657534246575,32.4383561643836,39.8356164383562,NA,34,34,32,49,39,0.546325,9.045675
2,1.15,0.01,10.2465753424658,30.5479452054795,39.1780821917808,NA,NA,46,38,44,25,37,0.505275,8.8747
2,1.15,0.01,4.73972602739726,25.7808219178082,36.1369863013699,35.0684931506849,NA,33,33,41,43,38,0.552625,9.024175
2,0.85,0.01,6.54794520547945,18.7945205479452,23.972602739726,0.0547945205479436,21.3424657534247,39,60,45,46,30,2.38365,9.017575
2,0.85,0.01,9.01369863013699,15.7534246575342,20.3561643835616,0.0547945205479436,18.7123287671233,35,46,37,49,36,2.52945,8.829725
2,0.85,0.01,6.71232876712329,14.5205479452055,20.1095890410959,0.0547945205479436,19.1232876712329,39,37,33,62,42,2.58365,9.002225
2,0.85,0.01,6.21917808219178,16.5753424657534,23.0684931506849,0.0547945205479436,20.3561643835616,37,36,36,49,37,2.390675,8.590075
2,0.85,0.01,4.16438356164383,13.6986301369863,19.7808219178082,0.0547945205479436,18.1369863013699,26,38,47,38,37,2.4706,8.83605
2,0.85,0.01,3.50684931506849,11.5616438356164,17.5616438356164,0.0547945205479436,16.0821917808219,34,38,47,35,38,2.727775,8.885975
2,0.85,0.01,4.65753424657534,14.2739726027397,20.5205479452055,0.0547945205479436,18.1369863013699,50,48,56,62,47,2.452825,8.7867
