"FIRST_LINE","CR_MULTIPLY_FACTOR","STARTING_PARTNER_DRUG_FREQ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0.9,0.01,4.9041095890411,16.7397260273973,25.1232876712329,1.04109589041096,35.8082191780822,63,54,49,52,53,1.276275,8.837225
2,0.9,0.01,7.94520547945206,20.9315068493151,30.1369863013699,1.36986301369863,NA,43,38,54,46,41,1.058175,8.93345
2,0.9,0.01,4.57534246575343,15.5068493150685,22.3287671232877,1.45205479452055,37.6164383561644,39,42,40,47,36,1.22245,8.891125
2,0.9,0.01,5.97260273972603,18.4657534246575,26.3561643835616,0.547945205479451,35.6438356164384,38,42,36,42,31,1.273325,8.98885
2,0.9,0.01,4.73972602739726,14.5205479452055,22.7397260273973,0.136986301369863,35.3150684931507,30,43,33,36,41,1.3079,9.023375
2,0.9,0.01,5.47945205479452,16.7397260273973,24.2191780821918,0.219178082191782,33.3424657534247,28,34,51,36,52,1.31855,8.887975
2,0.9,0.01,4.65753424657534,18.3013698630137,24.3013698630137,0.219178082191782,35.0684931506849,31,43,48,52,40,1.281025,8.86305
2,1,0.01,6.87671232876712,22.7397260273973,30.6301369863014,0.958904109589042,38.3561643835616,40,49,46,55,46,1.111325,8.781775
2,1,0.01,6.71232876712329,24.3835616438356,32.3561643835616,0.0547945205479436,39.2602739726027,27,36,33,40,51,1.163725,9.11595
2,1,0.01,3.01369863013699,15.8356164383562,23.972602739726,0.219178082191782,35.2328767123288,51,42,52,54,45,1.297775,8.840775
2,1,0.01,6.38356164383562,16.7397260273973,25.2054794520548,1.36986301369863,36.5479452054795,46,54,59,57,47,1.241075,8.9414
2,1,0.01,4.57534246575343,20.3561643835616,28.0821917808219,1.78082191780822,35.5616438356164,41,61,50,53,51,1.1615,8.7498
2,1,0.01,5.47945205479452,16.3287671232877,22.0821917808219,0.219178082191782,33.5068493150685,30,45,53,33,38,1.35875,9.08935
2,1,0.01,5.56164383561644,24.7945205479452,30.3013698630137,0.383561643835616,39.9178082191781,33,52,28,51,37,1.133775,8.8382
2,1,0.01,9.42465753424657,25.6986301369863,34.0821917808219,0.136986301369863,NA,49,40,39,45,38,1.0701,8.916025
2,1,0.01,7.86301369863014,18.0547945205479,26.9315068493151,0.136986301369863,35.5616438356164,39,46,35,35,48,1.2821,8.98465
2,1,0.01,5.97260273972603,20.9315068493151,28.2465753424658,1.12328767123288,37.2876712328767,37,37,43,47,44,1.15405,8.861975
2,1,0.01,4.9041095890411,15.2602739726027,22.3287671232877,0.0547945205479436,34.8219178082192,44,52,50,37,39,1.294125,8.9864
2,1,0.01,5.56164383561644,14.6027397260274,22.7397260273973,0.63013698630137,31.2876712328767,54,52,51,56,61,1.41935,9.010075
2,1,0.01,3.01369863013699,14.1917808219178,22.0821917808219,0.301369863013697,35.6438356164384,47,46,44,56,40,1.29675,8.83895
2,1,0.01,3.58904109589041,15.6712328767123,22.3287671232877,0.0547945205479436,32.3561643835616,35,50,41,45,38,1.379475,8.9546
2,1,0.01,4.82191780821918,17.7260273972603,24.4657534246575,0.712328767123289,39.8356164383562,43,38,55,51,40,1.1938,9.006575
2,1,0.01,5.3972602739726,14.6027397260274,21.2602739726027,3.26027397260274,35.4794520547945,43,36,27,40,39,1.339025,9.04375
2,1,0.01,8.35616438356164,20.9315068493151,26.7671232876712,0.383561643835616,34.9041095890411,27,40,38,41,30,1.24345,8.811325
2,1,0.01,6.13698630136986,14.7671232876712,21.1780821917808,0.219178082191782,36.0547945205479,48,45,43,65,48,1.298025,8.88335
2,1,0.01,10.1643835616438,24.3835616438356,33.3424657534247,0.301369863013697,39.5890410958904,36,43,45,37,32,1.113025,8.86005
2,1,0.01,5.80821917808219,18.7123287671233,24.6301369863014,1.36986301369863,32.1917808219178,28,50,38,40,30,1.2971,8.857575
2,1,0.01,5.56164383561644,14.6849315068493,21.8356164383562,1.45205479452055,33.2602739726027,35,43,40,52,45,1.36385,9.13585
2,1,0.01,4.9041095890411,16.7397260273973,23.8082191780822,0.465753424657535,33.6712328767123,30,50,38,53,38,1.3356,9.02825
2,1,0.01,5.97260273972603,16.986301369863,23.1506849315069,0.219178082191782,34,40,37,30,35,44,1.342225,9.016125
2,1,0.01,6.7945205479452,18.1369863013699,26.7671232876712,2.52054794520548,36.2191780821918,37,45,31,41,33,1.24435,8.9284
2,1,0.01,4.82191780821918,13.5342465753425,20.9315068493151,0.63013698630137,32.2739726027397,32,33,34,33,43,1.445375,9.006775
2,1,0.01,2.27397260273973,12.7123287671233,20.6849315068493,0.794520547945204,27.7534246575342,52,51,48,64,52,1.481425,8.888975
2,1,0.01,5.3972602739726,23.972602739726,30.4657534246575,1.28767123287671,39.2602739726027,32,37,42,52,33,1.122875,8.75235
2,1,0.01,6.87671232876712,16.5753424657534,23.3972602739726,3.34246575342466,37.2876712328767,40,39,40,44,31,1.2219,8.856675
2,1,0.01,6.63013698630137,20.1095890410959,27.2602739726027,0.0547945205479436,36.7123287671233,42,43,35,36,46,1.2432,8.890175
2,1,0.01,5.47945205479452,13.7808219178082,20.7671232876712,0.794520547945204,32.8493150684931,37,43,34,39,31,1.4057,8.962375
2,1,0.01,5.89041095890411,19.2876712328767,25.7808219178082,0.301369863013697,33.4246575342466,32,35,38,46,47,1.2882,8.929875
2,1,0.01,4.49315068493151,15.013698630137,22.7397260273973,0.876712328767123,31.5342465753425,45,37,45,54,44,1.4113,9.0535
2,1,0.01,4.9041095890411,19.7808219178082,27.8356164383562,0.547945205479451,36.6301369863014,26,35,39,46,42,1.2058,8.7801
2,1,0.01,7.6986301369863,18.4657534246575,27.8356164383562,0.219178082191782,36.2191780821918,30,32,45,37,33,1.240225,8.89015
2,1,0.01,4.9041095890411,20.1095890410959,27.0958904109589,3.01369863013699,36.958904109589,45,44,31,57,34,1.1892,8.960725
2,1,0.01,5.89041095890411,21.8356164383562,28.7397260273973,0.0547945205479436,NA,39,52,40,35,42,1.1042,8.966725
2,1,0.01,6.05479452054794,18.4657534246575,25.6986301369863,0.63013698630137,34.2465753424658,32,45,38,36,33,1.318925,8.938875
