FIRST_LINE,STARTING_PARTNER_DRUG_FREQ,TIME_TO_1p_580Y,TIME_TO_10p_580Y,TIME_TO_25p_580Y,TIME_TO_10p_TF,TIME_TO_25p_TF,NUMBER_OF_MUTATION_EVENTS_1,NUMBER_OF_MUTATION_EVENTS_2,NUMBER_OF_MUTATION_EVENTS_3,NUMBER_OF_MUTATION_EVENTS_4,NUMBER_OF_MUTATION_EVENTS_5,NUMBER_OF_TREATMENT_FAILURES,NUMBER_OF_TREATMENTS
2,0,6.92054795,14.0958904,16.8465753,-12.9232877,22.7643836,188,188,169,172,175,23.0023,1472678
2,0,5.75342466,15.4246575,19.0986301,-12.8465753,29.6027397,178,175,143,174,180,22.3118,1486794
2,0,2.75068493,13.2575342,16.7616438,-12.7616438,27.8520548,191,168,162,161,173,22.4828,1484636
2,0,1.75068493,11.5890411,16.0958904,-12.7616438,24.2657534,169,175,184,181,183,22.8841,1473691
2,0,6.92054795,15.0109589,18.9287671,-12.5945205,29.8547945,160,165,172,177,177,22.3456,1480378
2,0,10.169863,18.0986301,22.3452055,-12.5945205,29.2684932,201,174,147,185,177,22.4274,1488956
2,0,4.33424658,14.4246575,17.7616438,-12.9232877,25.8520548,153,178,190,189,189,22.7064,1484313
2,0,8.09041096,14.0958904,17.3424658,-12.8465753,24.6,172,184,164,190,181,22.8128,1476560
2,0,6.41917808,14.8438356,18.509589,-12.9232877,28.6027397,162,155,187,184,155,22.4006,1476257
2,0,8.25479452,15.2575342,19.0136986,-12.9232877,26.9342466,167,208,153,155,195,22.5261,1478473
2,0,3.91780822,13.5068493,16.8465753,-12.8465753,25.7671233,179,163,177,188,188,22.6387,1490072
2,0,7.58630137,18.3424658,21.3452055,-12.9232877,30.1835616,162,171,148,149,164,22.1657,1467721
2,0,8.5890411,15.5068493,19.9287671,-12.8465753,27.2657534,156,177,186,202,173,22.5891,1495137
2,0,3.24931507,9.42191781,13.0109589,-12.9232877,20.430137,177,162,160,175,199,23.0829,1477269
2,0,4.41917808,11.0082192,14.5917808,-12.7616438,23.9315068,184,176,182,190,193,22.9064,1473880
2,0,5.25205479,12.339726,16.7616438,-12.8465753,28.4356164,139,186,193,169,175,22.5078,1483596
2,0,3.75068493,10.0931507,14.5068493,-12.9232877,23.2630137,172,158,163,176,155,22.9371,1474141
2,0,9.42191781,18.6794521,22.8493151,-12.7616438,32.6054795,160,171,180,198,171,22.0984,1484074
2,0,5.67123288,21.0164384,24.6,-12.7616438,34.109589,172,176,181,200,171,22.0125,1500006
2,0,13.0958904,20.3452055,24.1013699,-12.9232877,30.3506849,127,157,199,173,205,22.2422,1492064
2,0.01,3.49863014,15.5068493,18.6794521,-12.7616438,30.5178082,170,169,185,175,177,22.1997,1477490
2,0.01,5.16712329,14.6767123,18.9287671,-12.9232877,26.6849315,181,146,168,183,164,22.6514,1477727
2,0.01,5.75342466,14.8438356,18.4273973,-12.9232877,22.0164384,161,161,175,177,184,23.8692,1480320
2,0.01,5.67123288,16.0109589,19.9287671,-12.5945205,28.2684932,152,177,150,191,196,22.651,1489677
2,0.01,5.92054795,12.7589041,16.4273973,-12.7616438,22.7643836,163,170,158,189,187,23.5938,1469129
2,0.01,5.50136986,11.8410959,16.0109589,-12.9232877,22.8493151,161,178,208,178,174,23.5857,1494719
2,0.01,9.00821918,21.3452055,26.1041096,-12.6794521,34.0246575,180,161,181,172,181,21.9855,1494481
2,0.01,3.83561644,12.5917808,16.9287671,-12.9232877,25.4328767,141,164,188,191,176,22.8182,1469155
2,0.01,10.8410959,22.0164384,26.4328767,-12.9232877,34.0246575,203,171,189,180,175,22.0124,1492989
2,0.01,3.41643836,10.0931507,13.4246575,-12.7616438,20.6821918,160,207,171,197,174,23.9477,1482933
2,0.01,3.66849315,12.4246575,15.9260274,-12.8465753,25.1041096,167,186,154,186,175,22.9803,1487911
2,0.01,3.16438356,14.5917808,18.509589,-12.8465753,23.1013699,162,153,184,186,177,23.6533,1494004
2,0.01,4.33424658,9.50410959,13.7589041,-12.9232877,27.0191781,160,152,156,177,215,22.6069,1490362
2,0.01,4.75342466,13.2575342,18.4273973,-12.9232877,27.2657534,181,186,165,167,191,22.6461,1485971
2,0.01,4.83835616,12.0082192,15.5068493,-12.9232877,22.5123288,184,170,178,174,185,23.7471,1489622
2,0.01,12.0931507,19.260274,23.9315068,-12.9232877,30.8547945,140,171,171,181,200,22.367,1484181
2,0.01,6.25205479,12.0082192,14.9260274,-12.9232877,18.509589,180,153,168,164,153,24.3285,1470386
2,0.01,6.50136986,16.4273973,21.1013699,-12.9232877,28.6027397,165,166,166,192,164,22.5478,1486050
2,0.01,6.33424658,13.1726027,16.5945205,-12.8465753,19.0136986,172,160,170,162,174,24.2964,1477289
2,0.01,4.83835616,13.8438356,17.509589,-12.9232877,27.6,166,166,157,179,190,22.4029,1482818
2,0.1,9.50410959,17.0986301,20.2630137,-12.6794521,23.430137,157,148,192,179,145,23.7792,1491019
2,0.1,3.75068493,10.5041096,13.2575342,-12.6794521,15.6767123,144,180,177,171,165,24.7387,1472933
2,0.1,4.00273973,10.7561644,13.6767123,-12.9232877,15.6767123,156,154,196,160,162,24.7276,1474582
2,0.1,5.58630137,12.4246575,14.339726,-12.6794521,16.7616438,167,157,132,170,177,24.6332,1475896
2,0.1,7.00547945,14.9260274,17.6794521,-12.5945205,20.8493151,154,156,153,159,157,23.9139,1474651
2,0.1,3.66849315,11.7561644,14.4246575,-12.9232877,16.9287671,160,173,151,147,169,24.5331,1469233
2,0.1,4.83835616,9.42191781,12.0931507,-12.9232877,13.8438356,155,168,171,170,167,24.9108,1464322
2,0.1,5.50136986,12.5068493,16.260274,-12.7616438,19.1753425,158,147,154,167,165,24.2959,1477281
2,0.1,7.33424658,12.8438356,15.4246575,-12.9232877,17.9287671,173,175,169,163,162,24.4111,1485130
2,0.1,4.75342466,11.2547945,14.1726027,-12.8465753,15.6767123,168,174,178,191,163,24.7335,1471120
2,0.1,12.1726027,18.0136986,20.3452055,-12.9232877,22.5972603,160,130,193,167,175,23.8288,1481508
2,0.1,4.16712329,10.4219178,13.339726,-12.9232877,16.0958904,148,158,196,178,177,24.7507,1466875
2,0.1,3.16438356,11.0082192,14.339726,-12.9232877,17.5945205,164,168,172,157,160,24.5587,1476705
2,0.1,6.75342466,13.8438356,16.9287671,-12.9232877,20.2630137,160,173,169,177,206,24.125,1478783
2,0.1,5.75342466,12.8438356,15.8438356,-12.8465753,18.7616438,121,173,161,173,203,24.2806,1480105
2,0.1,7.16712329,14.1726027,18.509589,-12.9232877,20.5123288,168,171,169,162,171,24.1916,1475292
2,0.1,7.00547945,20.0986301,23.1780822,-12.9232877,24.9342466,150,184,189,148,175,23.6291,1491273
2,0.1,3.58356164,15.5917808,18.5945205,-12.9232877,21.6821918,167,174,163,180,177,24.0339,1485456
2,0.1,3.83561644,13.5068493,16.7616438,-12.9232877,20.0136986,172,167,158,195,188,24.3555,1478928
2,0.1,3.66849315,9.42191781,12.5068493,-12.9232877,15.2575342,151,161,154,165,143,24.7789,1482893
2,0.25,3.08767123,10.6739726,13.339726,-12.9232877,14.7589041,149,156,154,166,165,24.8043,1471631
2,0.25,8.92328767,14.4246575,16.9287671,-12.9232877,18.1753425,142,155,161,149,170,24.4821,1473018
2,0.25,6.75342466,14.1726027,16.4273973,-12.9232877,18.3424658,153,119,162,157,161,24.5628,1472495
2,0.25,4.16712329,9.84109589,12.7589041,-12.7616438,14.0109589,162,152,162,152,143,24.8267,1473895
2,0.25,2.75068493,8.5890411,10.8410959,-12.9232877,13.5068493,160,151,138,153,149,25.1309,1474782
2,0.25,5.16712329,13.5917808,16.3424658,-12.8465753,18.3424658,154,157,158,154,179,24.4931,1482231
2,0.25,5.09041096,14.6767123,17.260274,-12.9232877,19.0986301,137,148,135,170,182,24.3829,1484505
2,0.25,4.33424658,7.75342466,10.169863,-12.9232877,11.5041096,163,153,157,142,153,25.0832,1468249
2,0.25,10.0931507,15.0958904,17.7616438,-12.8465753,18.9287671,149,156,160,155,174,24.3754,1469981
2,0.25,5.92054795,11.5041096,13.5917808,-12.9232877,14.5917808,152,150,170,138,159,24.7993,1472453
2,0.25,5.00547945,10.6739726,13.2575342,-12.9232877,15.0958904,164,163,151,155,181,24.9001,1471385
2,0.25,5.83835616,13.0109589,15.6767123,-12.5945205,17.0986301,161,164,148,162,177,24.6513,1468117
2,0.25,4.25205479,8.92328767,11.3369863,-12.9232877,12.339726,145,147,169,175,191,25.1133,1480870
2,0.25,8.5890411,12.7589041,15.2575342,-12.5945205,16.9287671,168,161,167,164,178,24.6377,1474355
2,0.25,4.75342466,11.9232877,14.0109589,-12.7616438,15.5068493,135,144,155,147,132,24.8185,1475648
2,0.25,7.50136986,16.260274,18.8465753,-12.9232877,20.0136986,159,135,170,190,164,24.3636,1488126
2,0.25,5.25205479,10.5890411,13.7589041,-12.9232877,15.5917808,153,133,146,178,183,24.8853,1487622
2,0.25,2.66849315,8.6739726,11.5890411,-12.7616438,13.4246575,161,156,141,161,196,24.9196,1467870
2,0.25,6.67123288,11.169863,13.6767123,-12.9232877,15.0958904,160,159,145,179,182,24.8703,1477357
2,0.25,2.75068493,7.00547945,10.0931507,-12.9232877,11.5890411,153,144,169,174,168,25.4148,1478708
2,0.5,4.75342466,10.7561644,13.0109589,-12.9232877,13.8438356,151,117,126,146,143,24.9562,1477995
2,0.5,2.91780822,8.16986301,10.6739726,-12.9232877,11.2547945,132,152,129,145,140,25.2328,1474643
2,0.5,6.83835616,12.0082192,14.0109589,-12.9232877,14.5068493,130,157,145,151,135,25.0637,1467677
2,0.5,2.00273973,5.75342466,8.3369863,-12.8465753,8.84109589,145,126,131,141,137,25.5335,1485108
2,0.5,6.67123288,10.4219178,12.5917808,-12.5123288,13.339726,152,148,123,135,143,25.0507,1470618
2,0.5,5.16712329,11.0082192,13.0109589,-12.9232877,14.0109589,138,120,143,134,160,25.0107,1483021
2,0.5,4.00273973,8.84109589,10.7561644,-12.9232877,12.0931507,127,179,158,143,153,25.021,1461187
2,0.5,5.83835616,11.9232877,14.5068493,-12.9232877,16.0958904,144,146,155,147,162,24.9403,1479756
2,0.5,4.50136986,12.4246575,14.8438356,-12.260274,16.0109589,120,144,126,134,135,24.7236,1472881
2,0.5,5.83835616,14.5068493,16.8465753,-12.9232877,17.6794521,144,161,167,139,140,24.681,1472431
2,0.5,4.41917808,12.2575342,14.6767123,-12.9232877,15.4246575,141,153,134,165,119,24.8421,1482254
2,0.5,4.67123288,9.5890411,12.5917808,-12.9232877,13.5917808,129,149,130,143,134,24.9141,1465019
2,0.5,5.25205479,10.7561644,13.6767123,-12.9232877,14.5068493,133,154,149,152,168,24.8679,1475489
2,0.5,9.3369863,13.1726027,15.5917808,-12.9232877,16.5945205,137,147,145,139,163,24.8134,1479600
2,0.5,5.67123288,11.5041096,13.7589041,-12.9232877,14.9260274,126,140,152,163,148,24.8677,1478605
2,0.5,5.00547945,9.16986301,11.4219178,-12.9232877,12.7589041,127,141,129,147,170,25.0602,1466336
2,0.5,7.92054795,13.339726,16.0109589,-12.9232877,17.260274,147,118,144,149,135,24.7215,1470148
2,0.5,4.33424658,8.84109589,11.7561644,-12.5945205,12.9260274,130,129,136,151,150,25.0836,1476156
2,0.5,4.50136986,10.0082192,12.7589041,-12.9232877,13.6767123,135,134,147,150,155,25.0252,1470881
2,0.5,8.50410959,12.9260274,15.339726,-12.9232877,15.8438356,154,134,134,144,131,24.7569,1470418
1,0,9.50410959,17.8465753,19.9287671,17.0986301,21.8493151,329,341,355,391,372,23.3446,1456825
1,0,13.8438356,19.3424658,21.6821918,18.4273973,23.8493151,333,366,381,373,352,23.1594,1462231
1,0,3.49863014,8.42191781,10.9232877,9.25479452,13.2575342,394,355,379,377,409,24.38,1468372
1,0,14.5068493,18.509589,20.6821918,17.0136986,22.2630137,358,327,371,372,354,23.3923,1466073
1,0,13.2575342,20.2630137,22.9315068,16.7616438,24.6,368,353,344,365,348,23.2202,1475134
1,0,11.5041096,15.1726027,16.7616438,14.1726027,18.3424658,332,365,364,381,384,23.8224,1457820
1,0,14.6767123,19.1753425,21.9315068,15.1726027,22.6821918,324,365,367,360,381,23.341,1467917
1,0,5.16712329,10.169863,13.8438356,10.9232877,16.9287671,339,363,357,336,390,24.2765,1471585
1,0,10.3369863,17.4273973,20.8493151,16.509589,22.9315068,337,337,369,346,360,23.4748,1477366
1,0,12.6767123,23.1013699,25.4328767,18.8465753,27.0191781,357,327,355,393,356,22.9634,1470423
1,0,4.75342466,13.339726,16.3424658,13.8438356,18.9287671,361,350,376,394,359,24.0605,1486115
1,0,14.2575342,19.0136986,21.5123288,14.0958904,22.1780822,272,358,343,355,385,23.3936,1463284
1,0,10.7561644,19.6794521,21.5972603,17.0986301,23.430137,334,342,338,356,365,23.2946,1478376
1,0,9.84109589,15.9260274,18.3424658,12.9260274,19.7616438,338,335,352,365,371,23.8117,1469628
1,0,8.75616438,18.6794521,21.3452055,17.4273973,23.0164384,345,294,327,347,377,23.2207,1461970
1,0,6.58630137,14.0109589,16.7616438,12.1726027,18.3424658,350,385,340,344,359,23.9201,1469373
1,0,9.3369863,18.6794521,22.430137,18.9287671,24.7671233,350,373,358,379,367,23.156,1477183
