"FIRST_LINE","STARTING_PARTNER_DRUG_FREQ","SPZ","TIME_TO_1p_580Y","TIME_TO_10p_580Y","TIME_TO_25p_580Y","TIME_TO_10p_TF","TIME_TO_25p_TF","NUMBER_OF_MUTATION_EVENTS_1","NUMBER_OF_MUTATION_EVENTS_2","NUMBER_OF_MUTATION_EVENTS_3","NUMBER_OF_MUTATION_EVENTS_4","NUMBER_OF_MUTATION_EVENTS_5","NUMBER_OF_TREATMENT_FAILURES","NUMBER_OF_TREATMENTS"
2,0,0.01,5.06849315068493,14.5205479452055,22.2465753424658,2.27397260273973,37.6164383561644,38,28,48,60,45,1.2099,8.940125
2,0,0.01,4.9041095890411,15.8356164383562,25.7808219178082,0.0547945205479436,38.5205479452055,43,48,34,49,30,1.196675,9.012125
2,0,0.01,2.93150684931507,13.2876712328767,20.2739726027397,0.465753424657535,34.3287671232877,53,52,55,56,40,1.285325,8.903825
2,0,0.01,4.82191780821918,16.0821917808219,26.3561643835616,1.12328767123288,34.986301369863,32,38,41,34,33,1.211925,8.914425
2,0,0.01,5.06849315068493,18.8767123287671,26.027397260274,0.301369863013697,NA,35,37,35,40,43,1.173925,9.018275
2,0,0.01,5.06849315068493,17.7260273972603,26.1095890410959,0.63013698630137,37.6986301369863,39,34,36,41,43,1.117125,8.735025
2,0,0.01,6.21917808219178,17.7260273972603,26.6027397260274,1.45205479452055,37.7808219178082,34,36,37,48,49,1.1594,8.951
2,0,0.01,6.87671232876712,18.3835616438356,26.2739726027397,3.34246575342466,39.5890410958904,51,54,34,44,43,1.150125,9.119925
2,0.01,0.01,4.57534246575343,14.3561643835616,21.6712328767123,0.301369863013697,37.1232876712329,50,32,54,62,56,1.274875,8.8935
2,0.01,0.01,4,13.3698630136986,19.9452054794521,0.0547945205479436,37.1232876712329,36,25,45,60,37,1.245775,8.829825
2,0.01,0.01,3.58904109589041,16.2465753424658,24.0547945205479,0.63013698630137,34.8219178082192,38,56,58,60,48,1.303075,8.9047
2,0.01,0.01,5.80821917808219,20.5205479452055,27.1780821917808,0.136986301369863,35.8082191780822,30,42,32,38,45,1.242375,8.965775
2,0.01,0.01,6.13698630136986,15.5068493150685,25.4520547945205,1.61643835616438,34.6575342465753,41,50,27,38,37,1.2908,8.892275
2,0.01,0.01,6.87671232876712,19.2054794520548,26.9315068493151,0.794520547945204,35.1506849315069,26,43,46,46,33,1.251975,8.91465
2,0.01,0.01,3.91780821917808,16.5753424657534,23.3972602739726,0.547945205479451,34.9041095890411,44,43,38,30,46,1.22185,8.76295
2,0.01,0.01,5.80821917808219,20.6849315068493,28.1643835616438,0.0547945205479436,38.8493150684931,29,38,33,46,53,1.132075,8.889075
2,0.01,0.01,4.57534246575343,18.1369863013699,26.6027397260274,0.547945205479451,NA,41,47,52,32,45,1.147275,8.97635
2,0.01,0.01,4.32876712328767,14.9315068493151,24.0547945205479,0.219178082191782,32.4383561643836,33,41,39,44,38,1.368075,9.012025
2,0.01,0.01,5.15068493150685,15.5890410958904,22.7397260273973,0.136986301369863,37.2054794520548,48,42,47,39,47,1.295225,9.016875
2,0.01,0.01,4.65753424657534,16.986301369863,27.6712328767123,0.301369863013697,37.2876712328767,43,38,44,45,33,1.23855,8.9577
2,0.01,0.01,3.01369863013699,14.6849315068493,21.2602739726027,2.27397260273973,33.5068493150685,51,52,53,64,49,1.2853,8.960725
2,0.01,0.01,4,13.3698630136986,21.1780821917808,1.28767123287671,36.8767123287671,49,45,57,49,51,1.278975,8.871425
2,0.01,0.01,5.89041095890411,18.958904109589,26.7671232876712,0.876712328767123,37.4520547945205,44,38,46,44,39,1.188,8.936775
2,0.01,0.01,7.12328767123288,22.4931506849315,32.3561643835616,1.45205479452055,NA,38,49,47,43,38,1.096925,9.03445
2,0.01,0.01,5.3972602739726,16.0821917808219,24.1369863013699,0.301369863013697,36.4657534246575,34,47,28,43,35,1.255,8.881675
2,0.01,0.01,5.15068493150685,17.0684931506849,25.6986301369863,0.465753424657535,NA,34,46,55,57,41,1.1624,8.935875
2,0.01,0.01,4.41095890410959,16.1643835616438,24.6301369863014,0.465753424657535,36.0547945205479,30,45,37,33,40,1.290275,8.907275
2,0.01,0.01,4.41095890410959,13.6164383561644,22.1643835616438,0.63013698630137,36.7123287671233,32,30,36,38,49,1.287175,8.925525
2,0.01,0.01,5.15068493150685,20.4383561643836,28.9041095890411,2.68493150684931,NA,40,46,43,46,35,1.105375,9.023275
2,0.01,0.01,4.24657534246575,13.1232876712329,21.3424657534247,0.794520547945204,35.8904109589041,43,33,32,50,44,1.305125,9.000425
2,0.01,0.01,5.31506849315069,14.5205479452055,22.4931506849315,0.301369863013697,35.7260273972603,42,43,40,33,35,1.295575,8.83155
2,0.01,0.01,4.65753424657534,16.8219178082192,23.7260273972603,0.712328767123289,32.6027397260274,44,43,39,47,49,1.348475,8.9143
2,0.01,0.01,4,16.2465753424658,23.4794520547945,0.547945205479451,36.3835616438356,38,42,48,36,41,1.251675,9.00365
2,0.01,0.01,3.42465753424657,12.1369863013699,22.1643835616438,0.383561643835616,35.5616438356164,42,61,60,64,51,1.31815,8.956075
2,0.01,0.01,6.13698630136986,18.8767123287671,25.6986301369863,0.465753424657535,38.6027397260274,34,38,36,40,39,1.1865,8.973575
2,0.01,0.01,6.13698630136986,18.4657534246575,27.2602739726027,0.876712328767123,37.4520547945205,41,36,41,49,30,1.201175,8.8731
2,0.01,0.01,5.89041095890411,18.8767123287671,24.3835616438356,1.61643835616438,34.9041095890411,31,30,32,40,40,1.255175,8.886325
2,0.01,0.01,5.31506849315069,14.6849315068493,24.2191780821918,1.53424657534246,38.1095890410959,25,41,42,47,37,1.2211,8.91355
2,0.01,0.01,3.26027397260274,12.958904109589,21.2602739726027,0.0547945205479436,35.972602739726,30,47,38,37,36,1.3125,8.77675
2,0.01,0.01,4.08219178082192,19.7808219178082,28.2465753424658,0.547945205479451,37.041095890411,33,53,27,43,52,1.1865,8.935975
2,0.01,0.01,4.98630136986301,17.5616438356164,24.2191780821918,0.136986301369863,39.7534246575342,38,38,46,44,45,1.170975,8.767375
2,0.01,0.01,4,14.027397260274,22.7397260273973,0.0547945205479436,34.5753424657534,43,52,50,50,46,1.332325,9.060775
2,0.01,0.01,6.21917808219178,19.8630136986301,26.1917808219178,0.0547945205479436,NA,38,32,45,34,40,1.10145,8.838825
2,0.01,0.01,7.12328767123288,19.7808219178082,27.9178082191781,0.63013698630137,NA,48,31,45,36,42,1.16915,9.06685
2,0.01,0.01,6.63013698630137,20.1917808219178,28,0.383561643835616,37.2876712328767,33,37,39,42,33,1.1917,8.8401
2,0.01,0.01,4.65753424657534,16.6575342465753,24.958904109589,0.958904109589042,35.2328767123288,38,40,37,39,30,1.274275,8.959575
2,0.01,0.01,4.73972602739726,14.3561643835616,20.6849315068493,1.6986301369863,32.2739726027397,43,42,42,44,35,1.3694,8.92795
2,0.01,0.01,6.21917808219178,19.8630136986301,26.9315068493151,0.547945205479451,39.5068493150685,29,27,32,55,34,1.17025,8.8614
2,0.01,0.01,4.32876712328767,16.4109589041096,23.3150684931507,0.301369863013697,30.3013698630137,42,44,24,37,47,1.3535,8.86415
2,0.01,0.01,4.9041095890411,18.4657534246575,26.5205479452055,3.42465753424657,36.7945205479452,42,40,56,54,34,1.20285,8.816125
2,0.01,0.01,4.65753424657534,14.9315068493151,22.6575342465753,0.0547945205479436,32.7671232876712,27,45,41,50,49,1.3956,9.006725
2,0.01,0.01,4.49315068493151,14.6849315068493,22,3.26027397260274,31.8630136986301,37,28,45,38,31,1.4129,8.834775
2,0.01,0.01,4.24657534246575,15.5890410958904,22.4931506849315,0.219178082191782,31.7808219178082,44,33,35,44,39,1.297775,8.725625
2,0.01,0.01,6.95890410958904,21.7534246575342,28.3287671232877,1.6986301369863,38.1917808219178,29,38,32,44,45,1.13025,8.9121
2,0.01,0.01,3.42465753424657,14.8493150684931,22.0821917808219,0.876712328767123,33.5890410958904,49,43,32,36,38,1.297525,8.933225
2,0.01,0.01,5.15068493150685,15.5890410958904,24.2191780821918,0.547945205479451,39.5890410958904,34,40,46,43,41,1.20875,8.93845
2,0.01,0.01,5.47945205479452,17.7260273972603,26.7671232876712,0.958904109589042,36.6301369863014,40,49,47,42,42,1.278075,9.11515
2,0.01,0.01,4.16438356164383,13.2876712328767,22.9041095890411,0.876712328767123,35.8904109589041,67,72,48,62,61,1.2806,8.71165
2,0.1,0.01,6.38356164383562,17.3150684931507,24.2191780821918,0.301369863013697,31.4520547945205,50,41,54,51,46,1.4215,8.67815
2,0.1,0.01,3.67123287671233,15.1780821917808,22.6575342465753,0.136986301369863,28.4109589041096,35,55,54,57,57,1.560175,8.938675
2,0.1,0.01,3.34246575342466,16.8219178082192,23.8904109589041,0.136986301369863,28.5753424657534,35,40,28,46,37,1.5203,8.767025
2,0.1,0.01,4,15.1780821917808,20.5205479452055,0.219178082191782,25.8630136986301,33,35,38,46,32,1.678675,8.8951
2,0.1,0.01,4.82191780821918,16.4931506849315,25.041095890411,0.712328767123289,31.4520547945205,40,36,41,38,31,1.44425,8.964925
2,0.1,0.01,5.06849315068493,15.2602739726027,23.7260273972603,0.136986301369863,29.6438356164384,36,33,42,44,45,1.51955,8.767075
2,0.1,0.01,7.04109589041096,19.5342465753425,27.3424657534247,0.136986301369863,29.972602739726,30,50,41,47,56,1.438575,8.96805
2,0.1,0.01,6.54794520547945,20.027397260274,28.4109589041096,0.136986301369863,36.2191780821918,35,37,35,34,43,1.328825,8.888775
2,0.1,0.01,5.31506849315069,14.5205479452055,24.5479452054795,0.0547945205479436,31.6164383561644,38,37,36,30,34,1.450075,8.812825
2,0.1,0.01,3.42465753424657,14.2739726027397,22.4109589041096,0.136986301369863,29.4794520547945,43,49,49,69,53,1.5179,8.97975
2,0.1,0.01,4.49315068493151,15.1780821917808,21.4246575342466,0.63013698630137,28.4109589041096,41,29,32,46,46,1.6341,9.026375
2,0.1,0.01,6.13698630136986,17.3150684931507,23.6438356164384,0.136986301369863,28.6575342465753,30,40,28,38,39,1.60465,8.94925
2,0.1,0.01,4.9041095890411,17.5616438356164,27.7534246575342,0.219178082191782,33.4246575342466,39,38,45,36,41,1.45005,9.0008
2,0.1,0.01,3.58904109589041,16.4109589041096,22.0821917808219,0.136986301369863,30.3013698630137,29,25,47,43,38,1.539825,8.92455
2,0.1,0.01,4.82191780821918,15.6712328767123,23.7260273972603,0.136986301369863,30.6301369863014,34,29,37,47,41,1.53225,8.92445
2,0.1,0.01,4.82191780821918,13.2876712328767,19.5342465753425,0.219178082191782,26.5205479452055,33,35,29,42,29,1.69215,8.940875
2,0.1,0.01,5.15068493150685,19.1232876712329,27.7534246575342,0.136986301369863,32.7671232876712,27,38,31,46,44,1.425625,8.88
2,0.1,0.01,4.57534246575343,16.5753424657534,24.0547945205479,0.136986301369863,31.1232876712329,41,55,50,59,49,1.47435,9.000075
2,0.1,0.01,4.98630136986301,13.6164383561644,20.4383561643836,0.136986301369863,25.041095890411,55,66,49,57,60,1.75265,9.020025
2,0.1,0.01,4.57534246575343,19.1232876712329,27.0958904109589,0.136986301369863,32.8493150684931,33,30,39,42,34,1.451325,9.000175
2,0.1,0.01,3.26027397260274,13.3698630136986,21.9178082191781,0.136986301369863,30.8767123287671,43,45,60,47,39,1.55975,8.886425
2,0.1,0.01,4.08219178082192,14.1917808219178,20.3561643835616,0.301369863013697,27.5068493150685,40,34,44,59,41,1.677325,8.943025
2,0.1,0.01,4.65753424657534,17.3972602739726,24.0547945205479,0.136986301369863,31.6164383561644,51,52,49,44,49,1.4578,8.81
2,0.1,0.01,5.15068493150685,22.0821917808219,29.1506849315069,0.136986301369863,34.0821917808219,35,32,45,27,42,1.3759,8.8548
2,0.1,0.01,6.71232876712329,16.4109589041096,22.6575342465753,0.383561643835616,27.7534246575342,25,35,29,54,48,1.585875,8.843425
2,0.1,0.01,6.05479452054794,17.8904109589041,24.7945205479452,0.136986301369863,30.4657534246575,29,33,46,32,35,1.5288,9.1126
2,0.1,0.01,4.82191780821918,15.013698630137,22.3287671232877,0.136986301369863,30.1369863013699,34,39,44,44,40,1.605125,8.9773
2,0.1,0.01,4.9041095890411,20.027397260274,28.1643835616438,0.219178082191782,32.8493150684931,26,38,41,49,47,1.4321,8.8729
2,0.1,0.01,3.91780821917808,15.9178082191781,23.7260273972603,0.136986301369863,29.2328767123288,40,30,44,38,27,1.551025,8.91005
2,0.1,0.01,5.06849315068493,15.4246575342466,21.6712328767123,0.136986301369863,26.6849315068493,26,35,34,42,34,1.643525,8.848175
2,0.1,0.01,6.13698630136986,24.3835616438356,31.041095890411,0.0547945205479436,32.6027397260274,27,47,50,50,50,1.3382,8.90625
2,0.1,0.01,8.35616438356164,19.8630136986301,26.027397260274,0.219178082191782,32.027397260274,37,34,36,42,30,1.46845,9.021525
2,0.1,0.01,4.65753424657534,15.4246575342466,21.4246575342466,0.63013698630137,27.5068493150685,46,37,50,33,30,1.628775,9.001725
2,0.1,0.01,6.21917808219178,17.6438356164384,24.7945205479452,0.136986301369863,30.1369863013699,31,54,33,39,44,1.494875,8.8748
2,0.1,0.01,3.83561643835617,17.3150684931507,23.0684931506849,0.136986301369863,27.5068493150685,45,29,33,47,42,1.518375,8.90085
2,0.1,0.01,5.47945205479452,16.0821917808219,22.8219178082192,0.0547945205479436,29.8082191780822,35,29,32,36,38,1.498925,8.82995
2,0.1,0.01,7.53424657534246,16.7397260273973,23.6438356164384,0.136986301369863,30.3835616438356,27,32,47,41,33,1.572,9.0144
2,0.1,0.01,4.49315068493151,13.041095890411,21.9178082191781,0.136986301369863,28.1643835616438,33,46,43,42,32,1.563875,8.7196
2,0.1,0.01,6.7945205479452,20.4383561643836,27.0958904109589,0.136986301369863,32.2739726027397,36,38,45,49,48,1.430775,8.89145
2,0.1,0.01,4,17.8082191780822,25.6986301369863,0.136986301369863,31.1232876712329,30,33,44,39,46,1.476975,8.8979
2,0.1,0.01,3.50684931506849,13.2876712328767,21.9178082191781,0.712328767123289,30.3835616438356,45,48,50,41,32,1.571175,9.055625
2,0.1,0.01,5.31506849315069,18.5479452054795,25.5342465753425,0.219178082191782,29.8904109589041,34,51,29,33,37,1.47715,8.817025
2,0.1,0.01,4.98630136986301,19.5342465753425,26.1095890410959,0.136986301369863,31.2054794520548,46,39,42,39,43,1.496425,9.0115
2,0.1,0.01,5.72602739726027,18.7945205479452,28.0821917808219,0.219178082191782,35.0684931506849,43,44,48,39,33,1.3531,8.7832
2,0.1,0.01,5.89041095890411,17.972602739726,25.3698630136986,0.136986301369863,32.7671232876712,36,41,34,52,49,1.462075,8.905825
2,0.1,0.01,6.63013698630137,19.1232876712329,25.2876712328767,0.136986301369863,32.027397260274,50,50,43,60,49,1.445575,8.8661
2,0.1,0.01,2.68493150684931,12.8767123287671,19.2054794520548,0.0547945205479436,26.1917808219178,47,40,51,43,51,1.6617,8.83935
2,0.1,0.01,9.91780821917808,20.9315068493151,28.0821917808219,0.136986301369863,32.3561643835616,44,37,38,33,27,1.417375,8.932525
2,0.1,0.01,4.73972602739726,13.4520547945205,22.4109589041096,0.0547945205479436,29.0684931506849,37,47,42,45,43,1.556575,8.759575
2,0.1,0.01,7.04109589041096,19.041095890411,26.2739726027397,0.136986301369863,33.2602739726027,50,46,53,49,49,1.45785,9.039325
2,0.25,0.01,6.7945205479452,14.6027397260274,21.4246575342466,0.136986301369863,25.9452054794521,29,48,33,31,32,1.7957,8.90125
2,0.25,0.01,3.01369863013699,13.8630136986301,19.8630136986301,0.136986301369863,24.0547945205479,33,30,34,47,48,1.897425,8.959525
2,0.25,0.01,5.47945205479452,18.6301369863014,25.4520547945205,0.136986301369863,28.4931506849315,35,44,55,31,43,1.651875,8.803475
2,0.25,0.01,3.67123287671233,15.013698630137,22.4931506849315,0.136986301369863,28,36,44,51,48,42,1.7319,9.0266
2,0.25,0.01,7.28767123287671,18.8767123287671,24.7945205479452,0.0547945205479436,28.6575342465753,37,35,31,42,48,1.70175,8.89665
2,0.25,0.01,5.3972602739726,19.2054794520548,25.1232876712329,0.136986301369863,26.6027397260274,33,35,28,48,44,1.759375,8.951375
2,0.25,0.01,5.06849315068493,14.9315068493151,21.7534246575342,0.136986301369863,26.6027397260274,32,33,50,36,37,1.74655,8.872575
2,0.25,0.01,5.97260273972603,15.3424657534247,22.2465753424658,0.136986301369863,24.958904109589,35,38,32,44,36,1.8341,8.889625
2,0.25,0.01,5.56164383561644,16.0821917808219,22.4109589041096,0.136986301369863,24.1369863013699,33,40,37,41,36,1.7796,8.8993
2,0.25,0.01,4.73972602739726,17.3150684931507,24.0547945205479,0.0547945205479436,27.5890410958904,45,40,28,41,50,1.71865,8.90975
2,0.25,0.01,4,16.7397260273973,21.9178082191781,0.136986301369863,23.5616438356164,30,35,40,36,34,1.804025,8.860025
2,0.25,0.01,5.47945205479452,18.6301369863014,25.041095890411,0.136986301369863,28.2465753424658,36,36,32,44,43,1.72535,8.95555
2,0.25,0.01,6.13698630136986,17.7260273972603,24.958904109589,0.136986301369863,27.5068493150685,31,44,34,47,42,1.6713,8.9093
2,0.25,0.01,3.17808219178082,13.8630136986301,21.0958904109589,0.136986301369863,23.7260273972603,33,53,49,39,43,1.90465,9.1123
2,0.25,0.01,4.49315068493151,14.5205479452055,21.1780821917808,0.136986301369863,26.3561643835616,43,47,38,42,41,1.79485,8.93795
2,0.25,0.01,3.91780821917808,14.6849315068493,22.4109589041096,0.136986301369863,25.1232876712329,32,41,43,52,49,1.74725,8.867225
2,0.25,0.01,5.64383561643836,19.8630136986301,27.5068493150685,0.136986301369863,29.8082191780822,41,40,31,33,40,1.610425,8.8697
2,0.25,0.01,6.13698630136986,17.2328767123288,21.9178082191781,0.136986301369863,25.6164383561644,45,50,39,45,47,1.866625,9.034375
2,0.25,0.01,3.91780821917808,13.3698630136986,19.6164383561644,0.136986301369863,23.4794520547945,40,35,41,46,36,1.961325,9.025425
2,0.25,0.01,5.06849315068493,17.6438356164384,23.2328767123288,0.136986301369863,25.4520547945205,36,42,38,45,39,1.770325,8.95525
2,0.25,0.01,4.65753424657534,15.0958904109589,21.1780821917808,0.136986301369863,25.3698630136986,40,35,30,40,35,1.818025,8.9496
2,0.25,0.01,4.73972602739726,17.6438356164384,22.8219178082192,0.136986301369863,27.8356164383562,56,62,57,66,57,1.7078,8.878
2,0.25,0.01,3.01369863013699,14.2739726027397,21.5068493150685,0.136986301369863,25.1232876712329,47,37,70,47,58,1.838075,8.9877
2,0.25,0.01,4.49315068493151,16.7397260273973,23.3150684931507,0.136986301369863,27.9178082191781,40,47,30,39,41,1.716625,8.798
2,0.25,0.01,3.34246575342466,13.5342465753425,19.2054794520548,0.136986301369863,23.5616438356164,44,34,39,43,45,1.877725,8.855325
2,0.25,0.01,5.97260273972603,17.5616438356164,24.8767123287671,0.136986301369863,27.5068493150685,33,43,35,49,33,1.7409,8.889875
2,0.25,0.01,2.84931506849315,16.5753424657534,23.7260273972603,0.136986301369863,26.5205479452055,56,68,61,60,60,1.730775,9.0196
2,0.25,0.01,3.83561643835617,16.1643835616438,24.2191780821918,0.136986301369863,28.4931506849315,29,34,55,50,35,1.72445,9.045775
2,0.25,0.01,4.32876712328767,14.1917808219178,22.8219178082192,0.136986301369863,26.9315068493151,31,32,35,41,45,1.770625,8.78865
2,0.25,0.01,4.9041095890411,15.013698630137,22.8219178082192,0.136986301369863,28.2465753424658,25,32,38,47,49,1.75195,8.914275
2,0.25,0.01,4.08219178082192,18.0547945205479,23.972602739726,0.136986301369863,29.1506849315069,36,36,51,39,35,1.651025,8.9046
2,0.25,0.01,5.72602739726027,16.7397260273973,22.4109589041096,0.136986301369863,27.8356164383562,35,36,33,44,38,1.6943,8.8506
2,0.25,0.01,5.15068493150685,16.5753424657534,24.8767123287671,0.136986301369863,28.0821917808219,38,33,38,33,44,1.7005,8.909125
2,0.25,0.01,5.3972602739726,15.4246575342466,21.1780821917808,0.136986301369863,22.9041095890411,41,37,32,46,49,1.872325,8.846475
2,0.25,0.01,5.23287671232877,17.3972602739726,23.4794520547945,0.136986301369863,27.8356164383562,42,41,38,37,33,1.7733,8.94915
2,0.25,0.01,4.49315068493151,16.1643835616438,22.7397260273973,0.136986301369863,26.7671232876712,26,36,51,37,32,1.76095,8.894675
2,0.25,0.01,4.16438356164383,15.2602739726027,22.0821917808219,0.136986301369863,23.3150684931507,45,51,43,72,52,1.878725,9.050525
2,0.25,0.01,4,18.6301369863014,24.3835616438356,0.136986301369863,28.4109589041096,40,41,46,37,38,1.6997,8.99415
2,0.25,0.01,6.63013698630137,16.5753424657534,24.5479452054795,0.136986301369863,28.2465753424658,34,42,32,46,31,1.692625,8.828725
2,0.25,0.01,3.01369863013699,12.3013698630137,18.5479452054795,0.136986301369863,24.0547945205479,36,34,50,41,43,1.93615,8.930175
2,0.25,0.01,5.97260273972603,15.5068493150685,21.9178082191781,0.136986301369863,25.2054794520548,32,34,45,47,48,1.8382,8.926625
2,0.25,0.01,5.23287671232877,14.5205479452055,20.5205479452055,0.136986301369863,22.6575342465753,36,47,50,38,39,1.9017,9.0906
2,0.25,0.01,4,16.4931506849315,22,0.136986301369863,26.6849315068493,30,38,42,36,28,1.765,8.8334
